Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_B01_547228
Composite Element REF	Signal
AACS	7.65828754816214
FSTL1	7.24687800141668
ELMO2	5.71831138869038
CREB3L1	4.07697180489441
RPS11	9.93969936598857
PNMA1	8.49455556788154
MMP2	6.94830127786382
SAMD4A	3.75303644429456
SMARCD3	8.05633275586775
A4GNT	3.59487925592166
C9orf39	3.31067948013565
PKNOX2	4.1792561198477
RALYL	3.28924020710727
ZHX3	4.42923074825395
ERCC5	7.40909721652584
RXFP3	2.90908095409573
APBB2	5.36110098199237
BBOX1	8.83907890976961
PRO0478	3.17516408193465
GCSH	8.5557322952878
XDH	3.65936489233246
EDN1	4.13752606893583
MTERF	6.70187423961729
PDCL3	7.01555338162015
CLK4	6.32154101320661
KCNG1	3.58839302702423
CXCR4	6.93543782378496
DECR1	7.06284277947507
SALL1	2.95281010802124
PTPRR	3.63196178754496
CADM4	3.64861563448815
IRAK1	9.05949184452309
CFHR5	3.37296891625620
HNRPD	7.77209363884968
TMSB10	11.6031231659931
CXCL3	5.35930760873722
LMAN1	4.68370377793824
SUHW1	3.28978307626825
CHD8	6.38886026533343
SUMO1	7.56256292788026
GP1BA	3.22397737784913
OR7A10	3.99052106142921
DDB1	7.87836089706824
CHRNA10	3.73876499232029
STYK1	3.89592967802935
MYO9B	4.65237979197839
CCNI	10.4878911735627
MMP7	11.0259391042444
EP300	6.77976844077872
CRNKL1	6.32057471354878
C9orf45	3.19339947604576
XAB2	4.45866481004088
RTN1	3.78969253342087
HIC2	4.43736970881337
TBX10	3.44354356281322
CENPQ	4.04431590161317
UTY	3.16941354904651
OR2W1	2.90400335300439
ATP5G2	10.4566166137792
ZEB1	3.5024255160191
ZG16	3.58425501996392
ERG	3.70957124204336
PARN	6.43522578433786
SOD2	5.53456494583119
JOSD3	7.97294947025468
ADAM5P	3.2096441886764
CHD9	7.031943959548
hCG_40738	3.9443648024244
STK16	5.41683849487704
PDE1C	3.82786570625147
SEMA4D	6.22833871027179
AGPAT1	7.04693130989973
TOB2	6.51428930473733
BANK1	3.10144660226339
MAP3K3	6.73451272298943
MAX	6.09628374054035
GRM2	3.63510785953003
OSBPL8	7.30833069682349
PROSC	6.61349621731225
NR4A2	5.1222328880011
RICS	6.26726576110787
PIR	6.59510845740028
PPCS	9.04389989207675
IPO9	6.59465924290502
LONP1	6.73481038400654
EVC	4.74071852952816
CXCL13	4.20616585113014
SCYL3	6.42948911124463
KIAA1199	6.70577474489845
SORL1	8.9786447435331
NAT10	7.37298379018134
CHD1	6.13035987496486
SYN3	3.47855782736277
DMC1	3.74881555155351
SLC22A2	3.7210724797988
SERPINF1	6.40552324454067
C20orf27	6.24208101771065
OR7A17	3.01710727012339
RPS6KA5	5.43551410564978
LHB	3.53327352328852
TAOK3	5.67605337364907
STK25	6.25144455870328
SLC12A4	3.65407459523956
BRCA1	3.37461872116717
GBL	5.69125045403812
C14orf108	9.01149378524585
CDC25B	5.07309373294194
BMP3	3.32682622922273
MAP1LC3C	3.19586418076147
TMEM180	3.25957518785305
CRYGC	3.51749711176619
SLK	5.09106035676316
POU3F1	3.18372774931852
C20orf32	3.81249765736228
USP52	5.95471460627211
HIGD1B	3.87121820659365
BAZ1B	6.69221555365739
USP6NL	6.07832739590391
SLCO2B1	4.59776683244258
ABCD4	4.69139221421152
DIMT1L	6.6376384467931
SLC25A46	6.46955214478467
LARP7	7.25904281848286
TEK	3.39497562587522
CD160	3.47855005118647
TERF2IP	8.19775977244698
PHF20	5.8535209673889
COL1A1	7.29882248114205
KIAA0090	5.87458828133695
GTPBP1	4.50600969460668
GRK5	3.88898082953531
AP1S2	4.81665420874822
RAB33B	4.43838057402576
CA11	4.72193307167458
ALDOC	5.56876713781695
NUDT1	4.61190755560691
ZNF212	6.41697401353445
ACBD3	8.50171645324861
ZNF83	8.19723154389666
PRDM2	5.15934275531216
GDPD5	4.50118008337834
PDCD4	5.6448180913283
CEP350	6.9016869795407
FOXP3	3.20266730108819
SMYD3	7.43627984229731
CST7	4.16030646663553
SELL	4.18706295762178
CIAO1	6.63275019680197
LGI2	3.86049236412253
WDR45	7.10544274807547
ANKRD6	6.71463919611541
LTBP4	4.19356310865712
PSCD3	3.29883296665772
PYY	3.17029154544955
KCNC1	3.23270285167435
SIRT6	4.17071452969733
CCL19	4.16922971827265
ARHGEF9	4.95144622925179
ABR	4.7128014250313
C10orf22	7.39279430917048
STK17A	4.59729264007161
FOXE1	3.08695352084463
GML	3.26945317398226
CNGA3	2.88729974202576
CD38	4.01025183478286
ZDHHC6	7.65044448690517
NEFH	3.57546319198286
PGBD5	3.33079203680951
CTDSP2	7.42139842272349
RMND5B	6.00955426244049
ZNF257	3.73589415724963
DUSP4	4.37284646615202
FLJ22167	6.56110669525262
EXOSC7	6.83206590348532
ROR2	3.70206665592005
FOXM1	4.48180608196697
ZBTB48	5.51259556538234
BUD31	8.25649464131956
MAOA	3.69099629461792
CCDC41	4.42305344289219
TNNT3	3.28137103390623
FBXO11	6.37632282064932
GYPC	5.99692209923724
PLIN	3.39906039469212
RFXAP	3.48646274890861
C6orf15	5.45946001113009
RNF4	8.935117288581
F8A1	8.2313877578966
PPP1R3D	4.88195467472109
GRB2	7.83786157307653
TPM3	3.02477986045509
SYT13	3.63454940860281
EPB42	3.73243296427672
RP5-1077B9.4	5.42227102631609
EIF1	10.0071215657938
CETN3	6.97137655529843
FPGT	5.26648188928594
PRY	3.47989680285958
NTHL1	4.82051789583807
POLR2B	8.68897122034448
RPS28	11.6991273965496
GDF10	3.11433649512672
COQ9	8.7877714668584
P2RX3	3.09929017609412
GCC2	7.63997555951984
RARRES3	7.93138650775651
PLXNA1	6.86449496586753
WBP4	5.16862851068185
KIAA0100	6.31242114581944
PMF1	7.0964655227704
HS2ST1	5.50245526013709
CRELD2	6.52697209224026
C8G	3.17927221987497
CD82	7.9225955626699
PMM1	5.41022566430862
CBLL1	5.29537532969944
LIM2	3.57624974473888
VAX2	4.13829492715163
SETDB1	5.64145667471863
LRAP	3.61743820670903
GCLM	7.67263078928265
CPEB3	3.83908736992066
PPM1A	6.09457998770737
INTS1	3.76431157296745
MMP16	3.14071324317503
CAMTA1	3.88715533976539
SAMSN1	5.4945506850774
DRD3	2.7343706922372
GMPPA	5.56266959135859
C11orf73	6.06818210202571
AIPL1	3.81500317209866
PTP4A2	9.51851509400985
IL24	3.30382198859193
BDKRB1	3.10256349335459
HPCA	3.57659102390507
MLF1	5.39096162814235
SEC14L1	7.60326559081281
CHFR	5.93404013201207
EMILIN1	3.53830143924764
THADA	7.39431627755787
TAF12	5.99901213748434
NDUFS4	8.60803232603749
ID1	3.89712643697284
PIK3CB	4.46011363440678
COL18A1	8.0402519228924
PDZD3	3.41327631127542
TBC1D17	5.21677974791801
COX8A	9.94112473088734
CDCA4	6.32415513267152
C2orf44	4.91023903848591
C9orf16	9.3376372809341
ERBB2IP	7.72240763257366
EMX2	9.1258501325495
FUS	6.3303424912844
NIPSNAP3B	3.62169486153796
TF	3.40967216712901
CXorf56	5.31433458036288
CLCN4	3.55003336256636
PWP2	6.18635699425566
MMP15	5.5522451747197
MTMR14	6.53793250129001
NPR1	8.4396741639865
DNAL4	5.72581057394746
ELAC2	4.61707730202791
ASS1	10.8160592365541
IPP	5.8832776714902
TMEM59	10.1877596670097
