Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_D06_547308
Composite Element REF	Signal
AACS	7.21806563712686
FSTL1	9.31840944520141
ELMO2	5.92716569542606
CREB3L1	4.20628257689446
RPS11	10.1046361825020
PNMA1	7.98675242091181
MMP2	6.92001122654262
SAMD4A	4.34195933696466
SMARCD3	5.4146414978772
A4GNT	3.51927258976397
C9orf39	3.46081194751414
PKNOX2	4.95686133158958
RALYL	3.18164940577871
ZHX3	4.46935464700891
ERCC5	7.20610413024233
RXFP3	2.95093672187061
APBB2	3.64857208039864
BBOX1	2.77800672383987
PRO0478	3.05213815839221
GCSH	8.05823141762124
XDH	3.94766618532975
EDN1	5.36601492252938
MTERF	6.16065407602042
PDCL3	8.6279698639684
CLK4	6.87134616260433
KCNG1	4.51299574581277
CXCR4	6.4387089971853
DECR1	7.74351610374631
SALL1	3.73262776503584
PTPRR	3.39322939597183
CADM4	3.4319006503799
IRAK1	8.23824888501233
CFHR5	3.15582174269354
HNRPD	8.52363457577299
TMSB10	12.0627675315372
CXCL3	4.23125839487311
LMAN1	3.69288990961098
SUHW1	4.07291061672114
CHD8	6.7550978407207
SUMO1	8.64561006174567
GP1BA	3.29774794094608
OR7A10	3.57233038228308
DDB1	7.89658241073276
CHRNA10	3.70452299372272
STYK1	3.63310309944158
MYO9B	5.14128954955679
CCNI	10.0765843523038
MMP7	10.7195405853026
EP300	6.72858102820518
CRNKL1	7.12629942545819
C9orf45	2.97690459215759
XAB2	4.91288540845486
RTN1	3.1819867567437
HIC2	4.50261781001382
TBX10	3.41324764090116
CENPQ	4.2676558230361
UTY	3.17943594391052
OR2W1	2.8868760714687
ATP5G2	10.2285029783587
ZEB1	3.61020110048068
ZG16	3.32630823479399
ERG	4.47076113599869
PARN	6.64153462085991
SOD2	6.44843495788441
JOSD3	8.0716364982268
ADAM5P	3.12902401730846
CHD9	6.03161337628641
hCG_40738	4.14143051071509
STK16	5.36690139391044
PDE1C	3.22218612568247
SEMA4D	5.09644300232124
AGPAT1	6.54834052288178
TOB2	6.33583805775912
BANK1	3.87796491372251
MAP3K3	4.88344949834376
MAX	5.38311718285187
GRM2	3.6654298251282
OSBPL8	6.83728327410925
PROSC	6.39754525335737
NR4A2	4.38234987538447
RICS	5.44698217374672
PIR	5.46484459577208
PPCS	8.21688673950403
IPO9	7.73973498517238
LONP1	7.01072989719967
EVC	4.46599515830430
CXCL13	4.20881527116253
SCYL3	5.58358609779964
KIAA1199	5.3865683799026
SORL1	8.70602346779923
NAT10	7.6305550948511
CHD1	7.74631943861922
SYN3	3.46107171321704
DMC1	3.86008320200865
SLC22A2	3.50568655141905
SERPINF1	5.85929088437102
C20orf27	6.90853729513252
OR7A17	3.17455528549326
RPS6KA5	5.09531395561052
LHB	3.35325332248126
TAOK3	5.15272040950984
STK25	6.28751216354263
SLC12A4	3.5601904228154
BRCA1	3.45984669377093
GBL	5.40308628971655
C14orf108	8.31083657683496
CDC25B	8.14795063822955
BMP3	3.19813265552493
MAP1LC3C	3.29741575267806
TMEM180	3.80396386437023
CRYGC	3.40724921938067
SLK	6.64240442130695
POU3F1	3.11842627021761
C20orf32	3.75554725508711
USP52	5.26258508852486
HIGD1B	3.45353000273029
BAZ1B	5.92774134732359
USP6NL	6.37519458036438
SLCO2B1	3.87944723450114
ABCD4	4.87848457280369
DIMT1L	6.7439858782468
SLC25A46	7.72621535237768
LARP7	7.58409074397272
TEK	3.482517733314
CD160	3.54558481094713
TERF2IP	7.36178023353432
PHF20	6.03484831960612
COL1A1	7.59102109291807
KIAA0090	5.5372666345004
GTPBP1	4.03168555588993
GRK5	4.03376325074831
AP1S2	6.16392648185041
RAB33B	3.94877393898411
CA11	3.8392088829801
ALDOC	4.14121079866556
NUDT1	5.53330798573646
ZNF212	6.26645029106536
ACBD3	7.42560175724959
ZNF83	7.31488689356926
PRDM2	5.04601672276697
GDPD5	5.81301206938686
PDCD4	7.40111349280637
CEP350	6.88489099343904
FOXP3	3.25631495554817
SMYD3	6.77853518411869
CST7	3.79248519623055
SELL	3.89628999268970
CIAO1	6.54390514290059
LGI2	4.00957185962125
WDR45	6.88159785583733
ANKRD6	6.24587355676831
LTBP4	3.95430113832576
PSCD3	3.50318470959889
PYY	3.19145838267677
KCNC1	3.00691635939302
SIRT6	4.24953999028763
CCL19	4.29131461622964
ARHGEF9	5.90111335966198
ABR	4.60832160919484
C10orf22	7.33202985369795
STK17A	4.75671359158893
FOXE1	3.60924999225187
GML	2.93937251208898
CNGA3	2.90601023450424
CD38	3.36204079168886
ZDHHC6	8.24144322936094
NEFH	4.67348442022787
PGBD5	4.31932440602605
CTDSP2	7.03547554399486
RMND5B	5.95733066555656
ZNF257	5.4849470140706
DUSP4	6.25273443136752
FLJ22167	5.65620945586977
EXOSC7	6.56868075289513
ROR2	3.65055908984873
FOXM1	6.2148632106742
ZBTB48	4.78504611015639
BUD31	7.00746704757616
MAOA	6.89962475158526
CCDC41	4.62492839678974
TNNT3	3.23778720084977
FBXO11	6.63852661785333
GYPC	6.70170347508679
PLIN	3.52419232167527
RFXAP	3.97938751300613
C6orf15	3.66886453889145
RNF4	7.91725979800367
F8A1	7.98223725101674
PPP1R3D	4.51340545412953
GRB2	6.50091783952859
TPM3	3.26600655607975
SYT13	4.15362392742238
EPB42	3.5400034905084
RP5-1077B9.4	4.98974269350573
EIF1	10.6705720810972
CETN3	8.52010920164441
FPGT	5.61711239861742
PRY	3.32080825970789
NTHL1	4.96995417850532
POLR2B	8.65787764112893
RPS28	12.2669163303865
GDF10	3.05076436421477
COQ9	7.21664329623678
P2RX3	2.8952901497633
GCC2	7.41634139828009
RARRES3	4.89206684215163
PLXNA1	6.18766604690389
WBP4	6.19102938545816
KIAA0100	6.28516597473491
PMF1	6.96040988077676
HS2ST1	6.46348695559732
CRELD2	7.03306619975954
C8G	3.14294497396095
CD82	5.59677098484671
PMM1	4.60651082978693
CBLL1	4.55934557940501
LIM2	3.17466621649741
VAX2	4.62597855631173
SETDB1	5.8403864717383
LRAP	3.37906961226501
GCLM	6.368875153522
CPEB3	3.444567805302
PPM1A	6.36670533654715
INTS1	3.76736392680853
MMP16	3.16413769672178
CAMTA1	4.39299615232615
SAMSN1	4.52658782881926
DRD3	2.89184515511239
GMPPA	5.77160945723924
C11orf73	6.91519829498258
AIPL1	3.79170811105680
PTP4A2	8.80649662077992
IL24	3.22319540594721
BDKRB1	3.35000263462551
HPCA	3.58234702694897
MLF1	6.92616105508955
SEC14L1	6.84870249345575
CHFR	6.96575804399851
EMILIN1	3.70915029947002
THADA	7.12616517229567
TAF12	4.9361141855517
NDUFS4	9.1547377758314
ID1	6.99868467921151
PIK3CB	3.69638337977258
COL18A1	8.56774909043735
PDZD3	3.13721991211844
TBC1D17	5.72641889440004
COX8A	9.49519922091541
CDCA4	6.89206600810872
C2orf44	5.19572363406302
C9orf16	7.46402891818584
ERBB2IP	9.38918965046293
EMX2	9.07137528683898
FUS	6.60154400315834
NIPSNAP3B	3.40749222897330
TF	3.26423683725559
CXorf56	5.57858023080933
CLCN4	3.73969255196868
PWP2	5.90287235157629
MMP15	3.61492704536219
MTMR14	5.6825968882453
NPR1	5.9091203350768
DNAL4	5.59278583775451
ELAC2	4.7246449930788
ASS1	9.6417547656459
IPP	4.66580853958464
TMEM59	8.58816115447494
POLR2J	8.06742123039038
SEC23IP	6.6806674957423
RGS4	5.16482838060022
UQCRC1	8.43151992073355
SNX6	7.76451315176407
DDX18	7.518290085214
POLG	4.93052322864999
ADAM23	4.00403988629577
ZNHIT2	4.64902149099411
TFR2	3.35462603915626
NCDN	4.02119535699588
RAG1	3.64983297125583
POMT1	4.43639766075146
CYP1A1	3.15249297163872
SNAPC1	6.63024545830526
GNA11	5.34498230358124
CCDC52	2.97323805795751
CAPN1	6.87311645019276
DDHD2	7.20477291067949
UPF3A	6.3187890947711
LAGE3	5.86742005465214
GNRHR	3.10006347200778
UNC13B	5.44048078593635
TTLL4	5.49244563448906
PPBP	2.97076461722764
HTR3A	3.39535749144383
SDC2	7.25221758102079
ANKRD49	7.49394264681882
BTF3	10.3358391478862
COX7A2	9.80104717741937
SARS	9.04782901299784
C13orf18	5.4201326784359
CACNB1	3.70825225689291
QKI	6.68732409898387
SETMAR	5.37589426749181
LAMB4	3.23165025739481
MAN2B1	7.30390195819907
EML3	4.10927496331177
ACADL	3.19743793900298
OFD1	8.19731254549633
CGA	3.45576742872371
EIF3EIP	10.8356688930241
PEX16	5.28328211780551
GNG12	8.05819375628275
HABP4	4.82333079293137
CNTN2	3.33452399211343
ASNSD1	8.49538394047785
FUT4	4.53717727596097
DBH	3.2075946818331
CD53	6.11128167829366
HIST1H2BJ	3.58227523569508
TFAP2B	3.28414279157620
ACF	3.60694519054926
TMEM11	6.16259078362879
CDH8	3.14885063216428
C3orf32	3.30511001866754
AGPS	5.2884712854642
C4orf18	3.65225898667259
PCCB	7.95345928190612
IPO13	4.35439561733335
PECI	8.10691479852878
UNG	8.60036904534196
C6orf105	3.37203380881545
GSTP1	9.11948387157417
SUV420H1	8.37362879914978
ARHGAP15	3.47141300955502
LTBR	6.63488880240644
TDRKH	3.4045748379827
PSG4	3.66970223741462
SLC9A3R1	6.78077482895274
NBPF3	9.65576675488628
SLC9A3	3.26964307208403
OSBP	6.78370637403714
PRR5	4.64573659157535
CHMP7	5.55521645913964
ADRA1A	3.0903142052611
ASAH1	6.65853195470453
FKBP4	7.3395654263389
ZNF350	5.78645450163204
DOM3Z	5.68166253699163
GIPR	3.45026244638350
AHI1	5.43390744627039
BST1	3.51903197703128
NCR2	3.46444092790799
NADSYN1	5.06008040396102
UBE2W	6.22219069615346
RGS14	3.76771236506124
KRT15	3.97084095915711
SCN11A	3.82819770493485
GFI1	3.57171492163297
FHL1	4.28607249560388
SMC6	7.13974946280974
GATA1	3.68436874578901
OSGEP	6.32155683976947
ARMC6	5.87247659000163
HK3	3.38376281893968
PSMD5	6.8079876794307
RSU1	7.79891166353658
RPL4	12.2067155574173
MAD2L1	7.87562450363801
RBPMS	5.89392713282573
EIF4A3	8.68212651904451
E4F1	4.95578539786192
DLEC1	3.26330617015162
PRPF3	6.81502634012809
EMR1	3.11018713384837
CHMP2B	6.91447117723251
CAMSAP1	4.43738660047354
RPS21	10.5730629240341
XCR1	3.2136627088599
ARID5A	5.29451880887263
RBM6	6.45841762790709
UBE2N	7.61753719025845
KLF4	4.55446566292989
MGC4172	4.35334150303465
LMO4	7.27164183425401
KLKB1	3.42887588669126
HDAC3	7.48949851443678
HP	4.71504932078596
SCHIP1	6.89510752063892
BTK	3.75416555495917
KRCC1	5.90466659124695
PRND	3.14552188898668
C6orf27	3.2375208559284
PIGL	3.73184985391787
CLCA1	3.56538452455175
C1orf112	5.32669870218157
OLFML2A	5.14074241495623
HUS1	4.7564116605645
SFRS6	8.35103883006763
CXCR7	7.57352191729487
UIMC1	6.90142689926989
FXYD2	3.42480893520243
GOT2	7.59241962476426
ZNF667	5.7485515783944
TFEC	3.54969537647342
ATP7B	5.85839957575345
RAB38	6.93882409205334
POLD2	6.12182326387934
PPM1H	5.94257535515324
DCX	3.30756062961485
NFYC	5.48213375606276
ZNF228	5.32050888415754
KIN	6.95412991246008
PLSCR4	4.62442143802451
HIST1H4I	4.18021072316672
PPARGC1A	3.14663082181627
HIG2	7.73765428906973
KCNK10	3.82051400050392
EXOC1	7.55759878713202
OR6A2	3.55579582586711
ETFA	8.02798628980638
PDAP1	5.38299400849866
C19orf6	3.47887599748936
POLRMT	4.37499606620221
ZNF146	8.82792190048658
MIA2	3.03059288518384
LY6G6E	3.03189988615626
EIF4E2	8.10337185857554
NENF	5.07481650294537
HOXB5	5.58623770428057
ZNF324	5.52867038701416
CUGBP1	5.78124383634188
ENTPD7	4.58794652190388
TTC13	7.35606168079735
GJB5	3.26817045766645
PRSS22	4.13018749968731
CYP3A5	3.31555577506256
MBOAT5	4.82373078606241
CUL4B	6.01683106624362
CENPJ	4.66615561622363
KIAA0664	5.81266118468632
PITX1	3.63561351303675
PDGFRB	4.80062731791703
RDX	6.72423883681461
CELSR3	3.73818917885932
JUND	7.17584417969657
ITSN1	4.940978988005
CHRNB1	3.41609201238056
EHBP1L1	3.67337119271495
C19orf2	7.74531826456168
FETUB	2.93743192372465
CAMK2B	3.37681667825917
DCTN1	6.83152035817432
TNKS2	7.53161597744907
MRTO4	7.45875716393963
C1QBP	6.02338872174855
TTC3	8.24950093001593
NDUFB8	9.03500108066092
CADPS2	3.90684849364127
EDG2	4.22863845976527
MYF5	3.18598513664919
SEMA3G	3.2443956304349
IL23A	3.72314866533632
GJA9	3.43590649633476
R3HDM2	6.37183751738378
C5	3.93301018318459
SLC2A10	6.41295160534695
TRIM45	5.69377342722723
TSP50	4.43440501864273
PAQR3	5.30073405878127
ANKRD26	3.83220259567761
TCP1	8.65592143188768
TMED7	7.05353169198472
CMA1	2.90950273260849
PTCRA	3.98812712775259
HCRTR1	3.04793465691483
FST	3.56545646394304
PAWR	3.90947993444763
LDLR	4.41857762872769
ASTN2	3.99080018453828
SCRN1	7.19190637385446
GPATCH8	7.3068172631839
KIF4A	7.13713718546563
TANC2	3.59386637115798
ZMYM5	4.72759664953019
PGM1	8.7377089524159
ZNF586	4.24352834000172
POLR3G	4.06817225936504
CPD	6.06732045085174
SNCAIP	4.86897586612697
DCT	3.45221647668067
HLA-DOA	3.42201431972077
TANK	5.20431561253455
RCAN1	4.04722927478677
UPK1B	7.27922699795998
DNAJB4	5.05318082406536
UGT1A8	2.88429444321015
LIMD2	3.70706217882372
HIST1H4L	3.3546435244239
PECR	4.86652196490354
HSPA2	6.14444026661441
SERP1	8.96210938284905
TACR2	3.32820157054371
NUP85	6.82936737441127
CD177	3.05841789283326
GPR135	3.32524354751378
PIGG	6.70754449936594
LGR5	6.11163493437447
JAK2	3.62122578693722
DPYSL4	3.34059230133278
TM9SF4	6.23682281647688
PTHR1	3.36815912818642
SIRPG	2.93450147051654
ZNF264	6.2412650054793
BICD1	5.7467487398726
RAB5A	7.2170222803828
FLJ13224	3.29741015491632
METTL5	8.84521207627457
HERC6	5.65926797518525
CASP1	4.60793923312226
USP9Y	2.85176285952304
LRP1B	2.84574979015744
XAF1	6.27776541551498
PLA2G4C	5.0776813756014
APOA2	3.22496612955877
SPAG6	3.18975338929013
KALRN	3.60723107899313
SECTM1	5.53121271800477
THOC7	8.5729974902873
IFNAR1	3.68900205057966
TCTA	5.53596742826134
NY-REN-7	3.65940986403306
TALDO1	9.06259956793442
B2M	11.2659653646019
LPPR4	3.50476165673398
SQLE	7.67308549637898
SEPHS1	8.19529019552972
EIF5A	6.75754484783766
FAM49A	4.36120716123355
YTHDC2	5.20829762563355
EHD2	4.16934809451788
NCF1	3.24267942418658
SPG7	6.32204875286953
ZNF614	3.63838078181597
HOXA5	6.63097272671338
NUP133	8.30614640347572
FGF12	4.65909830005364
SLMO2	7.74884144472933
INPP5B	4.26568371496601
PPID	7.47647750267283
SNTA1	3.64225104299301
IL20RA	3.29066968905337
UBE2J1	6.12732891467947
CACNG2	2.96630653308050
GCM1	3.19768314480721
ELF1	6.96277141696628
TLR5	5.25144325842895
TCFL5	7.08018628720431
C1orf107	6.26103291721483
C19orf22	6.83675327596147
SAFB2	6.31507754049615
MAP3K7IP1	3.9422260602023
NCK2	8.2450332761529
OXA1L	8.39590578869841
KIAA0652	6.15867455325557
KLRG1	3.44365750180266
FRAG1	6.27284232597286
ZSCAN12	3.2480858012124
PSMD12	7.13960115576327
E2F4	4.97250035363077
CLEC4M	3.57666321388361
KIAA0999	5.5160462430561
CLDN10	9.37986391065022
MGC13053	4.43987297739024
TAC1	3.08350448571740
GYPA	3.23426151720286
HPCAL4	3.27781818755872
TRAIP	4.22836763103242
MEX3D	5.21935791517806
KIAA0232	6.94210388097536
ERCC8	6.61188966265778
NFAT5	6.25707213343368
GPX4	8.94430581555871
CSPG4LYP1	2.98930648535569
KIAA0368	5.28642168923733
FBXO3	7.46845276958803
DVL1	5.82277950308252
CMKLR1	3.39948629461781
GPR157	3.0867941796378
TYMS	8.29727846130528
OR52A1	2.95129111896129
PEF1	7.02849662090581
ZNF750	3.29545801101369
ALG9	6.62317989179876
MCM5	6.0128727425871
SDK2	3.55220306880927
BAIAP3	3.49308314207388
RABGGTB	7.61275547192785
KCNK7	3.13722616724900
PTP4A3	7.3415196376276
ANKRD40	4.7205115828436
CALCOCO2	7.31960032461268
TMSL8	8.79041352978266
SNCA	4.01670849976875
ZNF551	5.84752058886407
HBQ1	3.19598369474555
ARHGAP26	5.31334295608378
GEMIN6	6.81122444807438
HRAS	5.75015524583371
KLRC4	2.82795920062366
BSDC1	5.57703264086886
DSC1	3.41003463081448
RNF43	6.02587795459599
NDUFAF1	5.93139805072725
MAP2K4	5.83254866365414
FOLR2	4.61858221249351
LYZL6	3.52427734612493
EPB41L3	3.37167735462309
TEKT2	4.70349333031332
CDKN2B	3.22594508694928
WSB1	6.46770118869985
ZNF480	3.65142018325613
MAP3K6	3.83895546283154
PROS1	7.06381307679988
PSMB8	6.70418492117412
HN1	7.57762739940487
MAS1	3.09261924582218
APOL1	4.65681783891184
CSHL1	3.09273730419113
ZBTB7C	2.79148943073402
AHCTF1	5.80218737814983
SAE2	9.61845775941934
ITGA2	4.40667200479673
AP2S1	9.04144309131012
P15RS	7.11062651672991
MME	3.89993649499695
VAT1	6.98228957109204
MAST4	5.77756886771587
TUFM	8.48821280955316
KRT33B	3.21553818380548
THEG	3.58978039489455
KCTD2	5.19515049424259
WDR26	8.37196244528455
MFI2	3.0848477931474
KRT34	3.07061429641604
NR4A3	3.28589208339015
SGSM3	4.32270730979206
ARSA	3.53505996965402
TOMM22	5.97428433937885
SOCS3	3.99076790422403
UNKL	4.13485666067048
POP4	8.3563853396394
BHLHB3	7.69708729744005
MALL	4.24664913422929
SOX15	3.38284932454813
CCNA2	6.32261984961781
PARK2	3.14328900517401
GPR124	4.46762893176081
TMEM132A	5.86796972203007
