Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A10
Composite Element REF	Signal
AACS	6.26663987000857
FSTL1	8.07990318841037
ELMO2	5.79876505762546
CREB3L1	3.72665327519879
RPS11	9.89523087874353
PNMA1	7.33677648852799
MMP2	6.99697001172966
SAMD4A	3.96260375274357
SMARCD3	4.93422734919128
A4GNT	3.77460681680671
C9orf39	3.49050632530793
PKNOX2	3.81673622769095
RALYL	3.38369216507160
ZHX3	4.15620855516183
ERCC5	5.41075876762257
RXFP3	2.92799537132327
APBB2	4.06361100590275
BBOX1	4.35111325857274
PRO0478	2.84980785512533
GCSH	8.33038147476682
XDH	3.66029050412962
EDN1	3.59462120412659
MTERF	6.63800794905357
PDCL3	8.11978732556054
CLK4	6.36548811789833
KCNG1	4.37588883356401
CXCR4	7.20813386928793
DECR1	7.50460492448892
SALL1	4.96044576413567
PTPRR	3.70665040925726
CADM4	3.46127796810584
IRAK1	9.7324288236988
CFHR5	3.30335197308084
HNRPD	8.83838443139396
TMSB10	12.0696710150655
CXCL3	5.10679917238365
LMAN1	4.01792927987675
SUHW1	3.39663273906391
CHD8	5.87068407218707
SUMO1	8.7495038654195
GP1BA	3.18047890662619
OR7A10	3.70056417529414
DDB1	7.53276576037182
CHRNA10	3.93401366762406
STYK1	4.079416584259
MYO9B	4.95054993473822
CCNI	10.7894958354980
MMP7	5.51547631494756
EP300	5.7808061609166
CRNKL1	7.45059497184023
C9orf45	3.42230028796776
XAB2	4.4283686075675
RTN1	3.40623511385516
HIC2	4.53839664900907
TBX10	3.50593376004112
CENPQ	4.38468653713004
UTY	3.20716747729387
OR2W1	2.93348004559332
ATP5G2	10.7387219121926
ZEB1	3.53024772200252
ZG16	3.44205533341745
ERG	3.71815134054551
PARN	7.23752406519602
SOD2	6.26072805310572
JOSD3	8.40077574635291
ADAM5P	3.21255783322124
CHD9	6.58269249393303
hCG_40738	4.08715591062105
STK16	5.99922492400223
PDE1C	3.57815314155802
SEMA4D	5.7572133796251
AGPAT1	6.98883478867113
TOB2	5.02059851406242
BANK1	3.47895040807308
MAP3K3	5.02745282953338
MAX	5.04477047253690
GRM2	3.80031231839486
OSBPL8	6.960458844547
PROSC	8.1404770392236
NR4A2	3.85581509299646
RICS	5.17055317461514
PIR	3.64929411857578
PPCS	8.60932428669781
IPO9	6.61214869490106
LONP1	7.55476776108803
EVC	4.70540627362931
CXCL13	4.57084345701867
SCYL3	5.64994488265352
KIAA1199	6.40851633557098
SORL1	7.41355252501779
NAT10	6.71579445592918
CHD1	7.45949653281017
SYN3	3.57188929024286
DMC1	3.76056128727390
SLC22A2	3.74433436153658
SERPINF1	7.68756545136045
C20orf27	6.5729134394066
OR7A17	3.32138934464376
RPS6KA5	4.10172486432984
LHB	3.5587723069715
TAOK3	4.83081536584766
STK25	6.08232514084031
SLC12A4	3.69859128207968
BRCA1	4.37705149275712
GBL	8.32511876341696
C14orf108	7.38573801249036
CDC25B	7.46528764046408
BMP3	3.36490236081536
MAP1LC3C	3.41924270377253
TMEM180	3.79877889833483
CRYGC	3.6929599130457
SLK	5.5157480753219
POU3F1	3.31601478641127
C20orf32	3.79739228952607
USP52	6.18603910729644
HIGD1B	3.82055957525508
BAZ1B	6.82052831580521
USP6NL	5.33770097250434
SLCO2B1	4.25009395360584
ABCD4	4.66446312678646
DIMT1L	6.30511767461436
SLC25A46	7.78614985575073
LARP7	7.47336438729168
TEK	3.42125407195134
CD160	3.52131671860592
TERF2IP	7.96072793885439
PHF20	6.28066416570447
COL1A1	7.42955589751171
KIAA0090	6.36074945018333
GTPBP1	4.27925052316862
GRK5	4.18358298659134
AP1S2	6.62125765217081
RAB33B	4.80288125960884
CA11	5.06653334043511
ALDOC	5.69776531837045
NUDT1	6.63064818391187
ZNF212	5.62304634297135
ACBD3	7.54387836461533
ZNF83	5.27860811886165
PRDM2	5.06959071428999
GDPD5	4.36705582033963
PDCD4	6.37641105976142
CEP350	6.0230204586094
FOXP3	3.33527626019314
SMYD3	7.51374156906343
CST7	4.00310404087891
SELL	4.36771747977258
CIAO1	7.49763746831962
LGI2	3.94766235110361
WDR45	6.91816162764035
ANKRD6	6.11049860288986
LTBP4	3.76059204617931
PSCD3	3.08646200027740
PYY	3.06538753599757
KCNC1	2.96931730528553
SIRT6	4.43150372538283
CCL19	3.91138750735805
ARHGEF9	4.90409397127897
ABR	4.96636401111611
C10orf22	7.48727185607308
STK17A	5.78626224815204
FOXE1	3.40961986127878
GML	3.18837242666821
CNGA3	2.84281519569770
CD38	3.44287745299918
ZDHHC6	7.68822800166435
NEFH	5.77661545665538
PGBD5	3.85929600360873
CTDSP2	8.02654134047668
RMND5B	6.59272003803573
ZNF257	3.78573770860484
DUSP4	4.42452154170559
FLJ22167	6.50135079576323
EXOSC7	7.49521264255227
ROR2	4.02886348902371
FOXM1	5.82711733919459
ZBTB48	5.39985901688142
BUD31	9.00423641389491
MAOA	3.79668704998409
CCDC41	5.27462413203788
TNNT3	3.87979953864447
FBXO11	6.79136661343697
GYPC	5.05817310820184
PLIN	3.42249560712353
RFXAP	3.6901043585464
C6orf15	3.85339275319114
RNF4	9.45318169685707
F8A1	8.41310453880269
PPP1R3D	5.01838459876577
GRB2	7.10719887369349
TPM3	2.95719620608437
SYT13	3.85613397688657
EPB42	3.47726789024439
RP5-1077B9.4	5.76591269448577
EIF1	10.8919672169484
CETN3	7.86724253672328
FPGT	4.7204616915866
PRY	3.52335089547397
NTHL1	7.86441684573155
POLR2B	8.88133282126832
RPS28	11.9383079526825
GDF10	3.02009403079267
COQ9	7.46724121956631
P2RX3	2.81965228889898
GCC2	6.57007897296789
RARRES3	4.9833247874931
PLXNA1	6.08973332893594
WBP4	4.93060579021229
KIAA0100	6.68644901829465
PMF1	7.21030644479414
HS2ST1	6.12441053916151
CRELD2	6.08439854086272
C8G	3.22619122955574
CD82	4.94218112809245
PMM1	4.04348760069726
CBLL1	4.04819449139944
LIM2	3.43801615001882
VAX2	4.64291688630583
SETDB1	6.26300723231905
LRAP	5.92517917214494
GCLM	5.93448221352956
CPEB3	3.2953138061214
PPM1A	5.35000411890542
INTS1	5.16680407957388
MMP16	3.11971055789152
CAMTA1	3.74110474224993
SAMSN1	5.18669793065622
DRD3	2.74652990240219
GMPPA	5.73409837584162
C11orf73	6.52082354850839
AIPL1	3.84058096244582
PTP4A2	9.67958812405613
IL24	3.49383700762129
BDKRB1	3.21202801773817
HPCA	3.44848663143982
MLF1	5.73996680085976
SEC14L1	7.72786219994278
CHFR	5.26455041002477
EMILIN1	3.81844877219860
THADA	7.41698779656302
TAF12	6.3537192048422
NDUFS4	6.98134734508886
ID1	4.26378583162208
PIK3CB	4.10079112789981
COL18A1	7.50249192347136
PDZD3	3.21990247111548
TBC1D17	5.59915759460069
COX8A	9.35324403291832
CDCA4	6.49232105783392
C2orf44	6.23060261109982
C9orf16	7.9553425242951
ERBB2IP	8.21813971131792
EMX2	9.2739533500805
FUS	6.69504579661073
NIPSNAP3B	3.16539850955433
TF	3.41201802396842
CXorf56	5.35096480225657
CLCN4	3.69173297807278
PWP2	6.88983089539319
MMP15	4.49011773413457
MTMR14	6.53315325477954
NPR1	5.01342491086782
DNAL4	5.17435442991229
ELAC2	5.19157826218329
ASS1	8.95323786009408
IPP	5.28981669985819
TMEM59	9.32741133782139
POLR2J	8.87631965214232
SEC23IP	6.31770614696474
RGS4	4.96096553082082
UQCRC1	9.35773293579965
SNX6	7.36790127204597
DDX18	7.91921477814796
POLG	5.04972493470726
ADAM23	4.24889536053297
ZNHIT2	5.01046203102319
TFR2	3.50326273035905
NCDN	4.48421922481326
RAG1	3.34642175253811
POMT1	4.39653867300654
CYP1A1	3.52100573547037
SNAPC1	5.12196440137189
GNA11	5.8152614208199
CCDC52	2.90611642013668
CAPN1	5.99367464849627
DDHD2	8.54685290386617
UPF3A	6.85193848089683
LAGE3	6.52190039495228
GNRHR	3.11256597606777
UNC13B	6.12888875918782
TTLL4	6.10754514937564
PPBP	3.31813274694656
HTR3A	3.21490840640405
SDC2	6.25416462163137
ANKRD49	6.59377668998536
BTF3	11.4210308392068
COX7A2	10.6351538152212
SARS	8.81820640721141
C13orf18	3.79599434244069
CACNB1	3.78839534481368
QKI	5.9215448781039
SETMAR	6.50627973253044
LAMB4	3.46032552634938
MAN2B1	7.28822357220561
EML3	5.33959029844754
ACADL	3.15140913229902
OFD1	7.41545913911885
CGA	3.98266968345182
EIF3EIP	10.7617935665549
PEX16	5.81948331515003
GNG12	6.80004861387283
HABP4	5.02941749210262
CNTN2	3.517678758225
ASNSD1	7.5119213961028
FUT4	3.75829652434162
DBH	3.47552230584892
CD53	7.43599981010194
HIST1H2BJ	3.27772753761618
TFAP2B	3.09303369779201
ACF	3.69561614923192
TMEM11	6.46327527801575
CDH8	3.24786045675481
C3orf32	3.58124380415489
AGPS	4.82467930594105
C4orf18	3.17974708986789
PCCB	7.3887260206373
IPO13	4.86770933473295
PECI	7.03100029295255
UNG	8.51319169730668
C6orf105	3.32597377793004
GSTP1	8.47339040105224
SUV420H1	6.9954863993637
ARHGAP15	3.7523896306992
LTBR	6.76706644003583
TDRKH	3.26269389733196
PSG4	3.26925668660073
SLC9A3R1	6.67438054507617
NBPF3	9.21891245827939
SLC9A3	3.82503698804765
OSBP	6.16258048886733
PRR5	4.14822907564108
CHMP7	5.1929050063023
ADRA1A	3.05513644199911
ASAH1	6.17450240741107
FKBP4	7.64117451195939
ZNF350	4.64603215103959
DOM3Z	5.94353831963572
GIPR	3.51904649893755
AHI1	5.08821160100792
BST1	4.25468120749277
NCR2	3.57205091239574
NADSYN1	4.27894225582915
UBE2W	5.79793753740108
RGS14	4.01437809667467
KRT15	3.88873117377891
SCN11A	3.84722254753647
GFI1	3.5649383969895
FHL1	5.95223610802007
SMC6	6.97405707324559
GATA1	3.65117172151956
OSGEP	5.87344589614671
ARMC6	5.33592730918762
HK3	3.69060005322253
PSMD5	6.8684262994223
RSU1	6.34022024888153
RPL4	12.2057039239981
MAD2L1	8.38856680231964
RBPMS	4.13152604888712
EIF4A3	9.45091307737486
E4F1	6.09872928528609
DLEC1	3.38440052442594
PRPF3	6.2199076394982
EMR1	3.21665099233662
CHMP2B	7.24694408930122
CAMSAP1	4.57016689592981
RPS21	10.7846646961331
XCR1	3.37568126870743
ARID5A	5.21606301047585
RBM6	6.45889318120619
UBE2N	9.0139029451589
KLF4	4.73038949116187
MGC4172	4.58362523197681
LMO4	7.33660448630771
KLKB1	3.33126044358419
HDAC3	7.86005430333004
HP	6.06965200548983
SCHIP1	6.80724622492757
BTK	4.43114164169118
KRCC1	8.31253678515095
PRND	2.89782598037119
C6orf27	3.55630315112345
PIGL	4.08239304061978
CLCA1	3.56598166387813
C1orf112	5.38056952800534
OLFML2A	4.77513049398952
HUS1	5.17820558453193
SFRS6	7.60604402289578
CXCR7	6.94654473033839
UIMC1	7.46080994817391
FXYD2	3.58864979353879
GOT2	8.37853472166177
ZNF667	4.07032325228175
TFEC	3.4146660119246
ATP7B	4.70145929427688
RAB38	5.88584976352851
POLD2	7.19962891563848
PPM1H	6.51467745933993
DCX	3.23371782123472
NFYC	6.35118970559408
ZNF228	4.22195905825084
KIN	5.37671415842217
PLSCR4	4.23385383756076
HIST1H4I	4.24070152770193
PPARGC1A	3.27306365990180
HIG2	7.8851931799842
KCNK10	4.01304693700495
EXOC1	8.22253741999326
OR6A2	3.81824815345982
ETFA	8.85014877214709
PDAP1	6.33688610711377
C19orf6	3.47509513753256
POLRMT	4.55905599498561
ZNF146	8.10220384305393
MIA2	3.12174360123674
LY6G6E	3.13880019036646
EIF4E2	8.69190631080165
NENF	4.98647503073138
HOXB5	5.74977778989302
ZNF324	4.27976783906246
CUGBP1	4.38273034838662
ENTPD7	4.85064745550471
TTC13	6.75966716521437
GJB5	3.1864086839447
PRSS22	4.53976938673166
CYP3A5	3.58545039032282
MBOAT5	5.04157911450032
CUL4B	5.72859856878557
CENPJ	3.49522520997178
KIAA0664	6.06653613236565
PITX1	3.34303345815027
PDGFRB	5.20648738318958
RDX	5.18361342431215
CELSR3	4.15308408087302
JUND	6.36195595151921
ITSN1	5.40606353926760
CHRNB1	3.8763105643323
EHBP1L1	3.55827729541889
C19orf2	8.46132631068562
FETUB	3.01585126338204
CAMK2B	3.29563120600046
DCTN1	7.63158140853789
TNKS2	7.08597079829457
MRTO4	8.5212510522205
C1QBP	6.95319646740925
TTC3	8.61530690047429
NDUFB8	8.80026353175394
CADPS2	4.6759263532654
EDG2	4.14467551148827
MYF5	3.12452586678769
SEMA3G	3.6118258539192
IL23A	4.31372241900377
GJA9	3.91718685134206
R3HDM2	7.76259290947474
C5	4.91158344701356
SLC2A10	6.27277399738642
TRIM45	4.48888981331012
TSP50	3.91672896078467
PAQR3	6.28985482440337
ANKRD26	3.37032330217037
TCP1	9.46812756775118
TMED7	7.08977696337644
CMA1	3.05505748017368
PTCRA	4.24780947420601
HCRTR1	3.35411699048451
FST	3.85001348362543
PAWR	3.77539557706527
LDLR	4.19002297080814
ASTN2	3.68259731685543
SCRN1	7.70877185119868
GPATCH8	6.8017577873288
KIF4A	7.96677826055675
TANC2	3.8744161462872
ZMYM5	3.73073256835465
PGM1	9.4167423874299
ZNF586	6.10902095752908
POLR3G	4.15188319935742
CPD	6.46453166643186
SNCAIP	5.09298500182691
DCT	3.42945731325477
HLA-DOA	3.44139461525916
TANK	6.00233432280904
RCAN1	4.62540708340379
UPK1B	6.48693430259267
DNAJB4	4.54946401535189
UGT1A8	3.17152561564899
LIMD2	3.79563691590563
HIST1H4L	3.47260284340899
PECR	4.7737397685533
HSPA2	6.36057599626747
SERP1	9.5739558096226
TACR2	3.15777388552533
NUP85	7.69929857217104
CD177	3.53883342022593
GPR135	3.15570008988266
PIGG	8.18235585719423
LGR5	8.16964231070674
JAK2	3.25891849882694
DPYSL4	3.3044869668231
TM9SF4	6.45785164035987
PTHR1	3.24609979180747
SIRPG	3.04453620130103
ZNF264	5.41309020197988
BICD1	6.08548866803956
RAB5A	7.55204730144495
FLJ13224	3.11295374609590
METTL5	9.43165393984765
HERC6	4.9268711795722
CASP1	4.61703267318259
USP9Y	2.88013176049051
LRP1B	2.70194127106636
XAF1	4.60106084644793
PLA2G4C	3.6133004987105
APOA2	3.22392554427039
SPAG6	3.06678590616835
KALRN	3.32274925029029
SECTM1	4.90493582416164
THOC7	8.87236771132381
IFNAR1	3.91378550277245
TCTA	4.74335975220219
NY-REN-7	3.11818068431062
TALDO1	9.24105401814081
B2M	11.0439976500876
LPPR4	3.23707513601565
SQLE	6.15215360480965
SEPHS1	10.2155526990739
EIF5A	6.55463838183085
FAM49A	4.89194395463117
YTHDC2	4.45923197987173
EHD2	4.14526952075217
NCF1	3.58074897012413
SPG7	5.84753244042138
ZNF614	3.51418887801289
HOXA5	3.33541448104908
NUP133	8.10836572550712
FGF12	4.18576560497341
SLMO2	8.58297576566109
INPP5B	4.709938125524
PPID	8.54788626932858
SNTA1	4.28165897562378
IL20RA	3.85735118767872
UBE2J1	5.97824715720808
CACNG2	2.94989669017628
GCM1	3.23430523210432
ELF1	5.3381358508968
TLR5	4.70566908531479
TCFL5	7.55874019884686
C1orf107	6.53935964327663
C19orf22	6.88689058024395
SAFB2	6.33810061375511
MAP3K7IP1	3.68323837506131
NCK2	8.18333310042846
OXA1L	8.35427184961533
KIAA0652	6.48021899298105
KLRG1	5.2833951705721
FRAG1	6.65179547753884
ZSCAN12	3.08350773192875
PSMD12	7.48125116900264
E2F4	5.57514531086074
CLEC4M	3.63674298123532
KIAA0999	4.5522211311052
CLDN10	6.58871875243901
MGC13053	4.20638826295825
TAC1	2.78158263584785
GYPA	3.3611570852385
HPCAL4	3.25539731654404
TRAIP	4.81636651973999
MEX3D	5.10529374969519
KIAA0232	7.73713808245328
ERCC8	3.8172484476543
NFAT5	5.25592080669243
GPX4	9.22496936687615
CSPG4LYP1	3.3495617359017
KIAA0368	6.21350460344068
FBXO3	5.59776978713172
DVL1	6.69239702333292
CMKLR1	3.42399991016764
GPR157	3.64962107212769
TYMS	9.80006510916439
OR52A1	3.10130296213060
PEF1	7.91163592469891
ZNF750	3.37227352190818
ALG9	4.90338918608141
MCM5	5.5608422976347
SDK2	3.62654924595419
BAIAP3	3.99595515053359
RABGGTB	7.09112300300695
KCNK7	3.31924721655600
PTP4A3	5.31404990576304
ANKRD40	4.56196774997138
CALCOCO2	6.93005068710629
TMSL8	8.49589259007698
SNCA	4.51001547500967
ZNF551	4.38810757187149
HBQ1	3.38710542963476
ARHGAP26	4.15496331544651
GEMIN6	8.3959042201909
HRAS	6.17262268174276
KLRC4	2.85959317266321
BSDC1	5.96334785672488
DSC1	5.10971733365034
RNF43	5.02785791969907
NDUFAF1	5.70606542699483
MAP2K4	5.83703885410487
FOLR2	4.83484742927663
LYZL6	3.57626935404157
EPB41L3	3.35213073717932
TEKT2	4.04353132151509
CDKN2B	3.5318579503944
WSB1	6.35634973937744
ZNF480	3.40556297516819
MAP3K6	4.33671125811242
PROS1	5.26644471483695
PSMB8	7.82101699589303
HN1	8.40698437789974
MAS1	3.14456613984002
APOL1	4.42173381554518
CSHL1	3.21663648811423
ZBTB7C	2.90628463081538
AHCTF1	6.2185109121
SAE2	10.2725399474518
ITGA2	3.36281242080296
AP2S1	9.53512619736868
P15RS	7.86549192490495
MME	3.53373869689061
VAT1	6.27244184588872
MAST4	6.71524952070539
TUFM	10.4801281261292
KRT33B	3.32283051512989
THEG	3.57818942832643
KCTD2	5.66839811093305
WDR26	8.5359294707214
MFI2	3.26467481795963
KRT34	3.08975692401949
NR4A3	3.34104640400483
SGSM3	4.0646738647033
ARSA	3.44024479142282
TOMM22	6.47559342643075
SOCS3	3.58699001201787
UNKL	4.76201273786446
POP4	8.80999092283945
BHLHB3	8.37958487195054
MALL	4.55408396864923
SOX15	4.0053579608245
CCNA2	7.04242070255661
PARK2	3.22615785425601
GPR124	4.39271021043696
TMEM132A	5.56464272369651
CGRRF1	6.16108558601388
RUVBL2	9.36670987150826
MCAT	5.89585083853518
WNT10B	3.78844373786170
ISCA1	6.40710046279018
RPAP1	4.80210876913946
C12orf48	5.4558814095232
RAI16	4.81348803573308
RPL27	9.61047857202517
EPN1	3.93399305386985
MAGI1	3.15603476478444
GBX2	3.24920968065148
SLC35A1	7.26872359585754
GAL	3.77904962018731
SLC14A2	3.61660492875076
RDH11	7.07839238924396
ZNF518	4.19050561902315
PCYT1B	3.360793513532
AUH	6.75860812489244
EIF3H	11.3582121327179
KIF1B	7.77918541594125
MBD2	4.49957902134298
AMOTL2	7.88968869558308
C6orf120	7.1670591425682
PIGT	8.23683857861941
PSRC1	7.24499496440502
PLA2G10	4.20863133330043
ALAS1	7.66529394941913
FOXO1	5.79663120997913
C17orf62	7.07512378414876
KIF5C	6.50287634676716
DUSP10	3.87602834528703
CRLF3	7.49102098014185
CLCNKB	3.56897849816967
PSMA5	9.14598856838454
FARS2	5.59189460676017
CCDC28A	6.5163340084897
AMPD3	4.57037133374869
PIAS1	6.85056276397994
ADCYAP1R1	3.37543642042816
TMEM134	6.68677599371331
CDH20	2.99461127718455
FBXO7	7.95124113147285
FLJ14213	3.75872603772697
ZNF3	6.92217042529786
LRRFIP1	6.78601271917844
TMEM49	8.3585827939249
CNOT2	10.4394060775386
CBX2	2.87865912278164
ZC3H14	6.41314535276139
ALDH5A1	6.16159307964652
HNT	3.35945225990467
SERPINA4	3.16218108760899
FLJ20920	6.82728076870554
CRTAP	5.48065228872932
DDX50	9.50457764915702
STYXL1	6.88830829509058
TK2	4.61659595530179
BLVRB	5.94956278837175
STMN1	8.22929396307642
GUCA2A	3.38458220373557
DPP6	2.9212449440997
GALNT10	4.98020967129703
STK39	7.12032173692108
MMP24	4.27840961308419
CKS2	9.78418621385763
RHO	3.76041286380073
BANF1	9.54365774925394
CR1	3.08952548159758
RPS6KA2	5.24196991591659
HMBS	6.74091437586513
C20orf112	3.71988854901636
SLC25A24	7.27764922509891
MRPL22	8.56341182528308
SLC25A15	6.81990444590064
GADD45B	4.75961028010149
TDP1	6.10449221973444
ZNF287	3.73545510560241
DAAM2	4.41064478805824
C11orf57	5.75862530417239
RFK	6.78011089183025
ZFYVE9	4.39255758884378
TCTN3	7.32836293471942
STCH	6.70956514230338
LOC283871	3.66281927269409
NDUFB3	7.99877057427534
DEFB4	4.11060501270552
FPR1	4.4361643022361
FMNL1	3.93377888744317
SEPT7	9.62937229647365
