Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_G04_297910
Composite Element REF	Signal
AACS	6.90849377523935
FSTL1	7.65602392219107
ELMO2	5.67561230656953
CREB3L1	3.508971171796
RPS11	10.3501837055041
PNMA1	8.0459126042644
MMP2	5.38799743995087
SAMD4A	3.98860737646792
SMARCD3	6.75061243758598
A4GNT	3.86225775318011
C9orf39	3.31939084079867
PKNOX2	3.85470538650321
RALYL	3.42642728914921
ZHX3	4.44733160099713
ERCC5	5.65652579033408
RXFP3	3.18306317474904
APBB2	3.86294272800245
BBOX1	6.80281698335357
PRO0478	2.96378519382245
GCSH	9.50776367542957
XDH	3.63526377072857
EDN1	3.91237233083566
MTERF	6.39372836620676
PDCL3	6.99410910638442
CLK4	5.28048151829904
KCNG1	4.624155562037
CXCR4	6.94205858699935
DECR1	7.06615539455859
SALL1	3.32349792364839
PTPRR	3.3959021288449
CADM4	3.76509525363817
IRAK1	8.63474459194877
CFHR5	3.35615089911775
HNRPD	7.46462065444102
TMSB10	12.0284204031411
CXCL3	4.83173440736072
LMAN1	4.01856780666372
SUHW1	3.83143579274652
CHD8	5.82892266317116
SUMO1	6.89694570262353
GP1BA	3.37273330345332
OR7A10	3.31144178689762
DDB1	7.87700800445127
CHRNA10	4.04096473594179
STYK1	3.75478986367169
MYO9B	4.79144789660458
CCNI	9.7111445341352
MMP7	4.71798803341297
EP300	6.142002790042
CRNKL1	7.41056288798747
C9orf45	3.30272077159061
XAB2	5.0834916631112
RTN1	4.08220638976456
HIC2	4.48037112358131
TBX10	3.42630379023614
CENPQ	4.54127425117985
UTY	3.33926284930488
OR2W1	2.92757498708773
ATP5G2	10.6119175710602
ZEB1	3.42981790478566
ZG16	3.41934018804213
ERG	3.6098711744863
PARN	7.47817946162277
SOD2	4.96260534123290
JOSD3	8.14549436853271
ADAM5P	3.40545611547151
CHD9	5.65869058431794
hCG_40738	4.22053627206750
STK16	4.35861565650062
PDE1C	3.78173640015818
SEMA4D	5.31932344118317
AGPAT1	6.96475411235052
TOB2	5.6548525448388
BANK1	3.04484133000802
MAP3K3	4.88942913550945
MAX	5.03705741516423
GRM2	3.49045013664931
OSBPL8	7.12725553906067
PROSC	5.94167451570793
NR4A2	6.1315550930397
RICS	5.45961484669856
PIR	3.67069633254749
PPCS	8.7823500936408
IPO9	6.99814233779455
LONP1	8.92910098459264
EVC	4.7138597008061
CXCL13	3.95296265638373
SCYL3	5.98590220226469
KIAA1199	4.63517596201951
SORL1	7.5975152070989
NAT10	7.41003903159967
CHD1	5.26636407158559
SYN3	3.64310113973483
DMC1	3.62132115692329
SLC22A2	3.68065140126092
SERPINF1	4.99087218521072
C20orf27	7.13070314996685
OR7A17	2.89871623733309
RPS6KA5	4.89425546991841
LHB	3.5692694592969
TAOK3	5.177239462401
STK25	5.82820458241904
SLC12A4	3.69271967431994
BRCA1	4.12595730736758
GBL	6.11489738708863
C14orf108	7.17363764437699
CDC25B	7.77921858624568
BMP3	3.12776893263344
MAP1LC3C	3.64098339500916
TMEM180	4.24121728138864
CRYGC	4.33029830873086
SLK	6.1828142591233
POU3F1	3.06010052986685
C20orf32	3.78028353886974
USP52	7.55995653903896
HIGD1B	4.40752645969293
BAZ1B	6.80264198363798
USP6NL	5.15195332080733
SLCO2B1	3.922031286971
ABCD4	4.5312147411278
DIMT1L	5.69268892342855
SLC25A46	5.95563607402974
LARP7	6.96183878018783
TEK	3.70889738035239
CD160	3.55379063139704
TERF2IP	8.25609146894053
PHF20	6.37524509964847
COL1A1	6.09443340704491
KIAA0090	7.03521005172844
GTPBP1	4.52654043043387
GRK5	4.17624240427899
AP1S2	4.08510268566323
RAB33B	4.0186326624566
CA11	4.34888710386874
ALDOC	5.93176332000932
NUDT1	6.82556684312274
ZNF212	5.64238480918465
ACBD3	6.36840268328757
ZNF83	6.90539196327482
PRDM2	4.95522171699638
GDPD5	4.522500597293
PDCD4	5.87222622252546
CEP350	5.85494483513761
FOXP3	3.32256759100840
SMYD3	8.03432377282762
CST7	3.52527095944231
SELL	3.55423752519103
CIAO1	6.09365047857316
LGI2	3.97207888936779
WDR45	6.90023149229037
ANKRD6	7.1337831551679
LTBP4	5.08861211773263
PSCD3	3.77386359265184
PYY	3.37151185657829
KCNC1	3.21162722388336
SIRT6	4.07455129375521
CCL19	3.91227884993161
ARHGEF9	4.67643275354429
ABR	4.15865359954693
C10orf22	6.30457622942102
STK17A	4.99450450390539
FOXE1	3.51919014992047
GML	3.23347866466416
CNGA3	2.96582197176002
CD38	3.38845907038885
ZDHHC6	7.71890156302502
NEFH	5.89382532204522
PGBD5	4.29839992135157
CTDSP2	6.90135977713916
RMND5B	5.26877198892932
ZNF257	3.8244592543784
DUSP4	3.74448783587195
FLJ22167	6.5637715130312
EXOSC7	7.29420298746557
ROR2	3.64585244842841
FOXM1	5.20381292480199
ZBTB48	4.91231741268074
BUD31	8.15775553959713
MAOA	3.9831016382909
CCDC41	4.99600309514899
TNNT3	3.65178989482116
FBXO11	5.375384316867
GYPC	5.36654180165939
PLIN	3.48544129820929
RFXAP	3.51361134887775
C6orf15	3.43681077544377
RNF4	10.09761954682
F8A1	8.31885348600503
PPP1R3D	4.28137966591859
GRB2	7.11417935544567
TPM3	3.22992174607891
SYT13	3.77392243303531
EPB42	3.55940836755202
RP5-1077B9.4	5.79293314102117
EIF1	10.3895490252336
CETN3	6.72219518370231
FPGT	4.86943419626914
PRY	3.581597694929
NTHL1	5.20942272450263
POLR2B	8.4138446935921
RPS28	12.4657016571076
GDF10	3.11803774991194
COQ9	7.90507515152585
P2RX3	3.03597920730182
GCC2	7.10564543790341
RARRES3	4.10568028233962
PLXNA1	6.204817677512
WBP4	4.81451430836437
KIAA0100	5.71837703361102
PMF1	7.35145771006795
HS2ST1	5.84930525396681
CRELD2	7.27195835975904
C8G	3.30286814170201
CD82	5.5754459954136
PMM1	4.92217178666333
CBLL1	4.44837899711742
LIM2	3.59728274993298
VAX2	4.11786500541001
SETDB1	6.1175942779237
LRAP	3.52132786242212
GCLM	5.74298133599318
CPEB3	3.12975544963262
PPM1A	5.30489995147624
INTS1	4.73520696322254
MMP16	3.46246158319538
CAMTA1	4.95975896435866
SAMSN1	4.030660233248
DRD3	2.8073425392536
GMPPA	5.07713223459306
C11orf73	5.08170252306944
AIPL1	3.97572956530439
PTP4A2	9.45691259535921
IL24	3.32904969490832
BDKRB1	3.12865595970520
HPCA	3.71821207939118
MLF1	6.71764640871778
SEC14L1	6.0940913812793
CHFR	6.28892632485042
EMILIN1	3.4653527899488
THADA	6.86852219434597
TAF12	5.61688195652671
NDUFS4	7.75032016645128
ID1	6.2818931069881
PIK3CB	3.48988653761745
COL18A1	8.68556538659462
PDZD3	3.35220308844288
TBC1D17	4.69573327196438
COX8A	9.80678156539656
CDCA4	7.54520889174632
C2orf44	4.49058797246483
C9orf16	8.35857568477942
ERBB2IP	7.27321750611961
EMX2	9.99218530730815
FUS	6.35251858915714
NIPSNAP3B	3.67629059194364
TF	3.67087642413137
CXorf56	5.0979682897955
CLCN4	3.85887929510302
PWP2	6.26062526895145
MMP15	4.75829774444239
MTMR14	5.69479336750097
NPR1	7.4126433641715
DNAL4	6.48536451896724
ELAC2	4.74363597548445
ASS1	10.7774577023304
IPP	5.21440969317083
TMEM59	9.472513230868
POLR2J	9.57830266021535
SEC23IP	5.2011870558367
RGS4	3.70783608866879
UQCRC1	9.6398466470157
SNX6	7.84079962512921
DDX18	7.06353941862468
POLG	4.34239958057072
ADAM23	3.94646753803352
ZNHIT2	4.8351647150839
TFR2	3.5478883868442
NCDN	4.21921476343194
RAG1	3.33762925124169
POMT1	5.42865050811267
CYP1A1	3.71658986144804
SNAPC1	5.75002671123909
GNA11	4.91646064426767
CCDC52	2.73279366651463
CAPN1	6.89269159016443
DDHD2	7.92658085618248
UPF3A	6.50457970997788
LAGE3	6.30826041727782
GNRHR	3.11545345715959
UNC13B	5.42313373911384
TTLL4	4.73112881943318
PPBP	4.09909542252239
HTR3A	3.40942939499247
SDC2	6.67270501935101
ANKRD49	7.951916794435
BTF3	9.88089945628359
COX7A2	9.83989633491931
SARS	9.09643849818922
C13orf18	3.54599868014011
CACNB1	3.87030592089774
QKI	5.51697427001353
SETMAR	5.70243936307066
LAMB4	3.45746079032278
MAN2B1	7.17935180604971
EML3	5.89613918714181
ACADL	3.31209370466818
OFD1	7.01742641096706
CGA	3.43012505155288
EIF3EIP	10.7134343439637
PEX16	5.1105658267702
GNG12	6.62326050642826
HABP4	5.14482532007556
CNTN2	3.61375327544467
ASNSD1	7.14220523931357
FUT4	3.92445054442423
DBH	3.52429049995227
CD53	4.68677193368865
HIST1H2BJ	4.27136100574707
TFAP2B	3.06778834321215
ACF	3.50014735922290
TMEM11	5.42056589559047
CDH8	3.11969457070838
C3orf32	3.86206341913975
AGPS	4.58245396057692
C4orf18	3.27647132912544
PCCB	6.93199148748235
IPO13	5.19130595866887
PECI	8.33849402365602
UNG	8.65049861218315
C6orf105	3.77593232662182
GSTP1	8.46006512615087
SUV420H1	6.98218875966875
ARHGAP15	3.43978371761843
LTBR	7.24733142517176
TDRKH	4.30891807770284
PSG4	3.55585794975025
SLC9A3R1	6.24179481142816
NBPF3	10.0363445132202
SLC9A3	3.66018243966535
OSBP	6.26801850029008
PRR5	5.20543919605237
CHMP7	6.21248376872923
ADRA1A	3.23915855074473
ASAH1	7.30576953386722
FKBP4	6.87710005334766
ZNF350	4.66743762325099
DOM3Z	5.98951490467064
GIPR	3.6016422698097
AHI1	4.67548363211333
BST1	4.7144661627233
NCR2	3.42997391185587
NADSYN1	4.81462793507261
UBE2W	5.23203220259789
RGS14	4.03197978921396
KRT15	4.38959891308328
SCN11A	3.6242200551327
GFI1	3.5997316142814
FHL1	6.18266031293438
SMC6	7.39702239463506
GATA1	3.6993400919096
OSGEP	5.06515445206224
ARMC6	4.81063095796013
HK3	3.72813071236886
PSMD5	7.45132205701403
RSU1	6.25144715924843
RPL4	11.9173980313721
MAD2L1	6.58683406265026
RBPMS	4.43623039889329
EIF4A3	10.7755589436626
E4F1	5.3099428525707
DLEC1	3.69553873469993
PRPF3	5.61715097024216
EMR1	3.04927291967385
CHMP2B	6.46862429148572
CAMSAP1	4.62474102684465
RPS21	10.5211163548798
XCR1	3.47834069582977
ARID5A	4.24935929149429
RBM6	6.08534651014739
UBE2N	7.67041302362424
KLF4	5.04094166657984
MGC4172	4.3260615837922
LMO4	7.2823700232583
KLKB1	3.1820895383474
HDAC3	6.13354800865232
HP	4.57439811835572
SCHIP1	5.81394359484764
BTK	3.81024183161367
KRCC1	8.47414261518964
PRND	3.03448263459088
C6orf27	3.55903790132514
PIGL	4.06787268226873
CLCA1	3.64065183030642
C1orf112	5.14391860808723
OLFML2A	9.13020447100243
HUS1	4.39320019347041
SFRS6	6.62864588916408
CXCR7	4.69165311876404
UIMC1	5.96526757276818
FXYD2	3.61968445848434
GOT2	7.8281009323501
ZNF667	4.04140699455116
TFEC	3.26459035344239
ATP7B	4.18140798084556
RAB38	4.04385835125781
POLD2	7.84422140390931
PPM1H	5.34365377549353
DCX	3.25732021707977
NFYC	5.89032746376682
ZNF228	4.36016337342259
KIN	6.13247698024291
PLSCR4	6.87606854519614
HIST1H4I	4.16708518249912
PPARGC1A	3.21386024212715
HIG2	8.89859419168233
KCNK10	4.08889286607233
EXOC1	7.79403840957116
OR6A2	3.66011333075444
ETFA	6.65183181940817
PDAP1	5.03226353546795
C19orf6	3.34650981058212
POLRMT	4.46534070699699
ZNF146	8.0236127476313
MIA2	3.22240003769088
LY6G6E	3.41801316790901
EIF4E2	8.20306282260077
NENF	5.06612697480807
HOXB5	3.78396219526865
ZNF324	5.13630089517448
CUGBP1	4.26585322628658
ENTPD7	4.86881718669904
TTC13	5.70193809930143
GJB5	3.31107655650515
PRSS22	4.15598614294709
CYP3A5	3.39125762047990
MBOAT5	4.87782041636356
CUL4B	4.78628658040269
CENPJ	3.60866283008092
KIAA0664	6.01300552086433
PITX1	3.36163635100719
PDGFRB	5.23647396202065
RDX	6.07029425930144
CELSR3	4.87437711989951
JUND	6.86824768048915
ITSN1	5.62444319238861
CHRNB1	4.90757643695973
EHBP1L1	3.63192582953844
C19orf2	7.70333500968427
FETUB	3.10543923112365
CAMK2B	3.87974000163986
DCTN1	6.56325074547103
TNKS2	7.23849016775385
MRTO4	7.5834787889645
C1QBP	6.25372574599542
TTC3	8.13458456006277
NDUFB8	8.88177417627644
CADPS2	4.51016775640524
EDG2	4.70188037196131
MYF5	3.05738413016865
SEMA3G	4.10892352097057
IL23A	3.63076748020359
GJA9	3.48354051727433
R3HDM2	8.00248816193077
C5	4.73673646068383
SLC2A10	6.3947867481474
TRIM45	5.64756975369174
TSP50	4.24097048773072
PAQR3	4.46406445164822
ANKRD26	3.82352409791961
TCP1	8.13356164819729
TMED7	5.5094592275535
CMA1	2.83401440277675
PTCRA	4.13599557380279
HCRTR1	3.34717365743583
FST	5.58081888262457
PAWR	4.27092248480861
LDLR	4.90550902827348
ASTN2	5.26320858508043
SCRN1	6.01885997427236
GPATCH8	6.02306040345813
KIF4A	5.9662522217145
TANC2	3.21946397717668
ZMYM5	3.55323729872759
PGM1	7.76883691600828
ZNF586	4.76192328834824
POLR3G	4.15643185895387
CPD	5.95882154610741
SNCAIP	6.71021850923588
DCT	3.60807949082183
HLA-DOA	3.25353951161797
TANK	5.13512886657355
RCAN1	4.22362378285347
UPK1B	3.5536274191555
DNAJB4	5.02927189097158
UGT1A8	3.13160407428598
LIMD2	3.69466352354357
HIST1H4L	3.57074144886256
PECR	4.11826941694575
HSPA2	6.68261521121455
SERP1	8.87573932275556
TACR2	3.38409495120521
NUP85	8.30689442542064
CD177	3.50740366120965
GPR135	3.22812464925663
PIGG	7.94234822908298
LGR5	5.9564389067889
JAK2	3.34410488340007
DPYSL4	3.18233236490766
TM9SF4	6.88317044414721
PTHR1	3.41328147704804
SIRPG	2.79904224196205
ZNF264	5.78669238981909
BICD1	5.62646369031914
RAB5A	7.08799139885066
FLJ13224	3.25584072529476
METTL5	9.30186915996772
HERC6	3.56656589841539
CASP1	3.83417155434419
USP9Y	2.95446950392494
LRP1B	3.01917601228928
XAF1	4.90980896213593
PLA2G4C	4.00628737998648
APOA2	3.1473470174724
SPAG6	3.69314352293726
KALRN	3.53625219657505
SECTM1	4.43954989169475
THOC7	8.0313424602479
IFNAR1	4.35547961084123
TCTA	4.93349085143908
NY-REN-7	3.28393289781181
TALDO1	9.54478571816263
B2M	9.7701188260667
LPPR4	3.62365391264273
SQLE	7.49942014345488
SEPHS1	7.68816438612683
EIF5A	6.3154663600125
FAM49A	4.16204798051773
YTHDC2	3.91050403127512
EHD2	5.53562494393737
NCF1	3.48572724957961
SPG7	6.89076468474939
ZNF614	3.73669249426611
HOXA5	3.37301645915719
NUP133	8.469636600989
FGF12	3.66731558157058
SLMO2	6.52836551636943
INPP5B	4.52269394530486
PPID	5.75603013542759
SNTA1	4.60546414507098
IL20RA	3.75354607649925
UBE2J1	4.79260692548762
CACNG2	2.96156618387732
GCM1	3.32317834841311
ELF1	5.40292526651565
TLR5	3.64630083887484
TCFL5	6.37873698230072
C1orf107	6.27621373584523
C19orf22	6.46150692521709
SAFB2	7.02466760430778
MAP3K7IP1	3.92813538180182
NCK2	8.5822561673376
OXA1L	8.06386243835272
KIAA0652	5.63386783220421
KLRG1	3.50539144441337
FRAG1	7.35941204324145
ZSCAN12	3.1160102651501
PSMD12	6.03308183164329
E2F4	5.52888877643291
CLEC4M	3.58667053816021
KIAA0999	4.67078891993087
CLDN10	4.60436194959992
MGC13053	4.13618838292548
TAC1	2.7425633496865
GYPA	3.58236310770010
HPCAL4	3.30012168522
TRAIP	4.92383840481136
MEX3D	4.39099861411148
KIAA0232	8.43705444620445
ERCC8	4.79307091167138
NFAT5	4.80207404961816
GPX4	9.7566165855769
CSPG4LYP1	3.19803865669336
KIAA0368	5.55592053890461
FBXO3	4.71082860492486
DVL1	6.904024215931
CMKLR1	3.41981452604638
GPR157	3.50411291949020
TYMS	8.33797231063537
OR52A1	3.0037678589035
PEF1	6.67661804839347
ZNF750	2.83317423426408
ALG9	5.68701487399798
MCM5	6.11965135694059
SDK2	3.29269613442592
BAIAP3	3.93022993899821
RABGGTB	6.43446152406997
KCNK7	3.36729889512358
PTP4A3	6.19573504648518
ANKRD40	3.80835050542180
CALCOCO2	6.67712366818223
TMSL8	8.35848876258323
SNCA	4.92096920043239
ZNF551	3.96015787667852
HBQ1	3.34300389966186
