Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E03_586140
Composite Element REF	Signal
AACS	6.68404464971561
FSTL1	7.63226617389757
ELMO2	5.65662856501011
CREB3L1	3.71141113422568
RPS11	10.0933850017620
PNMA1	6.98991390120836
MMP2	7.55025335754203
SAMD4A	3.82215796793475
SMARCD3	8.64143627793273
A4GNT	3.60979893676732
C9orf39	3.18381299504949
PKNOX2	4.09650798894665
RALYL	3.35042909987841
ZHX3	4.66361619119551
ERCC5	6.54020905411163
RXFP3	3.16961570526540
APBB2	3.82424383159216
BBOX1	5.66127761874455
PRO0478	2.82215475793609
GCSH	8.15254093771065
XDH	5.63472686923894
EDN1	3.74665024149394
MTERF	7.0213785472315
PDCL3	8.29420172516315
CLK4	6.11135173144034
KCNG1	3.72834965940874
CXCR4	7.36744621344376
DECR1	8.01698234753365
SALL1	3.61210245059125
PTPRR	3.26324598630633
CADM4	3.32962049094539
IRAK1	8.43131650923359
CFHR5	3.41851805288762
HNRPD	8.14590463319145
TMSB10	12.4896462401093
CXCL3	3.89352410517525
LMAN1	4.06802264265475
SUHW1	3.47031778305564
CHD8	5.36437848961971
SUMO1	8.11522260771323
GP1BA	3.30872467111732
OR7A10	3.72022943446909
DDB1	7.2450882749517
CHRNA10	3.71957390238845
STYK1	3.48258457110639
MYO9B	4.14412156687647
CCNI	9.58219942025262
MMP7	7.90943241423138
EP300	5.81604331386804
CRNKL1	6.84471524502962
C9orf45	3.1446448633704
XAB2	4.18965416819766
RTN1	3.99971921099952
HIC2	3.86781922522337
TBX10	3.51882109287753
CENPQ	6.13436160922621
UTY	3.1687473952607
OR2W1	2.82344333865376
ATP5G2	11.0353208192964
ZEB1	3.46317310783456
ZG16	3.51118259536427
ERG	4.20966828145211
PARN	7.22552078202665
SOD2	8.024851199431
JOSD3	7.29791806336376
ADAM5P	3.28590689525074
CHD9	5.52440995513035
hCG_40738	3.89187676057252
STK16	5.55664801171462
PDE1C	3.65821191866815
SEMA4D	5.05155248924865
AGPAT1	6.24781439873536
TOB2	5.64335286699108
BANK1	4.73794068137413
MAP3K3	5.08132137831921
MAX	5.13492918084061
GRM2	3.98740020912536
OSBPL8	7.62863676782513
PROSC	5.64046891869414
NR4A2	5.65678325873304
RICS	4.07991636838023
PIR	6.42794066774944
PPCS	9.14896541860143
IPO9	6.48819221130335
LONP1	6.88270703714876
EVC	4.04626124675788
CXCL13	5.46887942365274
SCYL3	6.13190106597372
KIAA1199	4.70720165650069
SORL1	8.18726205178155
NAT10	6.94357677119629
CHD1	6.40402618684571
SYN3	3.73713777292149
DMC1	3.86275737613657
SLC22A2	4.18331265328131
SERPINF1	7.67853513050129
C20orf27	6.22716671159729
OR7A17	3.23892597809900
RPS6KA5	4.71067718233188
LHB	3.40113354930636
TAOK3	4.69464439660491
STK25	4.97407633447588
SLC12A4	3.69146782814155
BRCA1	4.63140511486632
GBL	6.36371128695871
C14orf108	7.55182101000323
CDC25B	6.58585561676119
BMP3	3.14577312490334
MAP1LC3C	3.45721427869117
TMEM180	3.72437760064772
CRYGC	3.58679707659002
SLK	5.91516354835132
POU3F1	3.34254783577295
C20orf32	3.77304098418251
USP52	5.76072025197896
HIGD1B	3.88882619294817
BAZ1B	5.85643455258451
USP6NL	5.79378446820808
SLCO2B1	4.21378327855212
ABCD4	4.44389862823599
DIMT1L	6.28046211950307
SLC25A46	7.60308455716094
LARP7	7.26671635219768
TEK	3.46194737497405
CD160	3.71442675306499
TERF2IP	7.60691176545254
