Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H04_516316
Composite Element REF	Signal
AACS	7.51849060169148
FSTL1	7.35491693954224
ELMO2	5.79705441144988
CREB3L1	3.91151771007686
RPS11	9.65513335588635
PNMA1	7.9970159407367
MMP2	5.87258733908749
SAMD4A	3.56075660282442
SMARCD3	5.25196500773952
A4GNT	3.69850247551033
C9orf39	3.04435492762811
PKNOX2	3.94558770019241
RALYL	3.23204362424846
ZHX3	4.21347211997539
ERCC5	6.07938126245185
RXFP3	3.00958159777465
APBB2	3.76279260000391
BBOX1	4.31673906954485
PRO0478	3.25738395790284
GCSH	7.93400007518165
XDH	3.51376529895047
EDN1	3.26347739378821
MTERF	6.56536755609494
PDCL3	8.04216984775151
CLK4	6.5138199846151
KCNG1	3.96182041444858
CXCR4	7.10382116372109
DECR1	6.98038332151086
SALL1	3.08902465016557
PTPRR	3.2179989523166
CADM4	3.40392818218390
IRAK1	8.11357256256024
CFHR5	3.13331078536742
HNRPD	8.47881022175455
TMSB10	11.5797933130051
CXCL3	3.42699639932354
LMAN1	3.68623911658781
SUHW1	3.39019428330667
CHD8	5.85907984220668
SUMO1	7.77023358348281
GP1BA	3.54938798356224
OR7A10	3.93916201305461
DDB1	7.63870127025238
CHRNA10	3.39820338893874
STYK1	3.2588198978176
MYO9B	4.23097779986761
CCNI	9.9603071751959
MMP7	6.26797808036074
EP300	6.28332550285222
CRNKL1	7.00010335787069
C9orf45	3.23943406292315
XAB2	3.93910371006375
RTN1	3.93117538135124
HIC2	3.78841705218413
TBX10	3.60623959857156
CENPQ	4.19009186583200
UTY	3.0776065717155
OR2W1	2.76763165287403
ATP5G2	10.6938172327280
ZEB1	3.45238013582098
ZG16	3.49295153254488
ERG	3.47160737315032
PARN	6.80724475067874
SOD2	5.74285380493976
JOSD3	7.0395591719931
ADAM5P	3.0614290433411
CHD9	5.63056364863116
hCG_40738	3.54948645982824
STK16	4.80430515099572
PDE1C	3.60295162618234
SEMA4D	4.870601489395
AGPAT1	5.96301996538209
TOB2	5.85995234795828
BANK1	4.12752886791715
MAP3K3	5.25619227259856
MAX	4.79082742515356
GRM2	4.10260145566035
OSBPL8	7.1169221532925
PROSC	5.11037258949988
NR4A2	6.7631606879719
RICS	5.01264124622522
PIR	5.87222875929938
PPCS	8.51432879918373
IPO9	6.21040083688547
LONP1	6.09021808193556
EVC	4.25792053534799
CXCL13	4.11782474821489
SCYL3	5.15792480661851
KIAA1199	5.01823787983658
SORL1	10.1236096177090
NAT10	7.98238506557189
CHD1	6.23509187390871
SYN3	3.45899540469443
DMC1	3.8153403915169
SLC22A2	3.44063425037454
SERPINF1	6.65556544254851
C20orf27	5.16441993344171
OR7A17	3.42414437100234
RPS6KA5	4.39310066480997
LHB	3.61455371753882
TAOK3	5.25019430957796
STK25	5.29019466512712
SLC12A4	3.53632738216011
BRCA1	4.37949709115793
GBL	4.67095528139494
C14orf108	7.84316342507724
CDC25B	7.4205477778711
BMP3	3.37559788974179
MAP1LC3C	3.31868705566698
TMEM180	3.30614848996584
CRYGC	3.63632126311014
SLK	6.01376752386886
POU3F1	3.45097372086495
C20orf32	3.88423332107380
USP52	5.96707864240635
HIGD1B	3.8292195720185
BAZ1B	6.79307220196831
USP6NL	5.45336785564306
SLCO2B1	4.4436907586568
ABCD4	4.41704640516732
DIMT1L	6.27883835135079
SLC25A46	8.03095383407688
LARP7	7.3508291421652
TEK	3.31488260752573
CD160	3.46251125905892
TERF2IP	7.56522075898982
PHF20	6.2562729104541
COL1A1	6.76586293286282
KIAA0090	5.65234433929607
GTPBP1	4.30502426928731
GRK5	3.65873013005622
AP1S2	4.26615772444627
RAB33B	3.835110344713
CA11	4.61701540436446
ALDOC	6.71880960911162
NUDT1	4.73264660197168
ZNF212	5.16828036885867
ACBD3	7.35065031026789
ZNF83	6.10035804360584
PRDM2	4.73202733823485
GDPD5	5.88598471107055
PDCD4	6.28008315347844
CEP350	5.92381438160027
FOXP3	3.41495369829841
SMYD3	6.32357955861468
CST7	4.54967986739087
SELL	3.15464337858086
CIAO1	6.09089500928195
LGI2	3.57400906943504
WDR45	7.58481493205981
ANKRD6	6.95138006038769
LTBP4	3.93966394918449
PSCD3	3.55010748101169
PYY	3.33331452333833
KCNC1	3.08703690887166
SIRT6	3.90451050316968
CCL19	3.77024235630159
ARHGEF9	3.93154765009442
ABR	4.40139699289762
C10orf22	6.34314504276498
STK17A	4.58295831396421
FOXE1	3.57190444670443
GML	3.11892127602355
CNGA3	2.91031425892783
CD38	3.79471609512563
ZDHHC6	6.85607193497779
NEFH	7.446570195021
PGBD5	4.56619645274292
CTDSP2	7.32189644973254
RMND5B	5.72331170189556
ZNF257	3.82478941623245
DUSP4	3.72544468879192
FLJ22167	5.97601357557389
EXOSC7	6.10520069783662
ROR2	4.01797972698121
FOXM1	5.54147348929972
ZBTB48	4.84300437368247
BUD31	7.58937981295642
MAOA	6.21609336283722
CCDC41	5.45437096606897
TNNT3	3.76620657671067
FBXO11	4.77032282173698
GYPC	5.56299267767977
PLIN	3.54553885742866
RFXAP	3.86245064214555
C6orf15	3.75779355159454
RNF4	8.36845037690114
F8A1	7.10507821837249
PPP1R3D	4.93215905175041
GRB2	7.13651431572101
TPM3	3.03032649277976
SYT13	3.51315566640291
EPB42	3.45764539594195
RP5-1077B9.4	5.06351868233582
EIF1	10.6021835797874
CETN3	6.57027114546294
FPGT	5.065205082804
PRY	3.48666773782343
NTHL1	4.44646696109197
POLR2B	9.21515910585692
RPS28	11.0622258611053
GDF10	3.10493957698119
COQ9	7.27543599089585
P2RX3	3.0016631451208
GCC2	6.91544614824864
RARRES3	7.82579118911588
PLXNA1	6.0042564767249
WBP4	4.67775920676776
KIAA0100	6.89178249825305
PMF1	7.12715932631778
HS2ST1	5.2084464789107
CRELD2	6.03045262274842
C8G	3.11176975064011
CD82	5.64590652643098
PMM1	5.8671968102989
CBLL1	4.45448254708585
LIM2	3.35467472837497
VAX2	3.92224112384612
SETDB1	5.07340857310332
LRAP	4.59380859752174
GCLM	7.36616957730173
CPEB3	3.77794644500866
PPM1A	5.49568817596443
INTS1	4.22268761163958
MMP16	3.11645501747113
CAMTA1	4.20652240901131
SAMSN1	5.35720309772107
DRD3	2.83002354258071
GMPPA	5.27188172764179
C11orf73	5.53580894891271
AIPL1	3.71490441780005
PTP4A2	9.17665010524036
IL24	3.24003327684819
BDKRB1	3.10417305104153
HPCA	3.91672613666015
MLF1	6.86146322152569
SEC14L1	6.18154553128382
CHFR	6.450813551102
EMILIN1	3.74931286489521
THADA	5.91238146842896
TAF12	4.99333837411628
NDUFS4	8.07712897400443
ID1	6.23611772231147
PIK3CB	4.50331381165047
COL18A1	5.25950493496957
PDZD3	3.22082480802155
TBC1D17	4.06534184267882
COX8A	9.47486548074284
CDCA4	6.05603203336247
C2orf44	4.26867448736422
C9orf16	7.34400787119611
