Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C01_443108
Composite Element REF	Signal
AACS	6.34941136496864
FSTL1	7.3092237544027
ELMO2	5.73719369392131
CREB3L1	4.05447299518476
RPS11	10.2888229961991
PNMA1	7.11358639226987
MMP2	4.91302543159964
SAMD4A	4.09058880804942
SMARCD3	4.30226127617353
A4GNT	4.11605342942763
C9orf39	3.35448843615433
PKNOX2	4.16817874151464
RALYL	4.0134491060023
ZHX3	4.69530763451607
ERCC5	7.21959779915747
RXFP3	2.91915893753281
APBB2	4.02702146315871
BBOX1	4.11379541139202
PRO0478	3.09528368963449
GCSH	8.86067374525264
XDH	3.73667969627772
EDN1	3.3033247958441
MTERF	6.97992247492657
PDCL3	7.13503803256883
CLK4	4.19251195722914
KCNG1	4.81831925585437
CXCR4	6.76892563512036
DECR1	8.62052602789725
SALL1	3.18079453126761
PTPRR	3.49692361041371
CADM4	3.48740435275625
IRAK1	7.43092707793752
CFHR5	3.27599132228969
HNRPD	8.20094064943504
TMSB10	10.89324338183
CXCL3	3.70272416650493
LMAN1	4.01561684188559
SUHW1	4.2170304183491
CHD8	5.67159116709812
SUMO1	8.74494097750995
GP1BA	3.16010962010882
OR7A10	4.0310570178845
DDB1	7.36960812849764
CHRNA10	3.85163458428305
STYK1	3.29930138174451
MYO9B	4.72775627642426
CCNI	10.3062663022124
MMP7	7.62035151056853
EP300	6.52601751215263
CRNKL1	5.78137642388763
C9orf45	3.41185579702039
XAB2	4.57023419565692
RTN1	3.40299979725876
HIC2	4.85256236897097
TBX10	3.65678304055893
CENPQ	4.05684159171083
UTY	3.23977229836162
OR2W1	3.08239369036299
ATP5G2	10.7918094419030
ZEB1	3.16748338171322
ZG16	3.60753711556134
ERG	3.99302604296393
PARN	6.73094666522004
SOD2	3.64939773863711
JOSD3	8.47877023654022
ADAM5P	3.26967559907859
CHD9	4.62606870953706
hCG_40738	3.89096965893573
STK16	4.62616955412094
PDE1C	3.68988475325489
SEMA4D	7.0830005851601
AGPAT1	5.39027275514523
TOB2	6.12987679505344
BANK1	4.03807719798487
MAP3K3	5.15769202079991
MAX	5.09946981415792
GRM2	3.92820425220952
OSBPL8	7.59487549821699
PROSC	6.21421653442435
NR4A2	3.77513642321858
RICS	6.19609614295913
PIR	4.27706969385832
PPCS	7.96945819335314
IPO9	6.66301392737979
LONP1	7.07695892409412
EVC	4.34179840084232
CXCL13	3.92500508867218
SCYL3	5.09945263793753
KIAA1199	7.13685503470021
SORL1	8.80718745037367
NAT10	6.93225287563518
CHD1	5.86968156624906
SYN3	3.57949641050564
DMC1	3.74732022573772
SLC22A2	3.77456670394140
SERPINF1	4.49554045776477
C20orf27	5.8209632579471
OR7A17	3.12682733521691
RPS6KA5	4.51512544098932
LHB	3.58305176993179
TAOK3	4.22200727620718
STK25	6.04148821098878
SLC12A4	3.87753736923625
BRCA1	3.78273851790483
GBL	5.49295642076435
C14orf108	8.72044551308888
CDC25B	6.99737892663846
BMP3	3.56601953595138
MAP1LC3C	3.35139233127400
TMEM180	4.54213186655672
CRYGC	3.75630455453979
SLK	5.8853523961222
POU3F1	3.45883624821624
C20orf32	4.0532943641196
USP52	5.00817931050887
HIGD1B	4.39353290984216
BAZ1B	6.66777867879428
USP6NL	6.5595635755939
SLCO2B1	4.12457824236439
ABCD4	4.41968981687934
DIMT1L	6.6509296793025
SLC25A46	4.95842615830467
LARP7	6.10365231054713
TEK	3.64099199747027
CD160	3.64616578690907
TERF2IP	5.71742970123288
PHF20	6.87304996978701
COL1A1	5.67880374211706
KIAA0090	5.37794484232964
GTPBP1	4.28122230046715
GRK5	3.94058728144246
AP1S2	5.23175556603440
RAB33B	3.84630404396508
CA11	4.38047652254363
ALDOC	6.07893763156475
NUDT1	5.03585423064539
ZNF212	6.29784265795819
ACBD3	6.92437406383005
ZNF83	6.90940595239202
PRDM2	4.96057567917673
GDPD5	6.20732866206752
