Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_C07_543660
Composite Element REF	Signal
AACS	6.27465867945718
FSTL1	9.34644366610209
ELMO2	5.68414055891254
CREB3L1	4.60143065384053
RPS11	9.87540749398312
PNMA1	8.07969131607383
MMP2	9.0224987044091
SAMD4A	4.1417251748404
SMARCD3	5.0760754180929
A4GNT	3.51981763018412
C9orf39	3.20837934798404
PKNOX2	3.9368580600022
RALYL	3.40445309234965
ZHX3	4.71570900593118
ERCC5	6.62448536145247
RXFP3	2.94366162926966
APBB2	4.22192853412438
BBOX1	7.31820958224271
PRO0478	3.1625403846931
GCSH	7.56734965543617
XDH	3.54873537907312
EDN1	3.88345080351555
MTERF	5.34805407801453
PDCL3	6.97954460342149
CLK4	6.70152518169355
KCNG1	3.70950509003816
CXCR4	8.59558097800635
DECR1	7.73102759094907
SALL1	3.14354763645691
PTPRR	3.38596479892253
CADM4	3.53860812483103
IRAK1	9.08639607358076
CFHR5	3.24029479051633
HNRPD	8.0123189987297
TMSB10	12.1330297672011
CXCL3	3.62975159104833
LMAN1	3.9661360219742
SUHW1	3.43135298513009
CHD8	6.65777626354365
SUMO1	7.71782742655224
GP1BA	3.38201259003886
OR7A10	3.8874188420924
DDB1	7.09637334756407
CHRNA10	3.62224635451156
STYK1	3.15970676284591
MYO9B	5.01886319949972
CCNI	9.9935829215181
MMP7	9.49482885649493
EP300	6.65879091725913
CRNKL1	7.2748935231131
C9orf45	3.29645947991386
XAB2	4.16378724118332
RTN1	4.24729882515031
HIC2	4.52221370011166
TBX10	3.50773512919426
CENPQ	3.64303396099518
UTY	3.14308359305495
OR2W1	2.88289805086089
ATP5G2	10.8518995087100
ZEB1	4.193450162028
ZG16	3.29220618750314
ERG	3.64001860136961
PARN	7.93099480362919
SOD2	5.33653066750636
JOSD3	8.30518685469159
ADAM5P	3.12677409613960
CHD9	5.81943712164949
hCG_40738	4.17313635367075
STK16	5.19006970520952
PDE1C	3.62546349395887
SEMA4D	6.01295097927683
AGPAT1	6.08682559586206
TOB2	5.90227905115996
BANK1	4.57715633856436
MAP3K3	6.03567958069908
MAX	5.50223999600644
GRM2	3.56377267654711
OSBPL8	7.07462527634494
PROSC	6.78174390287695
NR4A2	4.52219765325902
RICS	5.03978689137214
PIR	4.15619929510137
PPCS	8.52133385368557
IPO9	6.56923062923281
LONP1	8.36445423696927
EVC	4.48055614898665
CXCL13	6.51953163861134
SCYL3	5.12871652264518
KIAA1199	6.25877691946712
SORL1	9.49134522243697
NAT10	7.58099744309128
CHD1	7.44395400449484
SYN3	3.72755001478773
DMC1	3.76576461826975
SLC22A2	3.69894136832862
SERPINF1	9.40576057334295
C20orf27	6.09137404506621
OR7A17	3.13238237032925
RPS6KA5	4.72257836124956
LHB	3.22870714970231
TAOK3	5.09078309832917
STK25	6.44219939006467
SLC12A4	3.67373489104708
BRCA1	4.30013872626702
GBL	5.07100139075918
C14orf108	8.44075817588435
CDC25B	8.03403371262318
BMP3	3.17098646996151
MAP1LC3C	3.28510599022911
TMEM180	3.57681634616052
CRYGC	3.36942295599068
SLK	6.64789797630844
POU3F1	3.31541204491953
C20orf32	3.65886324851473
USP52	5.34055943309253
HIGD1B	3.65276719800082
BAZ1B	6.87109334217641
USP6NL	4.90441449004857
SLCO2B1	4.52112809945442
ABCD4	4.65062307070612
DIMT1L	6.36044391621192
SLC25A46	7.2503728796717
LARP7	7.57541910372325
TEK	3.90711603578337
CD160	3.73357324111029
TERF2IP	7.72228619237305
PHF20	6.03879828511846
COL1A1	9.86841273420336
KIAA0090	6.59515411116995
GTPBP1	4.45491673977253
GRK5	4.23553952156438
AP1S2	6.27546625621037
RAB33B	5.01186892529285
CA11	4.42724684924792
ALDOC	4.82659745984540
NUDT1	5.15758455666095
ZNF212	5.86192441734465
ACBD3	7.87298480099222
ZNF83	7.29999903961642
PRDM2	5.32944270603638
GDPD5	6.02431454913153
PDCD4	6.00116127530575
CEP350	6.71407505804793
FOXP3	3.23514549960271
SMYD3	6.62977582160359
CST7	5.66754113942341
SELL	7.3981681532681
CIAO1	6.45375504424209
LGI2	3.77097898191361
WDR45	6.68513406417364
ANKRD6	5.17537152593541
LTBP4	3.64187942964238
PSCD3	3.19811316663728
PYY	3.1380547322763
KCNC1	3.04607852395623
SIRT6	3.92963478387476
CCL19	7.6876916647102
ARHGEF9	4.68824294450457
ABR	4.65838267876872
C10orf22	7.0674698121482
STK17A	4.91196985381672
FOXE1	3.00803839109021
GML	3.12236719157937
CNGA3	3.06991483982517
CD38	4.49419273052465
ZDHHC6	7.65785224289733
NEFH	3.41098424209427
PGBD5	3.43016921607623
CTDSP2	7.25441248482022
RMND5B	5.963499206765
ZNF257	3.71271317409787
DUSP4	4.4601382629743
FLJ22167	5.26174229500399
EXOSC7	7.39911777984314
ROR2	3.85001834965257
FOXM1	5.75674025946492
ZBTB48	5.25835770560034
BUD31	8.00606801157202
MAOA	4.39722978485459
CCDC41	4.19495263604819
TNNT3	3.17414988813396
FBXO11	6.19039198060412
GYPC	6.39134652435093
PLIN	6.3414852974392
RFXAP	3.40665020880024
C6orf15	3.60347139134948
RNF4	8.44751183200437
F8A1	7.69326425019532
PPP1R3D	4.07421399612774
GRB2	7.54930254584291
TPM3	3.08533872915147
SYT13	3.81916977451580
EPB42	3.49011222405536
RP5-1077B9.4	5.54277058216166
EIF1	10.2775981494278
CETN3	7.87166210235062
FPGT	5.06240309157289
PRY	3.42528954751778
NTHL1	4.67887808497556
POLR2B	8.75845024891355
RPS28	12.5010153055059
GDF10	3.20495361094681
COQ9	7.17022062843735
P2RX3	2.88042625720942
GCC2	7.05540375446199
RARRES3	5.87879596043462
PLXNA1	6.5075338380105
WBP4	4.8055820187513
KIAA0100	6.33620170571258
PMF1	7.95027946915774
HS2ST1	6.10069570012109
CRELD2	7.22519728519001
C8G	2.97953335209481
CD82	6.76266701106393
PMM1	4.43568412080901
CBLL1	4.34996066935253
LIM2	3.24367941267141
VAX2	4.49920990140737
SETDB1	5.30193947252929
LRAP	5.53648094306554
GCLM	6.02093061363538
CPEB3	3.32221479587353
PPM1A	6.05402114027216
INTS1	4.19501423490221
MMP16	3.17924366498636
CAMTA1	4.46645888553127
SAMSN1	6.10974889218796
DRD3	2.80270745080551
GMPPA	5.38799941135987
C11orf73	6.61977086476744
AIPL1	3.6432953898336
PTP4A2	9.4875964513352
IL24	3.67762588516085
BDKRB1	3.29362235203586
HPCA	3.26771582320417
MLF1	6.33716399716111
SEC14L1	6.96394169989265
CHFR	5.80731443185961
EMILIN1	4.44720130101917
THADA	6.53624081166539
TAF12	6.14637476277768
NDUFS4	8.52136656554524
ID1	7.11962223044746
PIK3CB	4.20936679533191
COL18A1	8.79200423542937
PDZD3	3.36820083391937
TBC1D17	4.61691279640944
COX8A	10.6070083121840
CDCA4	7.32703244264891
C2orf44	4.69766553894714
C9orf16	7.77208235957912
ERBB2IP	8.06239815049802
EMX2	9.6632207192102
FUS	6.86574478497977
NIPSNAP3B	3.76937843142433
TF	3.52876814182353
CXorf56	5.46930259749613
CLCN4	3.53274685844256
PWP2	5.49833879820774
MMP15	3.61075734169478
MTMR14	6.10951983803312
NPR1	5.64546351072349
DNAL4	5.57479780074724
ELAC2	4.52277415018852
ASS1	10.8157408471455
IPP	6.04689801391116
TMEM59	9.78538461672762
POLR2J	8.12651338531007
SEC23IP	6.86550825502034
RGS4	5.00582308782959
UQCRC1	10.2534043287742
SNX6	8.61304943190079
DDX18	7.03350332438926
POLG	4.73339915368285
ADAM23	3.71096582777312
ZNHIT2	4.4529197526251
TFR2	3.24472646338073
NCDN	4.34274666101001
RAG1	3.25163207488556
POMT1	5.02735478770482
CYP1A1	3.17313894673892
SNAPC1	6.2258578829889
GNA11	5.75585160769994
CCDC52	2.89300724305296
CAPN1	6.96187798319521
DDHD2	7.46285619702299
UPF3A	6.9709757322885
LAGE3	5.94163932644176
GNRHR	3.03630963033202
UNC13B	6.15174031442063
TTLL4	5.18406219258097
PPBP	2.86457884348072
HTR3A	3.45978354602205
SDC2	8.00025072891635
ANKRD49	7.20092718339157
BTF3	10.3023049310431
COX7A2	10.5466030716192
SARS	8.97917247812703
C13orf18	5.07151031742755
CACNB1	3.87940862443865
QKI	6.12181567715051
SETMAR	5.38033541758242
LAMB4	3.21811679455933
MAN2B1	6.98914568911701
EML3	4.39317491907944
ACADL	3.25419677848039
OFD1	7.83614755923772
CGA	3.65214123553453
EIF3EIP	10.6345810916904
PEX16	5.24836526054435
