Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_D10_543748
Composite Element REF	Signal
AACS	7.20936753908511
FSTL1	6.56003761526512
ELMO2	5.89043592325543
CREB3L1	3.78045626537638
RPS11	9.67419636372672
PNMA1	7.73049439230397
MMP2	4.87199206848083
SAMD4A	3.84300034683729
SMARCD3	7.92819855832411
A4GNT	3.51433349509782
C9orf39	3.47369163100833
PKNOX2	3.86171508508333
RALYL	3.24798225719822
ZHX3	4.64425931581567
ERCC5	6.72681207123561
RXFP3	3.15743359996798
APBB2	3.75535664550530
BBOX1	6.43601264980733
PRO0478	3.09881504681423
GCSH	8.72652366888242
XDH	4.33120070488835
EDN1	4.45441866204785
MTERF	6.08434257726003
PDCL3	7.370156983401
CLK4	6.71309142931753
KCNG1	3.36637784799719
CXCR4	8.49502485030283
DECR1	8.31357822931588
SALL1	2.92035458198497
PTPRR	3.34105006992205
CADM4	3.23308612792424
IRAK1	8.86217052370859
CFHR5	3.07911542590061
HNRPD	7.67904544981834
TMSB10	12.0979311695524
CXCL3	3.7459323634462
LMAN1	4.28954009088442
SUHW1	3.34063386092818
CHD8	6.1504504588099
SUMO1	7.39910552047988
GP1BA	3.16324120213263
OR7A10	3.69106202244850
DDB1	7.09903874156454
CHRNA10	3.62250777903789
STYK1	3.1731761643803
MYO9B	4.59220824870557
CCNI	10.1896401439974
MMP7	9.1360323535058
EP300	6.79319219453888
CRNKL1	6.34484743392347
C9orf45	3.38018703109307
XAB2	4.15088332711205
RTN1	5.58084302924711
HIC2	3.94539427103352
TBX10	3.51214788266560
CENPQ	4.08749149125217
UTY	3.12656505863187
OR2W1	2.78733975352282
ATP5G2	10.5093133960513
ZEB1	3.51354039139644
ZG16	3.51810094982278
ERG	3.36209150606383
PARN	7.00178510696243
SOD2	8.30445995022112
JOSD3	8.19771433619676
ADAM5P	3.22575096638769
CHD9	6.34044303003815
hCG_40738	3.49260100403494
STK16	4.60878113874501
PDE1C	3.54448623901509
SEMA4D	6.69977100047203
AGPAT1	6.09375008021994
TOB2	6.52525889004693
BANK1	5.33019092443844
MAP3K3	5.86234327456975
MAX	5.70106306025634
GRM2	3.61470681160161
OSBPL8	6.6861708171359
PROSC	6.66075868996066
NR4A2	4.56152487614303
RICS	4.85213866128331
PIR	5.05004059650827
PPCS	8.67244055729755
IPO9	5.93380175498378
LONP1	6.54416865246428
EVC	3.74181525584142
CXCL13	9.37416617488715
SCYL3	5.39766314461444
KIAA1199	6.14409791057355
SORL1	8.66303630229569
NAT10	6.32522542772072
CHD1	6.62090005034042
SYN3	3.65538353858902
DMC1	3.92200559982429
SLC22A2	3.65288402300374
SERPINF1	8.19515785518565
C20orf27	5.49407209008651
OR7A17	3.11957569015644
RPS6KA5	4.50036634002077
LHB	3.56330952306445
TAOK3	5.42936778984855
STK25	5.522109033097
SLC12A4	3.55172198900204
BRCA1	3.63928042138131
GBL	5.30261480080633
C14orf108	8.1190658648664
CDC25B	8.10093962983755
BMP3	3.30327211235783
MAP1LC3C	3.23129707314218
TMEM180	3.27916761635967
CRYGC	3.47387776265253
SLK	5.30030074583949
POU3F1	3.35502397827298
C20orf32	3.6472534257263
USP52	6.33900072769486
HIGD1B	3.70342626532334
BAZ1B	6.64510944007663
USP6NL	5.32493232218217
SLCO2B1	5.33507040380009
ABCD4	4.489492634495
DIMT1L	6.14393246124379
SLC25A46	7.65105541489799
LARP7	6.3563375141792
TEK	3.46289200893809
CD160	3.64906163167599
TERF2IP	8.27216103066533
PHF20	6.09243004197742
COL1A1	6.08787052415784
KIAA0090	6.00595154952293
GTPBP1	4.39885757206177
GRK5	3.78079895362415
AP1S2	5.88263036339935
RAB33B	4.03086798221777
CA11	4.37713359597166
ALDOC	6.01285160602142
NUDT1	5.46139201402394
ZNF212	5.5721131500281
ACBD3	7.71135945673361
ZNF83	6.82985597277564
PRDM2	5.11471235337971
GDPD5	4.28425154013049
PDCD4	5.40498976138948
CEP350	6.19149919704424
FOXP3	3.18138052984987
SMYD3	6.0286556197846
CST7	5.98136058579803
SELL	4.68106293439291
CIAO1	6.51989187795394
LGI2	3.5150368667206
WDR45	6.81443793288845
ANKRD6	8.32302217751815
LTBP4	3.58387619338735
PSCD3	3.29086314124738
PYY	3.16168717702702
KCNC1	3.15366675391927
SIRT6	3.79172827844935
CCL19	4.68436350174911
ARHGEF9	4.10687742866115
ABR	4.71147614860360
C10orf22	6.01085058291431
STK17A	5.11278436798904
FOXE1	3.28699973200067
GML	3.15154709538069
CNGA3	3.00394864448886
CD38	7.84213431403348
ZDHHC6	6.68994733350815
NEFH	3.64752221559719
PGBD5	3.78806581071695
CTDSP2	7.70100614424319
RMND5B	5.21906480080721
ZNF257	2.90469240524620
DUSP4	5.00285157604043
FLJ22167	5.7252646242514
EXOSC7	6.0474484644117
ROR2	3.90434962015079
FOXM1	5.29256485227207
ZBTB48	4.80775337539976
BUD31	7.22157089661261
MAOA	4.41944911056187
CCDC41	4.15900715262291
TNNT3	3.42886477190648
FBXO11	5.35622372082573
GYPC	8.17886556320424
PLIN	3.43176665418308
RFXAP	3.70618001787694
C6orf15	3.67475454730094
RNF4	8.22766970083286
F8A1	8.15680801759197
PPP1R3D	4.39955774377091
GRB2	7.66251778851934
TPM3	3.03924606190836
SYT13	3.7253212154137
EPB42	3.42107772351739
RP5-1077B9.4	5.01033755620029
EIF1	10.1891179848135
CETN3	7.05260038706674
FPGT	5.37814123091672
PRY	3.57338218889994
NTHL1	5.65715018088829
POLR2B	8.20123193407496
RPS28	12.2255194581765
GDF10	3.01759461973998
COQ9	7.80088410519398
P2RX3	2.83907275690133
GCC2	7.27669523034961
RARRES3	9.11795771948031
PLXNA1	5.84720639151672
WBP4	4.56179578985548
KIAA0100	5.97417482538403
PMF1	6.60998194698864
HS2ST1	5.28314644279059
CRELD2	8.02271711248354
C8G	2.95344187492387
CD82	6.0774437498494
PMM1	5.50354674852925
CBLL1	4.23376974295845
LIM2	3.34661220004391
VAX2	3.35427440579515
SETDB1	4.8879848281466
LRAP	6.89200919938437
