Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_B02
Composite Element REF	Signal
AACS	6.34418779927526
FSTL1	7.478301067959
ELMO2	5.48094744701113
CREB3L1	3.59376495239265
RPS11	10.0648021246819
PNMA1	7.19743193956192
MMP2	6.1678033929555
SAMD4A	3.74462466577618
SMARCD3	6.6862704327827
A4GNT	3.52817316552894
C9orf39	3.61771283290823
PKNOX2	3.79200433475643
RALYL	3.21443785690598
ZHX3	4.25214725773942
ERCC5	6.47547084946813
RXFP3	2.90326091436379
APBB2	4.33602064256157
BBOX1	5.67795379119228
PRO0478	2.92964959125753
GCSH	7.35564628612791
XDH	4.62710200466588
EDN1	3.98203169571196
MTERF	6.75943006138174
PDCL3	7.05595295510061
CLK4	6.73360871802707
KCNG1	3.39192819810907
CXCR4	7.52225932488913
DECR1	7.71818322614479
SALL1	3.15408212043402
PTPRR	3.39089447388818
CADM4	3.44384337628858
IRAK1	8.82694778332068
CFHR5	3.15742110948299
HNRPD	7.97203101979159
TMSB10	12.0307817885454
CXCL3	3.91586306211205
LMAN1	4.0307932364391
SUHW1	3.42544489247039
CHD8	4.9459048464554
SUMO1	8.02352696539495
GP1BA	3.05891724360514
OR7A10	3.80629089078768
DDB1	7.50014954797945
CHRNA10	3.78781161272166
STYK1	3.52199202219311
MYO9B	4.85200727519501
CCNI	9.9235514599374
MMP7	9.98538152806596
EP300	6.68132056561381
CRNKL1	6.13245658393704
C9orf45	3.28158582830843
XAB2	4.40131808206878
RTN1	5.85988175195972
HIC2	3.82899750119010
TBX10	3.50967426285664
CENPQ	4.20107709825258
UTY	3.18163970103314
OR2W1	2.88266422347723
ATP5G2	10.3081238762789
ZEB1	3.85066605264003
ZG16	3.50139137495285
ERG	3.82275169483969
PARN	6.8948693745228
SOD2	7.07381861232364
JOSD3	8.32192795730123
ADAM5P	3.13513168546841
CHD9	6.20545649806654
hCG_40738	3.83065369009173
STK16	5.05698526358797
PDE1C	3.67358189660630
SEMA4D	5.60711354640777
AGPAT1	5.54475329723998
TOB2	6.453469341004
BANK1	5.56918750925041
MAP3K3	5.73027867327153
MAX	5.3509362149085
