Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A07_491176
Composite Element REF	Signal
AACS	7.13339153660152
FSTL1	7.11911923079986
ELMO2	5.9228738985287
CREB3L1	4.05418447366579
RPS11	10.5337360833073
PNMA1	8.5820689164628
MMP2	5.82988354766689
SAMD4A	3.77935606952701
SMARCD3	5.67398003647007
A4GNT	3.70358616001339
C9orf39	3.14177911212644
PKNOX2	4.85661112585521
RALYL	3.71775997888743
ZHX3	4.00521488055721
ERCC5	6.6711141710896
RXFP3	3.11398485351314
APBB2	4.23083081370596
BBOX1	4.493990029287
PRO0478	3.477645012991
GCSH	8.14483076453915
XDH	4.13668124365905
EDN1	3.31297280747226
MTERF	6.38622510527315
PDCL3	7.8916073968322
CLK4	6.7116504861077
KCNG1	5.06815257384226
CXCR4	8.5515762609027
DECR1	8.47144451634492
SALL1	3.17229183328989
PTPRR	3.43548422058581
CADM4	3.25372141859100
IRAK1	9.6115158856099
CFHR5	3.22836807144561
HNRPD	7.88739717981415
TMSB10	11.7490262655223
CXCL3	3.68731758404592
LMAN1	3.89457031830873
SUHW1	3.43865430748129
CHD8	6.08685992621147
SUMO1	7.6389901017932
GP1BA	3.49233780723487
OR7A10	3.71882737339256
DDB1	7.71880218984718
CHRNA10	3.62152842235074
STYK1	3.77980580484694
MYO9B	4.49232301397836
CCNI	10.1212171482025
MMP7	6.47655920600705
EP300	6.60936701272675
CRNKL1	8.30186804386769
C9orf45	3.37848114231423
XAB2	4.61232229473929
RTN1	5.23959459626086
HIC2	4.22002089626512
TBX10	3.3312709693681
CENPQ	4.38485105767045
UTY	3.10994125682888
OR2W1	2.84900939523698
ATP5G2	10.9610960174595
ZEB1	3.32128955399821
ZG16	3.67085557484672
ERG	3.29658284685098
PARN	7.54160925325142
SOD2	5.06624968498087
JOSD3	7.72954845149834
ADAM5P	3.30641748281918
CHD9	5.61994791432598
hCG_40738	4.18075796483373
STK16	4.6944178293511
PDE1C	3.93884356031747
SEMA4D	5.94317271034943
AGPAT1	6.65294702582022
TOB2	6.63207431699647
BANK1	3.48132521079594
MAP3K3	5.6102023398145
MAX	5.20917697698025
GRM2	3.66970710256153
OSBPL8	6.78654074811012
PROSC	5.55878012956997
NR4A2	6.78927323701578
RICS	5.54168215168547
PIR	5.95720967031153
PPCS	9.51726906022153
IPO9	6.93116122097797
LONP1	7.40526418960614
EVC	4.15507020272975
CXCL13	5.11847126336217
SCYL3	6.15188288976289
KIAA1199	6.426124090034
SORL1	9.47026427856895
NAT10	7.18530405618329
CHD1	6.35473942062344
SYN3	3.68228053924387
DMC1	3.91110502580868
SLC22A2	3.8342292398202
SERPINF1	5.46076171325123
C20orf27	6.84860546300628
OR7A17	2.98832817550452
RPS6KA5	4.84822682903679
LHB	3.2627396261205
TAOK3	4.97740885558873
STK25	5.50363081494756
SLC12A4	3.46388278541398
BRCA1	3.8194226006022
GBL	4.92671874219752
C14orf108	8.55796623524411
CDC25B	6.89609261165426
BMP3	3.15127905401088
MAP1LC3C	3.41806491291020
TMEM180	3.71861930859218
CRYGC	4.26987630864907
SLK	5.78929930978056
POU3F1	3.15823245792578
C20orf32	3.63479809105852
USP52	6.14769543434342
HIGD1B	3.68886400280543
BAZ1B	6.8261976788288
USP6NL	5.68070912596796
SLCO2B1	4.14781512499891
ABCD4	4.41111643162267
DIMT1L	6.3057848387222
SLC25A46	6.80248303592367
LARP7	6.74325157002691
TEK	3.77615317678345
CD160	3.62903071262862
TERF2IP	7.5403316923227
PHF20	6.09455985388333
COL1A1	6.12669880201949
