Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B01_451990
Composite Element REF	Signal
AACS	7.15109165871638
FSTL1	7.48614268701977
ELMO2	5.60388165959699
CREB3L1	3.78468516188993
RPS11	10.2425836318680
PNMA1	7.65603287201034
MMP2	6.38067785067215
SAMD4A	3.74128983660964
SMARCD3	6.63083612108481
A4GNT	3.74037349537587
C9orf39	3.20430576052262
PKNOX2	4.10624598707736
RALYL	3.21527955056150
ZHX3	4.71014828700929
ERCC5	6.75435061257389
RXFP3	3.11393749531492
APBB2	3.93357927623582
BBOX1	3.87983187639593
PRO0478	3.43026315692423
GCSH	10.1081599072039
XDH	3.75633438619921
EDN1	4.40708243457630
MTERF	6.65730830821325
PDCL3	6.93593233716904
CLK4	6.73454228512882
KCNG1	4.07090593678554
CXCR4	5.55105060224853
DECR1	7.8328819038022
SALL1	3.0797925370011
PTPRR	3.25707860947714
CADM4	3.80116463328036
IRAK1	8.61681657379497
CFHR5	3.19559914269992
HNRPD	7.50048438861596
TMSB10	10.8720654571239
CXCL3	3.53026117876501
LMAN1	4.00399323707033
SUHW1	3.46274750803278
CHD8	5.92335859003261
SUMO1	7.46890241191463
GP1BA	3.3130539326836
OR7A10	3.72939804752428
DDB1	6.92681129215066
CHRNA10	3.76191355201179
STYK1	3.50074719744892
MYO9B	4.23051612797679
CCNI	9.36180445792519
MMP7	5.72438717725413
EP300	6.35294242620583
CRNKL1	6.34567635790645
C9orf45	3.14407332005803
XAB2	4.90604593650947
RTN1	3.51867212311315
HIC2	3.97728359245847
TBX10	3.66586350075646
CENPQ	4.96382116967828
UTY	3.03752550555344
OR2W1	2.95782694103892
ATP5G2	10.2577598707557
ZEB1	3.46719158189679
ZG16	3.44986537957191
ERG	3.74801048205920
PARN	5.86652668124055
SOD2	5.30525171670043
JOSD3	9.42767064757305
ADAM5P	3.14151018510021
CHD9	6.46781273834804
hCG_40738	3.80611621361733
STK16	4.58209993515839
PDE1C	3.61489290627735
SEMA4D	4.78085510949183
AGPAT1	6.22933254734029
TOB2	6.69380670677034
BANK1	4.2980047956911
MAP3K3	5.40863074253248
MAX	5.58181614667655
GRM2	4.00290667240812
OSBPL8	6.16807083115203
PROSC	4.81902570035978
NR4A2	3.86172795629764
RICS	4.86807770818587
PIR	3.33679991083856
PPCS	8.38624260649232
IPO9	5.46328126578727
LONP1	6.7808530074399
EVC	4.2515898930925
CXCL13	4.65836132124046
SCYL3	5.66471343276664
KIAA1199	4.79396123993159
SORL1	7.34912218758219
NAT10	5.4010567079565
CHD1	6.69545186406508
SYN3	3.64357724822627
DMC1	3.89971389384936
SLC22A2	3.72829069543359
SERPINF1	5.86745568758914
C20orf27	6.13153672464360
OR7A17	2.86633433651049
RPS6KA5	4.69946432623517
LHB	3.37791916691304
TAOK3	5.54192244231967
STK25	5.03465642208586
SLC12A4	3.90521391445156
BRCA1	4.05700278760202
GBL	4.99798097339393
C14orf108	8.66027820717174
CDC25B	6.93680550355038
BMP3	3.13357638503198
MAP1LC3C	3.39915220983815
TMEM180	3.33401257495259
CRYGC	3.67807493630367
SLK	6.23118176781586
POU3F1	3.36330316979277
C20orf32	3.84897292184141
USP52	4.72619528769188
HIGD1B	4.15933567134421
BAZ1B	5.8833776188455
USP6NL	5.18279956221415
SLCO2B1	4.2376140676576
ABCD4	4.89931948748706
DIMT1L	6.15299498909393
SLC25A46	7.20436113989769
LARP7	7.042531585852
TEK	3.50770779201575
CD160	3.62541276915257
TERF2IP	6.95453464380333
PHF20	5.97674135895771
COL1A1	7.12592310685678
KIAA0090	5.66146976320514
GTPBP1	4.49342781171324
GRK5	3.75837481205004
AP1S2	3.95794655650690
RAB33B	5.06844241602583
CA11	4.49217849666731
ALDOC	4.83933480739288
NUDT1	5.82603810404104
ZNF212	5.87983103524973
ACBD3	7.7770327267965
ZNF83	8.3347963374574
PRDM2	5.28331221896998
GDPD5	5.23829218766578
PDCD4	6.21819397083695
CEP350	5.84915890742522
FOXP3	3.46484621569959
SMYD3	6.2312314366784
CST7	4.09588856670193
SELL	4.64194478851202
CIAO1	6.70927842542942
LGI2	4.08881961154887
WDR45	6.32614170197856
ANKRD6	8.25365910252803
LTBP4	4.17797407218303
PSCD3	3.39540953241754
PYY	3.15612598419152
KCNC1	2.99895732244855
SIRT6	3.95364683769745
CCL19	4.08468140771031
ARHGEF9	4.09482382627509
ABR	4.41684996035145
C10orf22	6.50489692006388
STK17A	4.5792601107066
FOXE1	3.48838910873175
GML	3.25678096926942
CNGA3	2.87155278619049
CD38	3.78778611076426
ZDHHC6	6.93513968518965
NEFH	3.77736077678245
PGBD5	3.21992299686901
CTDSP2	6.58678562560515
RMND5B	6.09212319834174
ZNF257	4.73309975279426
DUSP4	3.31083324927992
FLJ22167	5.18699754360478
EXOSC7	6.25718222221915
ROR2	3.51271563116728
FOXM1	4.85598680115574
ZBTB48	4.60326740216671
BUD31	8.07649611728205
MAOA	4.54183490744557
CCDC41	5.0994470195033
TNNT3	4.10569051173908
FBXO11	5.07478057844679
GYPC	8.16342549038344
PLIN	3.90002331396006
RFXAP	3.6331679700121
C6orf15	4.001363693657
RNF4	6.42167514026912
F8A1	8.06811566276304
PPP1R3D	4.38193115996836
GRB2	7.16035032635426
TPM3	2.98615782403203
SYT13	3.87138235677157
EPB42	3.68435750853731
RP5-1077B9.4	5.41560536021044
EIF1	9.90944678949083
CETN3	7.8300476315588
FPGT	4.49451284278494
PRY	3.59574554412358
NTHL1	4.54729771479677
POLR2B	7.93677891015468
RPS28	12.3656822051209
GDF10	3.15882445583849
COQ9	7.33466092128654
P2RX3	2.83912966993173
GCC2	7.43563020642828
RARRES3	7.34422044948046
PLXNA1	5.80567027784138
WBP4	4.67821799697743
KIAA0100	5.72907955425398
PMF1	6.4978708362704
HS2ST1	5.09997024264908
CRELD2	6.10643770106455
C8G	3.05560151725427
CD82	6.16338817391345
PMM1	5.28701692874969
CBLL1	4.80182447847067
LIM2	3.56993404477024
VAX2	3.57786742337082
SETDB1	5.5346327397064
LRAP	6.39358567126918
GCLM	6.06429888552657
CPEB3	4.04654486265794
PPM1A	5.74741027790205
INTS1	4.03189568060958
MMP16	3.24970837135286
CAMTA1	3.67004405515031
SAMSN1	5.20181402791744
DRD3	2.84793170454772
GMPPA	5.28142339122053
C11orf73	7.26658797417694
AIPL1	3.92270996992525
PTP4A2	8.25654589373545
IL24	3.60315067840131
BDKRB1	3.38104093648172
HPCA	3.59751168357791
MLF1	5.86283445136086
SEC14L1	5.35307923420703
CHFR	5.14876298501939
EMILIN1	3.14383237308776
THADA	6.25105731410976
TAF12	5.14357939772847
NDUFS4	7.37016510020197
ID1	7.71353744368726
PIK3CB	3.75864878557918
COL18A1	8.0317886873788
PDZD3	3.41557622032876
TBC1D17	4.49294603327817
COX8A	9.92466908984145
CDCA4	6.65498897056808
C2orf44	4.70615482342218
C9orf16	8.44770401997163
ERBB2IP	7.42186951705262
EMX2	8.05994974371165
FUS	6.15303412209807
NIPSNAP3B	3.13278728231467
TF	3.47286309723859
CXorf56	4.69391387656784
CLCN4	3.76455597477205
PWP2	5.62073016400699
MMP15	3.7753910555864
MTMR14	5.85443764766338
NPR1	6.34048201320386
DNAL4	4.98129246453806
ELAC2	4.62218836547314
ASS1	10.4277758745133
IPP	5.03688039619519
TMEM59	9.70662258844643
POLR2J	8.28360387096858
SEC23IP	5.23457494860046
RGS4	4.16902215404579
UQCRC1	8.14478751937607
SNX6	7.44745545705534
DDX18	7.1351179041523
POLG	4.52421982661657
ADAM23	4.21882113370791
ZNHIT2	4.59599451996149
TFR2	3.48959406013194
NCDN	4.46362327598295
RAG1	3.38712620785056
POMT1	4.49820316210008
CYP1A1	3.40536976497714
SNAPC1	6.34935817796012
GNA11	5.14316037295598
CCDC52	2.68051609322108
CAPN1	7.07332275899861
DDHD2	5.09376329545572
UPF3A	6.79154705984212
LAGE3	7.02681873041915
GNRHR	3.07780049970933
UNC13B	5.71255649178076
TTLL4	4.24892430631639
PPBP	2.98426441931652
HTR3A	3.09447238929013
SDC2	5.0231651688027
ANKRD49	7.55851670650257
BTF3	10.4456667107153
COX7A2	10.2066994627044
SARS	9.10840178057497
C13orf18	3.55307425830706
CACNB1	3.83085500845243
QKI	5.99760625249626
SETMAR	6.50073334100945
LAMB4	3.52603494979716
MAN2B1	6.0969005810196
EML3	4.87963774554036
ACADL	3.20240889092566
OFD1	7.29182172457004
CGA	3.63523830343129
EIF3EIP	10.6284325237187
PEX16	5.5004259126098
GNG12	7.81929424378156
HABP4	4.8327899831734
CNTN2	3.34976513016938
ASNSD1	7.22650112718602
FUT4	3.97445065168912
DBH	3.67248199396769
CD53	6.84462168105585
HIST1H2BJ	3.51248730473259
TFAP2B	3.08330336868095
