Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C04_443106
Composite Element REF	Signal
AACS	5.1156139503771
FSTL1	8.30591645377315
ELMO2	5.24073893477706
CREB3L1	3.68772924895485
RPS11	10.3193257843719
PNMA1	6.84556623575161
MMP2	5.46104097858939
SAMD4A	3.55598675176449
SMARCD3	4.30516708929374
A4GNT	3.68158040262733
C9orf39	3.64174925416842
PKNOX2	3.78872251393361
RALYL	4.08348987767598
ZHX3	4.14983703213945
ERCC5	5.71468394456
RXFP3	2.9818696511711
APBB2	4.55365319690387
BBOX1	4.92623282539012
PRO0478	3.17787981488610
GCSH	7.57146253000086
XDH	3.80846599341332
EDN1	3.66401980396109
MTERF	7.0943443238283
PDCL3	7.69820581346181
CLK4	6.50859755681022
KCNG1	4.40657820182812
CXCR4	7.51846094622008
DECR1	7.15913530384547
SALL1	5.72380569955207
PTPRR	3.35708802988844
CADM4	3.65050945890757
IRAK1	8.25434385448312
CFHR5	3.25027947653345
HNRPD	8.21030421498503
TMSB10	12.0939763341362
CXCL3	3.73453815060031
LMAN1	3.52773410886486
SUHW1	3.70799023124733
CHD8	5.74011157665708
SUMO1	8.14710428701251
GP1BA	3.41659924503357
OR7A10	4.09562816907967
DDB1	7.6719870501183
CHRNA10	3.7886170831747
STYK1	3.36609098432528
MYO9B	4.32752756357303
CCNI	10.2899974659789
MMP7	8.21249890847365
EP300	6.70167249211095
CRNKL1	6.55512516220951
C9orf45	3.32695127705195
XAB2	4.51889899277731
RTN1	3.29580774259778
HIC2	5.00294546173506
TBX10	3.4724662533288
CENPQ	4.68444066212729
UTY	3.25557495570964
OR2W1	2.97694207726017
ATP5G2	10.2065586263072
ZEB1	3.48088977573462
ZG16	3.44459029962934
ERG	3.54423057140745
PARN	8.23913377975319
SOD2	4.86325531347669
JOSD3	8.15894753994195
ADAM5P	3.16253577494646
CHD9	5.39500466167092
hCG_40738	3.70529446923207
STK16	4.52993806270465
PDE1C	3.74510526392906
SEMA4D	5.75607412745889
AGPAT1	5.72093371071503
TOB2	6.2019438153833
BANK1	4.75882320692304
MAP3K3	6.17897373261187
MAX	4.93169804539394
GRM2	3.59106721872577
OSBPL8	7.56064198534585
PROSC	5.64772783678181
NR4A2	5.09866616539902
RICS	3.57173956824292
PIR	3.91336798801095
PPCS	8.43734481548
IPO9	6.36142552045783
LONP1	5.76030138387338
EVC	4.13935883608007
CXCL13	3.81661837281787
SCYL3	6.4716247368432
KIAA1199	4.21798490523405
SORL1	7.80968404466073
NAT10	7.54177831999743
CHD1	7.00541330423568
SYN3	3.37808710762028
DMC1	4.05326568988359
SLC22A2	3.5643896731845
SERPINF1	5.82062433177358
C20orf27	6.52878101635357
OR7A17	3.02081178535852
RPS6KA5	4.84814830067145
LHB	3.13078012033518
TAOK3	3.99774095997444
STK25	5.67679761749888
SLC12A4	3.72644436112004
BRCA1	4.72368343968738
GBL	6.26296953825235
C14orf108	7.87988496107528
CDC25B	7.53261156570652
BMP3	3.48005205002132
MAP1LC3C	3.35330757771920
TMEM180	3.59846726535161
CRYGC	3.94676138216515
SLK	5.15096557909414
POU3F1	3.35481177566837
C20orf32	3.87805465576798
USP52	5.94503806492054
HIGD1B	4.23553776864603
BAZ1B	7.69789732198724
USP6NL	6.11018235374838
SLCO2B1	3.87061700930092
ABCD4	4.59916338474696
DIMT1L	7.21206899668186
SLC25A46	6.62927378807759
LARP7	7.49471681320425
TEK	3.84444162276303
CD160	3.71797339550734
TERF2IP	6.20992703034422
PHF20	6.46052776349392
COL1A1	6.2302298171927
KIAA0090	6.00279613426928
GTPBP1	4.33494769396415
GRK5	3.53729578741532
AP1S2	5.64115786053722
RAB33B	4.11008547364216
CA11	4.47178298486933
ALDOC	5.04018803176054
NUDT1	4.87495977914647
ZNF212	5.7210139480009
ACBD3	7.01144055147006
ZNF83	6.09728743943707
PRDM2	5.07498092775551
GDPD5	4.50333892696662
PDCD4	4.32562071698462
CEP350	7.39241517113016
FOXP3	3.48419832356639
SMYD3	5.61968367498401
CST7	3.69542680017123
SELL	3.74048549641345
CIAO1	6.96526008538261
LGI2	4.35474143800659
WDR45	5.88065699150431
ANKRD6	5.5135843637613
LTBP4	4.64056644502122
PSCD3	3.19728359544685
PYY	4.56975758575207
KCNC1	2.81646525451099
SIRT6	3.91855091708919
CCL19	3.76454969819317
ARHGEF9	4.94716925604403
ABR	3.96784435954001
C10orf22	5.72442288078078
STK17A	5.0525323971617
FOXE1	3.33914538990804
GML	3.25402387290746
CNGA3	2.97559278671905
CD38	4.06974934498502
ZDHHC6	7.51046068080418
NEFH	3.25609017284764
PGBD5	3.41126037767506
CTDSP2	6.94919202231152
RMND5B	5.45814849540443
ZNF257	3.57429763180179
DUSP4	3.37146346641438
FLJ22167	5.76098687949411
EXOSC7	7.48204694999195
ROR2	4.41809297285613
FOXM1	5.98728214350491
ZBTB48	4.9710388151251
BUD31	8.06842962286243
MAOA	6.2079175335464
CCDC41	5.64411482849655
TNNT3	4.53548600522445
FBXO11	7.22327334229818
GYPC	5.19662628801471
PLIN	3.50193058103107
RFXAP	3.57487019596911
C6orf15	3.78844413615165
RNF4	7.5600186006743
F8A1	8.17301828786533
PPP1R3D	3.94872867573255
