Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A08_458802
Composite Element REF	Signal
AACS	5.64522809641212
FSTL1	6.3885088645616
ELMO2	4.74291895919909
CREB3L1	3.8222338385511
RPS11	9.80172818968052
PNMA1	7.44302155409236
MMP2	4.96007256893185
SAMD4A	3.72820681295009
SMARCD3	4.71138655613712
A4GNT	3.76563038577997
C9orf39	3.68230958365998
PKNOX2	3.726938638281
RALYL	3.3900068784379
ZHX3	4.11174444370657
ERCC5	6.17975893304416
RXFP3	3.24451075555129
APBB2	3.9437940479666
BBOX1	6.67763739001103
PRO0478	3.23698933189352
GCSH	7.4096303484948
XDH	3.69212624729579
EDN1	3.90913004278139
MTERF	6.16161522075879
PDCL3	7.59746837766551
CLK4	6.31026079559455
KCNG1	3.45879170127718
CXCR4	6.70936646598284
DECR1	8.42375402430502
SALL1	3.14753831558313
PTPRR	4.03654658258768
CADM4	3.29235042246539
IRAK1	8.83048580661616
CFHR5	3.23221947696684
HNRPD	7.80814042320365
TMSB10	11.7496630302566
CXCL3	4.34466636918692
LMAN1	4.19314496639154
SUHW1	3.51024189870496
CHD8	5.76117603639866
SUMO1	7.14856517764636
GP1BA	3.28345013927885
OR7A10	3.76750507009996
DDB1	6.81321997529836
CHRNA10	3.64034534645822
STYK1	3.62339224917352
MYO9B	4.2840608716676
CCNI	9.72389973054222
MMP7	11.0560730597069
EP300	5.00531649471034
CRNKL1	5.82395561203365
C9orf45	3.39871929720317
XAB2	3.82056902112381
RTN1	3.99572713310987
HIC2	4.09533182511741
TBX10	3.6809042784588
CENPQ	4.23444207018941
UTY	3.18659003662676
OR2W1	2.87735744070567
ATP5G2	9.815988511133
ZEB1	3.64437078015028
ZG16	3.70899491306817
ERG	4.56533559441853
PARN	7.76958737417237
SOD2	7.25903160859495
JOSD3	8.8694370203667
ADAM5P	3.09597015257836
CHD9	5.2880675149565
hCG_40738	3.88534960300805
STK16	5.17894031034612
PDE1C	4.04199612778535
SEMA4D	5.50566293054385
AGPAT1	5.075907691465
TOB2	5.14882969041026
BANK1	4.95761840923650
MAP3K3	5.24479235961044
MAX	5.29780740213074
GRM2	3.74703015603969
OSBPL8	6.47446646413263
PROSC	6.30768166144529
NR4A2	4.4965550293755
RICS	3.80411989113116
PIR	6.88188393396784
PPCS	8.73181081272247
IPO9	6.80494387379642
LONP1	6.62565979887441
EVC	3.88067557942227
CXCL13	4.08897274645657
SCYL3	4.89061209455767
KIAA1199	3.27069811348854
SORL1	8.005608959585
NAT10	6.32076887898444
CHD1	5.53989241720185
SYN3	3.50869643942422
DMC1	4.24453195034689
SLC22A2	3.3993366049931
SERPINF1	6.12972181062364
C20orf27	4.99345231711306
OR7A17	3.32731456725755
RPS6KA5	5.06691135151464
LHB	3.30699382654377
TAOK3	4.61283734591069
STK25	4.9925874556434
SLC12A4	3.79118952349134
BRCA1	3.39859927431786
GBL	5.57949100124997
C14orf108	8.43220467741883
CDC25B	6.21373775095942
BMP3	3.30595039904781
MAP1LC3C	3.31148946100670
TMEM180	3.67708408562209
CRYGC	3.81805131126907
SLK	6.70284652488775
POU3F1	3.24823046075436
C20orf32	3.84902457630001
USP52	5.6464630163919
HIGD1B	3.70709483719276
BAZ1B	6.45760294124595
USP6NL	4.87783557803549
SLCO2B1	4.47025670584790
ABCD4	4.4808202713893
DIMT1L	5.44108048441532
SLC25A46	6.56295949917506
LARP7	7.07830475342608
TEK	3.53288273284068
CD160	3.69896605340795
TERF2IP	7.62758642715105
