Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_C11_472014
Composite Element REF	Signal
AACS	6.48645157801712
FSTL1	7.8004416838882
ELMO2	5.09940399762451
CREB3L1	3.33507926577302
RPS11	9.44971667170447
PNMA1	7.6246608295328
MMP2	6.99002075500008
SAMD4A	3.64067477536138
SMARCD3	6.33554260295428
A4GNT	3.70623673014427
C9orf39	3.69828531088348
PKNOX2	3.61489616300122
RALYL	3.05214827693101
ZHX3	4.32149174331676
ERCC5	6.28545033792352
RXFP3	2.97824637152839
APBB2	4.47416601496948
BBOX1	9.07606677118513
PRO0478	3.11572950713746
GCSH	8.63972644338727
XDH	3.41281738771631
EDN1	3.96104760537825
MTERF	6.75248242957327
PDCL3	7.40132563477713
CLK4	6.25226219914879
KCNG1	3.60455368151374
CXCR4	8.55571064979217
DECR1	8.06054933060778
SALL1	3.1973410449776
PTPRR	6.2850492496483
CADM4	3.41914920013769
IRAK1	8.7724827196924
CFHR5	3.14149303443004
HNRPD	7.8949365218343
TMSB10	11.8177685840697
CXCL3	4.23788870820673
LMAN1	5.55718414187863
SUHW1	3.15235788442122
CHD8	6.41081581871056
SUMO1	8.53725182080165
GP1BA	3.36075976300259
OR7A10	3.51188062956972
DDB1	7.45504308286662
CHRNA10	3.46995972452378
STYK1	4.22290793320997
MYO9B	4.05320469308133
CCNI	9.7726478258102
MMP7	8.77748509315297
EP300	6.2061179953094
CRNKL1	6.9975492305804
C9orf45	3.39496843223191
XAB2	3.98488395448304
RTN1	4.30608937157719
HIC2	3.72561578649385
TBX10	3.43480610836654
CENPQ	4.37640854250418
UTY	3.19078184061377
OR2W1	2.87096094400218
ATP5G2	10.3356858406767
ZEB1	3.28091898391215
ZG16	3.70287875054185
ERG	3.57613312155613
PARN	7.49464186871747
SOD2	5.39543895173542
JOSD3	8.20389251252223
ADAM5P	3.10162260605226
CHD9	5.99274700450992
hCG_40738	4.23607523047452
STK16	5.77790853124225
PDE1C	3.36098434988537
SEMA4D	5.63756128481075
AGPAT1	6.12080597019656
TOB2	6.09854345115051
BANK1	5.5536295282613
MAP3K3	5.80634134258782
MAX	5.34494899357316
GRM2	3.66437924775146
OSBPL8	7.6381961455048
PROSC	6.08790806597667
NR4A2	5.24601176739005
RICS	4.25343664684947
PIR	5.63620297846800
PPCS	9.08708192021137
IPO9	6.40098142551261
LONP1	6.16809945497092
EVC	4.34185824512277
CXCL13	5.42367286507984
SCYL3	5.39486065408133
KIAA1199	5.82990086636422
SORL1	7.07720461776285
NAT10	7.68007832072057
CHD1	6.50816507728504
SYN3	3.36234237549558
DMC1	3.9843407456767
SLC22A2	3.45248005681305
SERPINF1	5.80410501809557
C20orf27	5.19380356077603
OR7A17	3.33183405520085
RPS6KA5	4.04854125261497
LHB	3.62350120696467
TAOK3	4.81527471321998
STK25	6.75661556764082
SLC12A4	3.66877031334024
BRCA1	3.53990412820933
GBL	4.55292901843286
C14orf108	7.46321440092797
CDC25B	6.13214982009581
BMP3	3.10759112163954
MAP1LC3C	3.41657759850247
TMEM180	3.3278987927871
CRYGC	3.7400874826886
SLK	6.1508105201269
POU3F1	3.18151110699105
C20orf32	3.95480795074227
USP52	5.6850230309881
HIGD1B	3.97275809794342
BAZ1B	7.98273765268833
USP6NL	5.8633564684984
SLCO2B1	4.29758409521392
ABCD4	4.16090822872258
DIMT1L	7.03322385551478
SLC25A46	7.46376095522814
LARP7	7.47079017508199
TEK	3.30999848378535
CD160	3.41074285501197
TERF2IP	8.41697401353445
PHF20	6.08833762371083
COL1A1	5.64810914094902
KIAA0090	5.1128091795464
GTPBP1	4.42657816103895
GRK5	3.57324695498612
AP1S2	5.87313306981554
RAB33B	4.16008330004655
CA11	4.12435926194839
ALDOC	4.22797678472815
NUDT1	4.87566790165217
ZNF212	5.75350445563498
ACBD3	7.828688055192
ZNF83	7.32854715273611
PRDM2	4.59619248653306
GDPD5	3.79444620934844
PDCD4	5.91290961434059
CEP350	5.35533738395971
FOXP3	3.18252938513921
SMYD3	6.35109182032096
CST7	4.45114167241164
SELL	5.39515519374765
CIAO1	6.4221878583813
LGI2	3.99141034565105
WDR45	6.8300992909026
ANKRD6	7.90737876028936
LTBP4	3.95917197724542
PSCD3	3.24283436460922
PYY	3.15809775295248
KCNC1	3.16653257560055
SIRT6	3.60722441794021
CCL19	3.58553486008745
ARHGEF9	4.19611926206633
ABR	4.11375519941922
C10orf22	6.11970897501
STK17A	4.10249221122095
FOXE1	3.23465782695638
GML	3.3506202330427
CNGA3	3.09785965816669
CD38	4.07861748138957
ZDHHC6	6.72284942187158
NEFH	3.28270823841002
PGBD5	3.69528033761056
CTDSP2	6.81181857589157
RMND5B	6.16525557667194
ZNF257	3.84425224998373
DUSP4	3.57921855569321
FLJ22167	6.67132952456374
EXOSC7	7.44982319896529
ROR2	4.12413567200085
FOXM1	5.43693553798205
ZBTB48	4.03148263620196
BUD31	8.36705622038663
MAOA	4.27158940568449
CCDC41	4.27320441346317
TNNT3	3.92697231310839
FBXO11	5.70407808939841
GYPC	5.27289655948464
PLIN	3.42179967794664
RFXAP	3.69129167349626
C6orf15	3.76484406059769
RNF4	9.28932535172881
F8A1	7.9019391896045
PPP1R3D	4.3857577573574
GRB2	7.59911104552158
TPM3	3.13554568998913
SYT13	3.99540539821901
EPB42	3.36790447054395
RP5-1077B9.4	4.43524193795972
EIF1	9.60511312155863
CETN3	6.6437068185497
FPGT	6.0218170247463
PRY	3.3286419233995
NTHL1	4.09915290405233
POLR2B	9.24925410251146
RPS28	11.2634709464044
GDF10	3.04040645414121
COQ9	7.33802074878481
P2RX3	2.7608643810791
GCC2	7.46163531515857
RARRES3	9.32743504973146
PLXNA1	5.28644284122546
WBP4	4.0821591140443
KIAA0100	5.86357577091676
PMF1	6.75935203411844
HS2ST1	5.34715499978983
CRELD2	6.19870251412085
C8G	2.97655643222826
CD82	5.77092465765839
PMM1	4.93641176338653
CBLL1	4.49809357244825
LIM2	3.2888622732205
VAX2	3.22642410002595
SETDB1	5.43368399839242
LRAP	7.38574920128153
GCLM	6.35736178765628
CPEB3	3.82027149524564
PPM1A	5.61970203116579
INTS1	3.73059638372952
MMP16	3.21106987746782
CAMTA1	3.67345056074109
SAMSN1	5.85753286921842
