Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D09_452058
Composite Element REF	Signal
AACS	6.57602087293292
FSTL1	8.20710535229132
ELMO2	5.28401270623955
CREB3L1	4.09559131048934
RPS11	9.43423154333602
PNMA1	7.40477465006115
MMP2	6.95275795179416
SAMD4A	3.68147692382789
SMARCD3	4.48517605467163
A4GNT	3.66391668610242
C9orf39	3.03388286498611
PKNOX2	4.19644214022627
RALYL	3.32235248564306
ZHX3	4.34582765992299
ERCC5	6.37936170789884
RXFP3	3.05943985759118
APBB2	3.59944537080422
BBOX1	7.42866405226422
PRO0478	3.28285427420516
GCSH	7.29006034195821
XDH	4.14467271117966
EDN1	4.46189031265585
MTERF	5.57377776200737
PDCL3	6.70253712197799
CLK4	5.91459042740686
KCNG1	4.10855077736116
CXCR4	7.316127651539
DECR1	7.81300492331211
SALL1	3.26033711846450
PTPRR	3.40505327544903
CADM4	3.48995597393874
IRAK1	8.35469180956234
CFHR5	3.43418572099039
HNRPD	7.9089679338691
TMSB10	11.6789489864449
CXCL3	4.8453530804504
LMAN1	3.57186140656559
SUHW1	3.53488239791054
CHD8	6.98442002345193
SUMO1	8.30386239190916
GP1BA	3.56219560050206
OR7A10	3.75187254287029
DDB1	7.7781031045582
CHRNA10	3.71967583327122
STYK1	4.62172101611841
MYO9B	4.56630122186171
CCNI	9.98510761014897
MMP7	6.53320257558834
EP300	6.55941536977823
CRNKL1	6.47938655214074
C9orf45	3.20759155422609
XAB2	4.295730405414
RTN1	3.69151745428522
HIC2	4.67371505335997
TBX10	3.58191886846783
CENPQ	3.91328562116952
UTY	3.13450653902274
OR2W1	2.84208087726486
ATP5G2	9.65883089597667
ZEB1	3.44258528466203
ZG16	3.47658565662454
ERG	3.45257280746491
PARN	7.0158822218643
SOD2	7.28023611138852
JOSD3	7.84857728857252
ADAM5P	3.21479889693252
CHD9	5.43740526997311
hCG_40738	4.11103025501354
STK16	5.63384998788557
PDE1C	3.59351126030545
SEMA4D	5.21532888109871
AGPAT1	5.64782717874939
TOB2	7.057695642154
BANK1	4.73766532504421
MAP3K3	5.79600781354956
MAX	4.53906258637987
GRM2	3.85643730725548
OSBPL8	6.01214676288149
PROSC	5.60337902246262
NR4A2	4.29252118251214
RICS	5.03084609759342
PIR	4.29646116035164
PPCS	8.29591113257395
IPO9	6.1175801695367
LONP1	6.77067488086321
EVC	4.84205401422785
CXCL13	5.23507375469509
SCYL3	5.15955156274318
KIAA1199	5.41587416720061
SORL1	6.8204250866422
NAT10	6.98389864004477
CHD1	5.33538435711929
SYN3	3.39654037147583
DMC1	3.96761044818829
SLC22A2	3.80459604272219
SERPINF1	6.87503686163298
C20orf27	5.29926406507957
OR7A17	3.14844042869917
RPS6KA5	4.26153413796591
LHB	3.29544077445269
TAOK3	4.32679359434354
STK25	5.91836811518683
SLC12A4	3.77367629326637
BRCA1	3.63912814615911
GBL	4.71501024137054
C14orf108	7.28050658059086
CDC25B	6.76210593389851
BMP3	3.30079172162265
MAP1LC3C	3.17498052547592
