Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B09_433718
Composite Element REF	Signal
AACS	6.39220485983748
FSTL1	7.48478049445494
ELMO2	6.08458880087530
CREB3L1	4.50191928637199
RPS11	9.96949631157514
PNMA1	7.75322593218629
MMP2	7.30271909842818
SAMD4A	4.28002550679928
SMARCD3	7.28266016918382
A4GNT	3.80423798350145
C9orf39	3.70335032498048
PKNOX2	5.43041477680186
RALYL	3.14687767066454
ZHX3	4.15090563319773
ERCC5	7.43060032355494
RXFP3	2.90346706305835
APBB2	3.87597315058005
BBOX1	6.96725599142634
PRO0478	2.97169273125227
GCSH	8.07440707396028
XDH	4.11170417452607
EDN1	4.48411938789114
MTERF	5.8776740325207
PDCL3	8.37213028350786
CLK4	5.7853921004979
KCNG1	3.43561812627894
CXCR4	6.68695312787605
DECR1	7.39271256841218
SALL1	3.43499528933806
PTPRR	3.51683039821209
CADM4	3.42729928729214
IRAK1	8.84771421581937
CFHR5	3.2437806515594
HNRPD	8.35172552999124
TMSB10	12.1881854108496
CXCL3	4.18807536357857
LMAN1	4.07590459127569
SUHW1	3.42357182636277
CHD8	6.16127153394814
SUMO1	8.66350479242763
GP1BA	3.10043231877827
OR7A10	4.1849497793345
DDB1	7.42611269802742
CHRNA10	3.80297520425977
STYK1	3.28866277992417
MYO9B	4.28127989934606
CCNI	10.4874773434158
MMP7	9.1193179500741
EP300	6.24943698462175
CRNKL1	6.4306941087418
C9orf45	2.94777666016668
XAB2	4.63761666940234
RTN1	3.23499104636215
HIC2	4.02320189410963
TBX10	3.65953551602748
CENPQ	4.7406210595671
UTY	3.26067924590081
OR2W1	2.82755553282494
ATP5G2	10.2683528139517
ZEB1	3.78733058581079
ZG16	3.33085603129242
ERG	3.67523324933921
PARN	6.89923594579463
SOD2	5.82119649727427
JOSD3	8.35551375396014
ADAM5P	3.2687241668767
CHD9	6.6956590493236
hCG_40738	3.67874325514422
STK16	6.27011492697774
PDE1C	3.76447873045793
SEMA4D	5.62243125582182
AGPAT1	6.05921125790007
TOB2	6.00129152738374
BANK1	3.20182673803523
MAP3K3	5.28739858743263
MAX	4.60418026151341
GRM2	3.70030985216541
OSBPL8	7.35619873076457
PROSC	6.22085358465784
NR4A2	6.05681232652502
RICS	5.56894754387131
PIR	7.86260378083443
PPCS	8.94085679270543
IPO9	6.49679296018437
LONP1	7.98646930183639
