Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_A08_547388
Composite Element REF	Signal
AACS	6.80476056654111
FSTL1	8.43793490049167
ELMO2	5.2581461835102
CREB3L1	3.95179045404183
RPS11	9.68771195178205
PNMA1	7.46315501834281
MMP2	6.51464531774789
SAMD4A	3.87298085696493
SMARCD3	4.95113430187051
A4GNT	3.52147152606476
C9orf39	3.47292071852404
PKNOX2	3.68439036387468
RALYL	3.32215110475183
ZHX3	4.70996220260458
ERCC5	5.7259419080369
RXFP3	3.10271389510998
APBB2	4.12700940431304
BBOX1	5.89532334416927
PRO0478	3.00946917789793
GCSH	7.46318583272045
XDH	4.79216722193774
EDN1	6.66874207693075
MTERF	6.60053760319319
PDCL3	6.77314272892008
CLK4	6.73452936468787
KCNG1	3.36550026580134
CXCR4	9.21234661321722
DECR1	8.44469897514675
SALL1	3.01009455176545
PTPRR	3.40394053061795
CADM4	3.33921785152247
IRAK1	9.52009876797695
CFHR5	3.44628735683575
HNRPD	8.0038476200426
TMSB10	11.9144790241422
CXCL3	5.0663413411918
LMAN1	4.47119467588633
SUHW1	3.29975343769162
CHD8	5.2832005729982
SUMO1	7.65079637446107
GP1BA	3.33841227614089
OR7A10	3.98906259826165
DDB1	7.2546711168806
CHRNA10	3.85326043409122
STYK1	4.15716803821895
MYO9B	4.3984373580619
CCNI	10.0705812150095
MMP7	8.14137344181691
EP300	6.07519430917525
CRNKL1	5.61806427817804
C9orf45	3.21367368363988
XAB2	3.93840532620515
RTN1	3.8567342109517
HIC2	3.82974576470214
TBX10	3.61208095942209
CENPQ	4.06312381310809
UTY	3.18615535653836
OR2W1	2.90745614714717
ATP5G2	10.2514597284839
ZEB1	4.03602516914778
ZG16	3.5115788249066
ERG	4.29552359214391
PARN	6.18947440683267
SOD2	8.61396376598737
JOSD3	7.73125076079535
ADAM5P	3.10067789692927
CHD9	5.98953326768899
hCG_40738	3.97882521418469
STK16	4.52720315013227
PDE1C	3.672355737902
SEMA4D	5.81320000823455
AGPAT1	5.69934316347544
TOB2	5.6208369744054
BANK1	4.76865885573054
MAP3K3	5.60927456959373
MAX	4.91555957387772
GRM2	3.58010372942252
OSBPL8	7.15797228414724
PROSC	5.75406164719296
NR4A2	6.87311804643603
RICS	6.30866899076103
PIR	5.74941578529861
PPCS	8.66993909696646
IPO9	6.38958224023071
LONP1	7.49469972522743
EVC	4.09246149702166
CXCL13	4.68337374932003
SCYL3	5.3285708459856
KIAA1199	7.47263903389463
SORL1	8.64440213825785
NAT10	6.49897808863814
CHD1	6.6661081447108
SYN3	3.46738713696056
DMC1	4.18775241921846
SLC22A2	3.58106826327247
SERPINF1	7.37650181057581
C20orf27	4.83292168276284
OR7A17	2.90820623609307
RPS6KA5	4.86484045741069
LHB	3.51660668932855
TAOK3	5.04636001070622
STK25	5.64847662981079
SLC12A4	3.58458500674704
BRCA1	3.91996387016072
GBL	4.57434983948267
C14orf108	6.5478139190108
CDC25B	6.87991496053199
BMP3	3.25455160983461
MAP1LC3C	3.29093160248805
TMEM180	3.46368463466085
CRYGC	3.58667752382903
SLK	6.23936748442031
POU3F1	3.28566015214053
C20orf32	3.88555832684191
USP52	5.90294069103053
HIGD1B	4.17618684819639
BAZ1B	7.0197722563887
USP6NL	5.14654474878798
SLCO2B1	4.16279435897056
ABCD4	4.4198474371833
DIMT1L	6.25953984633928
SLC25A46	6.72214993785086
LARP7	7.04977145762784
TEK	3.617921401797
CD160	3.65205390088097
TERF2IP	7.4743455244658
PHF20	5.82295810478822
COL1A1	7.52309432674733
KIAA0090	6.19276402054007
GTPBP1	4.19386310370270
GRK5	4.20624769432215
