Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A07_451958
Composite Element REF	Signal
AACS	6.81610446383864
FSTL1	7.35313174564384
ELMO2	5.81759441292714
CREB3L1	4.15972416022943
RPS11	9.82973144380763
PNMA1	7.53806504555972
MMP2	7.56329788412719
SAMD4A	3.64763353791194
SMARCD3	5.20938152157385
A4GNT	3.57697534206996
C9orf39	3.34028056620059
PKNOX2	3.82719711759733
RALYL	3.13474638543449
ZHX3	4.46822640404487
ERCC5	6.21172940050884
RXFP3	2.87934374224864
APBB2	4.04002394235535
BBOX1	6.45838858904877
PRO0478	3.13389757927537
GCSH	8.12615272330612
XDH	3.83181731268892
EDN1	5.22170850537344
MTERF	6.91297154302214
PDCL3	7.58115356478421
CLK4	5.59079900619591
KCNG1	4.19864571822158
CXCR4	8.29978291771888
DECR1	7.86124710060481
SALL1	3.30997725816353
PTPRR	3.39527785727465
CADM4	3.43491705004809
IRAK1	9.18706703645763
CFHR5	3.14747946927149
HNRPD	8.04805842514351
TMSB10	11.6706069806288
CXCL3	3.75674840222958
LMAN1	4.32373745556726
SUHW1	3.36721516361799
CHD8	6.01723999914505
SUMO1	8.28678630610673
GP1BA	3.11909262725782
OR7A10	3.75492398750301
DDB1	7.80928347436132
CHRNA10	3.58543182235736
STYK1	3.72378278963373
MYO9B	4.21891423151483
CCNI	9.82039440862761
MMP7	7.2786432798947
EP300	7.11919175463119
CRNKL1	6.66874240149032
C9orf45	3.03027445463959
XAB2	4.50022457168211
RTN1	4.13002060445401
HIC2	4.09874679133048
TBX10	3.5954555491759
CENPQ	4.44701926498604
UTY	3.07498925463066
OR2W1	2.91540484232785
ATP5G2	9.60127931861954
ZEB1	4.09956628613798
ZG16	3.49843473418194
ERG	3.60558644624392
PARN	7.07404801347916
SOD2	6.39695081980584
JOSD3	8.18883224060601
ADAM5P	3.21311549540056
CHD9	6.59283988935108
hCG_40738	3.87297625558612
STK16	5.0404827102164
PDE1C	3.590512241099
SEMA4D	5.109849460498
AGPAT1	6.34605458319995
TOB2	6.6007412982451
BANK1	6.12498503488872
MAP3K3	5.5726910913904
MAX	4.97798026339231
GRM2	3.56829677020338
OSBPL8	6.38004193319616
PROSC	5.61247675065623
NR4A2	4.83898286434906
RICS	5.73697608506976
PIR	6.55245193326494
PPCS	9.76953844533933
IPO9	5.78614387188139
LONP1	6.6086689205636
EVC	4.72544624904501
CXCL13	4.07416547758461
SCYL3	6.29131208656421
KIAA1199	6.75574629347825
SORL1	8.95708822198072
NAT10	6.56800619287255
CHD1	5.63805480707129
SYN3	3.36798149889517
DMC1	3.88537781321252
SLC22A2	3.43460926766753
SERPINF1	7.59709471072093
C20orf27	5.39529511825587
OR7A17	3.14796321097681
RPS6KA5	5.23805728797865
LHB	3.50672572933136
TAOK3	5.88469102196424
STK25	5.95047909705878
SLC12A4	3.75691419927981
BRCA1	3.2854734796571
GBL	5.08689684661894
C14orf108	7.91121559251066
CDC25B	5.80586055276166
BMP3	3.24343754352696
MAP1LC3C	3.22434089683936
TMEM180	3.54924049161759
CRYGC	3.48968384281957
SLK	5.98215376130976
POU3F1	3.14355293005073
C20orf32	3.88754192972164
USP52	5.02890782384255
HIGD1B	3.86429630382478
BAZ1B	6.71779678792637
