Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A12_458794
Composite Element REF	Signal
AACS	7.3756767618595
FSTL1	6.60775438356542
ELMO2	5.75528175991778
CREB3L1	3.61408321385868
RPS11	9.63478180893079
PNMA1	8.55676318076498
MMP2	5.54680216387133
SAMD4A	3.50503726054365
SMARCD3	6.51174565759042
A4GNT	3.45973077489209
C9orf39	3.1549807701248
PKNOX2	4.17967314373547
RALYL	3.1437221591228
ZHX3	4.4443209765267
ERCC5	6.19842031086705
RXFP3	2.89792870907058
APBB2	3.33493078645754
BBOX1	4.39414995383556
PRO0478	2.83623849557326
GCSH	8.42391889296942
XDH	3.43024835143577
EDN1	3.64833245453620
MTERF	6.90136253942838
PDCL3	8.00265451635875
CLK4	5.81078352019235
KCNG1	4.02186106844455
CXCR4	9.80968316160503
DECR1	7.51484489702585
SALL1	3.08879858859255
PTPRR	3.29384192395406
CADM4	3.55459482348839
IRAK1	9.01578117908887
CFHR5	3.56931269273565
HNRPD	8.72829754700515
TMSB10	11.9487253789442
CXCL3	4.20994071002850
LMAN1	3.86027391877078
SUHW1	3.26504096456142
CHD8	5.18234949158017
SUMO1	8.28921529607776
GP1BA	3.30928815758097
OR7A10	3.65456807372294
DDB1	7.39786248033835
CHRNA10	3.58225191712719
STYK1	3.50996040339447
MYO9B	4.82511047471905
CCNI	9.85790574779028
MMP7	10.2731123345774
EP300	5.53654544562886
CRNKL1	6.33524558808955
C9orf45	3.07419766010014
XAB2	3.49904319467345
RTN1	3.24430706640125
HIC2	3.90212739794796
TBX10	3.66487192658083
CENPQ	4.56759754560941
UTY	3.12289701573281
OR2W1	2.94133566024401
ATP5G2	10.9569609161472
ZEB1	3.15460243513604
ZG16	3.56622444612373
ERG	4.17300303318047
PARN	7.22798588903963
SOD2	7.97263672460027
JOSD3	8.7327652069179
ADAM5P	3.15082415235263
CHD9	5.0987161154613
hCG_40738	3.70620183866002
STK16	5.03273015734754
PDE1C	3.5963873546772
SEMA4D	4.98780985052841
AGPAT1	5.07350010252254
TOB2	5.42296685649527
BANK1	2.99719705739016
MAP3K3	4.68720992310628
MAX	5.10814538712958
GRM2	3.91142655112031
OSBPL8	6.29454727427954
PROSC	6.90794146247318
NR4A2	5.04803846324415
RICS	3.89119769327515
PIR	5.04106202441001
PPCS	9.14840380880104
IPO9	6.28522158167257
LONP1	6.18980721915513
EVC	3.82859954685220
CXCL13	4.5315769534295
SCYL3	4.99179290581393
KIAA1199	4.01644429195332
SORL1	8.8199904692925
NAT10	7.18953262059942
CHD1	6.55359976614973
SYN3	3.67105649323724
DMC1	3.99209374497693
SLC22A2	3.67550581447007
SERPINF1	5.12753028480971
C20orf27	6.02111400697248
OR7A17	3.17312155783968
RPS6KA5	3.90090300591688
LHB	3.54313014118454
TAOK3	4.84964543083176
STK25	5.46334875124358
SLC12A4	3.68945077460710
BRCA1	4.71393236387793
GBL	6.17324449591072
C14orf108	7.93861925563735
CDC25B	7.70150149218232
BMP3	3.38760257814208
MAP1LC3C	3.29398880101713
TMEM180	3.34282775647917
CRYGC	4.28177144830237
SLK	6.07648241672073
POU3F1	3.16368698572256
C20orf32	3.95618310553627
USP52	5.55411957741886
HIGD1B	3.80901286455266
BAZ1B	5.44241127150677
USP6NL	5.73385423988895
SLCO2B1	3.83656972894638
ABCD4	4.51630911838599
DIMT1L	6.7067920341588
SLC25A46	8.32474846588342
LARP7	7.86740845961778
TEK	3.49136528635831
CD160	3.70393408622617
TERF2IP	6.49346091814499
PHF20	6.20687902779943
COL1A1	5.29587723044429
KIAA0090	6.09846538403671
GTPBP1	4.18606102757102
GRK5	3.54106482060114
AP1S2	3.87780375705883
RAB33B	4.21584252952428
CA11	4.03878890961433
ALDOC	6.52787009831724
NUDT1	6.10163991674054
ZNF212	5.77131848736214
ACBD3	7.22207834683147
ZNF83	5.72765834217394
PRDM2	4.52003772351373
GDPD5	4.6565364827329
PDCD4	6.07132896434387
CEP350	5.41844058774908
FOXP3	3.30489744551996
SMYD3	6.97257914537121
CST7	4.69940597026712
SELL	3.63423675005866
CIAO1	6.45356880982605
LGI2	3.7725349717819
WDR45	7.50610863365011
ANKRD6	7.3031289652344
LTBP4	4.19274626468603
PSCD3	3.23572546488979
PYY	3.25361986510742
KCNC1	3.0441404382811
SIRT6	3.80087828084501
CCL19	3.74804970172759
ARHGEF9	4.03593139871858
ABR	4.62038943632185
C10orf22	6.14654179673383
STK17A	5.0203280651362
FOXE1	3.3693747619797
GML	3.22401978575569
CNGA3	3.08427574251915
CD38	3.91268151483931
ZDHHC6	7.46247543769113
NEFH	7.70194951762255
PGBD5	3.38903901994487
CTDSP2	7.06423144472041
RMND5B	5.37745507778372
ZNF257	6.85446199825838
DUSP4	4.76018532594475
FLJ22167	6.00447937828768
EXOSC7	7.32272037335667
ROR2	3.97244136656354
FOXM1	6.4999254263915
ZBTB48	4.69808221277053
