Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_C03_433708
Composite Element REF	Signal
AACS	7.22421060591033
FSTL1	8.78315841835933
ELMO2	6.21834934579992
CREB3L1	3.50423587584424
RPS11	10.0144199842482
PNMA1	7.2354788985679
MMP2	6.79860370470255
SAMD4A	3.66996276997348
SMARCD3	5.70060893914476
A4GNT	3.84022788237853
C9orf39	3.67213330610807
PKNOX2	3.94017476361964
RALYL	3.48367926077733
ZHX3	4.22998934846836
ERCC5	7.26757610466702
RXFP3	2.78661452713238
APBB2	4.02569465904458
BBOX1	4.6035107821642
PRO0478	2.86126906443649
GCSH	8.24192250600211
XDH	3.92698877603634
EDN1	3.94635214345289
MTERF	6.62065522424278
PDCL3	7.547162838222
CLK4	4.809671093123
KCNG1	4.81491939261697
CXCR4	7.47879627641985
DECR1	7.42652748827079
SALL1	4.8542428281059
PTPRR	3.24218571314164
CADM4	3.36552509526293
IRAK1	8.57622632857532
CFHR5	3.27577313621572
HNRPD	9.06148524363335
TMSB10	12.3191544458892
CXCL3	3.96351278868453
LMAN1	4.00099595164416
SUHW1	3.49359260336714
CHD8	7.3760126160127
SUMO1	8.7915735883302
GP1BA	3.15395336496668
OR7A10	4.02689520165138
DDB1	7.72049258679433
CHRNA10	3.72769905371952
STYK1	4.18808049628538
MYO9B	4.58042799607148
CCNI	10.7091739689154
MMP7	7.94199064336893
EP300	6.41075320469735
CRNKL1	6.54680593117126
C9orf45	3.21936530136370
XAB2	4.91004657709257
RTN1	3.31505652771203
HIC2	4.21489284737817
TBX10	3.67759115500989
CENPQ	4.41235857657992
UTY	3.14358142170738
OR2W1	2.92277084431465
ATP5G2	10.2490698948002
ZEB1	3.47414558661129
ZG16	3.39346089981801
ERG	3.44401392983234
PARN	6.65356750031733
SOD2	5.35774045173767
JOSD3	6.54791814937388
ADAM5P	3.26306871596466
CHD9	6.48172171939237
hCG_40738	4.32259097009398
STK16	5.25825043858608
PDE1C	3.74060407627087
SEMA4D	5.95006975446178
AGPAT1	6.05399115515548
TOB2	6.59398863396626
BANK1	3.17486428636341
MAP3K3	5.54802213694965
MAX	4.76083545491463
GRM2	3.58972131462277
OSBPL8	7.818720933191
PROSC	6.42915283436705
NR4A2	5.48004687127495
RICS	4.96894130219346
PIR	5.22890468843053
PPCS	9.21223913593357
IPO9	7.27100116331008
LONP1	7.97280366508202
EVC	4.87387953474225
CXCL13	5.08496211120013
SCYL3	5.07240594585293
KIAA1199	6.11912809853819
SORL1	7.51619163610948
NAT10	6.28151946902485
CHD1	6.44528113432905
SYN3	3.51736398595012
DMC1	4.08934169116034
SLC22A2	3.58913072177194
SERPINF1	6.64526779297039
C20orf27	5.98741512929494
OR7A17	3.16715625380087
RPS6KA5	3.89053853011593
LHB	3.16025568003220
TAOK3	5.60001439702756
STK25	6.2972776215625
SLC12A4	3.79114569484615
BRCA1	5.30160308519035
GBL	5.23682953000309
C14orf108	7.65109276107813
CDC25B	7.58846920395168
BMP3	3.09841365823129
MAP1LC3C	3.50401748164487
TMEM180	3.47483961731619
CRYGC	3.50559727459266
SLK	7.14737388148153
POU3F1	3.21820476335899
C20orf32	3.79931769303258
USP52	5.54038490720376
HIGD1B	3.65653506435802
BAZ1B	6.96550256883842
USP6NL	6.0715441958465
SLCO2B1	3.84785459344702
ABCD4	4.24321684795099
DIMT1L	5.38998417297343
SLC25A46	5.50913093488803
LARP7	7.29729077747665
TEK	3.35439655900354
CD160	3.70717869207033
TERF2IP	7.06102700732073
PHF20	5.82654674170383
COL1A1	6.33451280808097
KIAA0090	6.54045112742574
GTPBP1	4.27941547229042
GRK5	3.9309249838057
AP1S2	5.77030789866188
RAB33B	4.64529231412129
CA11	4.5969663433982
ALDOC	5.0230659888785
NUDT1	5.01145744316936
ZNF212	5.27026067440651
ACBD3	8.2724881210421
ZNF83	6.15305453889625
PRDM2	4.82158277780307
GDPD5	5.24817427839077
PDCD4	6.91570380484436
CEP350	6.44796439130379
FOXP3	3.24345207134693
SMYD3	7.24626509498046
CST7	4.33310538328578
SELL	3.96799198556682
CIAO1	6.2954727249882
LGI2	4.62787404214137
WDR45	6.22182884697131
ANKRD6	7.8722545965575
LTBP4	3.63705797247453
PSCD3	3.08112369601561
PYY	3.15044658502832
KCNC1	2.99589883944527
SIRT6	3.9835490328928
CCL19	3.89442673450047
ARHGEF9	4.33838180666407
ABR	4.68151767284207
C10orf22	6.79712042958464
STK17A	5.31980605772484
FOXE1	3.38538861527979
GML	3.19948678819258
CNGA3	2.94763212277789
CD38	4.48851194146071
ZDHHC6	8.70894451672764
NEFH	3.44261869278617
PGBD5	6.44234735595037
CTDSP2	7.23632096492251
RMND5B	4.87436267236323
ZNF257	4.08700630683517
DUSP4	4.14650854686471
FLJ22167	5.55979273949585
EXOSC7	6.2136238515354
ROR2	4.10914820518736
FOXM1	6.39360308342584
ZBTB48	4.65183455595766
BUD31	8.48964673005316
MAOA	5.8639736440708
CCDC41	4.65278677888126
TNNT3	3.84079482393296
FBXO11	6.61824265768781
GYPC	7.2170514288862
PLIN	3.44728505763195
RFXAP	3.33881987952751
C6orf15	3.496206106995
RNF4	8.61775631993616
F8A1	8.1947132769996
PPP1R3D	5.15077411525643
GRB2	7.61247202610278
TPM3	3.50581954789709
SYT13	4.39449579667433
EPB42	3.4311273554412
RP5-1077B9.4	5.64433931132905
EIF1	10.4705639277867
CETN3	6.78268243530107
FPGT	5.16406509509753
PRY	3.41923845958477
NTHL1	5.34245560193927
POLR2B	8.77590731690092
RPS28	11.7676424619019
GDF10	3.40078330190099
COQ9	8.36131480534944
P2RX3	2.84936921028552
GCC2	7.5103598664641
RARRES3	6.13424346108515
PLXNA1	6.18740886234707
WBP4	4.55043421456247
KIAA0100	6.2873505333097
PMF1	7.29050995897072
HS2ST1	6.49914017896365
CRELD2	6.1175359412271
C8G	3.2741272969984
CD82	6.20422515062506
PMM1	5.08841462317931
CBLL1	5.12722089691374
LIM2	3.26289085050588
VAX2	5.39448428299908
SETDB1	5.02813050278079
LRAP	3.21417531992434
GCLM	6.46031440123388
CPEB3	3.21836531107069
PPM1A	5.20204458699896
INTS1	3.96455010471909
MMP16	3.09720641035228
CAMTA1	4.82134911428668
SAMSN1	4.6209835881584
DRD3	2.68044322978909
GMPPA	5.47301228826225
C11orf73	5.26796436874938
AIPL1	3.56808832605146
PTP4A2	9.1940899758184
IL24	3.42416359717445
BDKRB1	3.30895389603387
HPCA	3.59323609186105
MLF1	6.89238976586488
SEC14L1	6.53028833008066
CHFR	5.70744834305979
EMILIN1	3.57068366805794
THADA	6.97075715831676
TAF12	4.93246348397848
NDUFS4	7.44027660603869
ID1	5.11733697632733
PIK3CB	3.90826891681455
COL18A1	7.56124190634777
PDZD3	3.38671006048683
TBC1D17	5.51034477389075
COX8A	9.90296083353597
CDCA4	6.2395313756448
C2orf44	5.56322583701596
C9orf16	7.97961115017184
ERBB2IP	8.06625641977523
EMX2	9.34516089168765
FUS	7.50030725130863
NIPSNAP3B	3.24036394684019
TF	3.17561944483381
CXorf56	5.20205490298381
CLCN4	3.76676808326977
PWP2	5.04051481683173
MMP15	4.26997886374115
MTMR14	5.66678441218018
NPR1	6.72880872779354
DNAL4	4.8595382934175
ELAC2	4.99254544796956
ASS1	10.6866383738757
IPP	5.70455971990632
TMEM59	9.21875359709455
POLR2J	8.5467161019344
SEC23IP	6.97049001613293
RGS4	3.98135701430292
UQCRC1	8.28506068263142
SNX6	6.93111026052279
DDX18	7.2729577654612
POLG	5.13128739370918
ADAM23	4.23301954848386
ZNHIT2	4.83670975065982
TFR2	3.38434782128793
NCDN	4.34412019338933
RAG1	3.14648120060366
POMT1	5.21026541575484
CYP1A1	3.54910908768658
SNAPC1	4.93956459816722
GNA11	5.26943933369933
CCDC52	2.84605311095559
CAPN1	7.00706235159667
DDHD2	7.02505623708378
UPF3A	7.08388846184865
LAGE3	5.82547853128142
GNRHR	3.05378836651593
UNC13B	5.1895191984626
TTLL4	5.32251973146338
PPBP	2.94472045998507
HTR3A	3.29098417626626
SDC2	6.92508669857642
ANKRD49	6.24091474959263
BTF3	9.89582181564349
COX7A2	11.2671034185465
SARS	8.37625789653502
C13orf18	3.36600878403414
CACNB1	3.99162849435333
QKI	5.54964121145191
SETMAR	5.39978119510771
LAMB4	3.48398966334306
MAN2B1	6.24477653898404
EML3	4.89420429940768
ACADL	3.2237486776158
OFD1	7.02968203062655
CGA	3.10017594898091
EIF3EIP	9.89618853333933
PEX16	5.15846715976843
GNG12	8.03090181856045
HABP4	4.79424758003322
CNTN2	3.62235048311906
ASNSD1	8.2749570608003
FUT4	4.04651488827472
DBH	3.49735350264411
CD53	6.12429946252708
HIST1H2BJ	3.58020484770181
TFAP2B	3.32559574010487
ACF	3.59384221362703
TMEM11	6.2192649937324
CDH8	3.24659187551859
C3orf32	3.42024796725495
AGPS	5.2211970890998
C4orf18	2.99211155642391
PCCB	7.06974115167796
IPO13	5.53564629968376
PECI	7.80725192534221
UNG	8.31121392724656
C6orf105	3.65030883609259
GSTP1	9.80226874432052
SUV420H1	7.78338755789502
ARHGAP15	3.54281544339994
LTBR	6.98047048743357
TDRKH	3.42699716685652
PSG4	3.40809996276010
SLC9A3R1	7.09086416600425
NBPF3	8.89817022653102
SLC9A3	3.51200340812332
OSBP	6.67278172693508
PRR5	4.53557072264993
CHMP7	5.44085801814287
ADRA1A	3.08456690522055
ASAH1	7.1224341806908
FKBP4	7.75825504030144
ZNF350	4.73275516830803
DOM3Z	4.87582133081658
GIPR	3.59508682543391
AHI1	4.49596490865909
BST1	3.89560902489191
NCR2	3.65887261645426
NADSYN1	5.06500353560887
UBE2W	6.33097239005531
RGS14	3.67406519157832
KRT15	4.72703360823
SCN11A	3.77268769006525
GFI1	3.65979342764532
FHL1	4.39572997453132
SMC6	7.0681068039635
GATA1	3.50454309966301
OSGEP	4.22241256773488
ARMC6	5.2757593564301
HK3	3.45613529477498
PSMD5	7.47158207139516
RSU1	6.94827578683412
RPL4	12.2410243319288
MAD2L1	7.82115113732035
RBPMS	5.82908898612072
EIF4A3	9.41469400903764
E4F1	4.47952002165454
DLEC1	3.47980344922381
PRPF3	6.60937535486444
EMR1	2.9829415411867
CHMP2B	7.51013406507834
CAMSAP1	4.75876639016469
RPS21	9.35941686930023
XCR1	3.06030886598551
ARID5A	4.36178531935177
RBM6	4.99775077831417
UBE2N	8.03060854388927
KLF4	4.74908848114897
MGC4172	4.33304176156384
LMO4	7.18213819788013
KLKB1	3.17748599602023
HDAC3	5.55547837903533
HP	6.352313157801
SCHIP1	7.2936557459583
BTK	4.0631987132431
KRCC1	7.58934952192445
PRND	2.99110001943120
C6orf27	3.51359460370866
PIGL	3.36831555177699
CLCA1	3.38661534520338
C1orf112	4.76278976195652
OLFML2A	6.87762217688075
HUS1	4.51971338898323
SFRS6	7.15745333779786
CXCR7	8.38353990476872
UIMC1	5.09595599204708
FXYD2	3.38764819519717
GOT2	7.47062735010828
ZNF667	4.32298794413872
TFEC	3.38746532389442
ATP7B	6.83230730376261
RAB38	5.80721221853779
POLD2	7.39947442954358
PPM1H	6.6560592845679
DCX	3.27221443533514
NFYC	6.05868707494043
ZNF228	4.46198832859459
KIN	6.38818812844172
PLSCR4	5.49926696665915
HIST1H4I	3.89074724668715
PPARGC1A	4.0340110360904
HIG2	7.61947603239676
KCNK10	3.6538867099744
EXOC1	7.54066194763949
OR6A2	3.58451791440057
ETFA	9.1780494735869
PDAP1	5.31060612550933
C19orf6	3.48864947228545
POLRMT	4.05500036672603
ZNF146	8.56225558583861
MIA2	3.29886358392732
LY6G6E	3.25166659947643
EIF4E2	8.1447660518712
NENF	4.734349396756
HOXB5	7.1612506179244
ZNF324	4.48315287495201
CUGBP1	4.44460938162083
ENTPD7	4.69095645165509
TTC13	7.13100660931187
GJB5	3.30260211167744
PRSS22	4.13890406455128
CYP3A5	3.53609754387345
MBOAT5	5.01071316769004
CUL4B	5.27984178690367
CENPJ	3.51250828237501
KIAA0664	6.76613478031681
PITX1	4.15087867996746
PDGFRB	4.75272904751334
RDX	5.70067285485969
CELSR3	3.89834647091976
JUND	6.55378371897734
ITSN1	4.98962759101927
CHRNB1	4.83339971689943
EHBP1L1	3.76609706049797
C19orf2	7.26882837408928
FETUB	3.20103924696834
CAMK2B	3.18894720891322
DCTN1	6.67654670946588
TNKS2	6.97737819595331
MRTO4	8.34857580543235
C1QBP	6.71256373333456
TTC3	7.41816350645684
NDUFB8	8.71997197682072
CADPS2	5.30323043807864
EDG2	4.81462451271211
MYF5	2.89090603658113
SEMA3G	3.23326697436797
IL23A	4.11787514877805
GJA9	3.67701642704682
R3HDM2	6.69478221115503
C5	3.93723551179771
SLC2A10	7.80612900038888
TRIM45	4.56857893959508
TSP50	3.74164771438091
PAQR3	5.53326793791771
ANKRD26	3.49742331148557
TCP1	8.05938968429954
TMED7	6.79987149984668
CMA1	2.95759635888894
PTCRA	4.19809037929631
HCRTR1	3.53652884598006
FST	3.72312814121778
PAWR	3.93108608750045
LDLR	4.67874637087617
ASTN2	3.98314400884471
