Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C09_491144
Composite Element REF	Signal
AACS	8.16373872639387
FSTL1	6.80753485382737
ELMO2	5.70398286310396
CREB3L1	3.45699967405984
RPS11	10.2830333705307
PNMA1	8.46949277408168
MMP2	4.57903344292058
SAMD4A	3.80680417763832
SMARCD3	5.81889994052024
A4GNT	3.64446683283138
C9orf39	3.82021471001215
PKNOX2	3.88208840073188
RALYL	3.37125513088203
ZHX3	4.32877119588489
ERCC5	5.89569388613047
RXFP3	2.96896080756743
APBB2	3.81151904375915
BBOX1	4.93958378743472
PRO0478	2.78516826909269
GCSH	8.9462669972182
XDH	3.40096879122271
EDN1	3.47247592165449
MTERF	6.6692445158881
PDCL3	7.95871359510694
CLK4	5.29704513396883
KCNG1	4.08683984629495
CXCR4	10.1656858660776
DECR1	8.7486077752539
SALL1	4.3220409110952
PTPRR	3.39413542740726
CADM4	3.2071364896174
IRAK1	9.3706154445617
CFHR5	3.36608044266663
HNRPD	8.05920614081381
TMSB10	12.6057300973195
CXCL3	3.42493217782426
LMAN1	3.71965766169462
SUHW1	3.47330220011552
CHD8	5.59924909889995
SUMO1	8.65274947652796
GP1BA	3.35639971383584
OR7A10	3.54019935614196
DDB1	7.8622541581434
CHRNA10	3.72815324188145
STYK1	4.17297084526616
MYO9B	4.46945513824942
CCNI	9.63124034740117
MMP7	10.3698772585203
EP300	6.34089704390093
CRNKL1	6.98958636321482
C9orf45	3.2479671956316
XAB2	4.39656976774301
RTN1	4.73997709833807
HIC2	3.77924163464863
TBX10	3.73217353411832
CENPQ	4.36456738300997
UTY	3.00807156995922
OR2W1	2.84826379894059
ATP5G2	10.7354380613836
ZEB1	3.05589471896486
ZG16	3.45313659809810
ERG	3.53694081652144
PARN	7.26929307517189
SOD2	4.99385203987226
JOSD3	8.2842087478464
ADAM5P	3.36045945566962
CHD9	5.75307093559666
hCG_40738	3.89914649733968
STK16	5.97985681453938
PDE1C	3.6504702350133
SEMA4D	5.74315231884506
AGPAT1	6.23093471674155
TOB2	6.00195961470865
BANK1	3.30614612527680
MAP3K3	4.74427625261087
MAX	5.32496170406443
GRM2	3.79865511813203
OSBPL8	7.5022612445998
PROSC	5.81028763393933
NR4A2	5.40446751526099
RICS	5.3763856220125
PIR	6.47891141395062
PPCS	9.64325839183119
IPO9	7.10689483611309
LONP1	7.76131646732891
EVC	4.63224542484435
CXCL13	3.87729349607838
SCYL3	5.35316419406345
KIAA1199	8.49639728107105
SORL1	8.68836995239798
NAT10	6.61418793330128
CHD1	7.01086645737015
SYN3	3.49208899137797
DMC1	4.48687981545690
SLC22A2	3.45869083992232
SERPINF1	4.63733054807422
C20orf27	5.28721340819989
OR7A17	3.11703205495346
RPS6KA5	5.03276916178276
LHB	3.15178366129224
TAOK3	4.84861482252693
STK25	6.78544119306831
SLC12A4	3.66585070919139
BRCA1	4.72803269970338
GBL	5.44560811681738
C14orf108	9.30243644555705
CDC25B	7.58331763856573
BMP3	3.19537761461516
MAP1LC3C	5.23127568301548
TMEM180	4.86263972208739
CRYGC	3.52010848208356
SLK	6.31994728417114
POU3F1	3.14203068889646
C20orf32	3.73928010212800
USP52	6.79782001635881
HIGD1B	3.80975252888943
BAZ1B	7.01911169007668
USP6NL	4.97403036975093
SLCO2B1	3.84513338363501
ABCD4	4.94417916439747
DIMT1L	5.94311814720262
SLC25A46	8.09066907910921
LARP7	7.28537357244195
TEK	3.59544803675826
CD160	3.60101764694273
TERF2IP	7.26242408230987
PHF20	6.16250488926407
COL1A1	5.24894905450067
KIAA0090	6.48576434049289
GTPBP1	4.42072367717278
GRK5	3.99456164628748
AP1S2	5.39847428335236
RAB33B	4.604167024314
CA11	4.50400693094913
ALDOC	5.25964629925103
NUDT1	5.43720014623013
ZNF212	5.94123311033229
ACBD3	7.0264263506767
ZNF83	5.17012846168001
PRDM2	4.81938644353399
GDPD5	4.50310207336854
PDCD4	5.92736737153833
CEP350	5.85869977468849
FOXP3	3.34609787994921
SMYD3	7.80923999568555
CST7	3.79894319718352
SELL	4.01829867490700
CIAO1	6.80464340308747
LGI2	3.76356494951271
WDR45	7.42671775786875
ANKRD6	8.43548867159202
