Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D09_443152
Composite Element REF	Signal
AACS	5.52386413531347
FSTL1	9.16972992170922
ELMO2	5.32706836245213
CREB3L1	4.6484859557213
RPS11	10.1281029103318
PNMA1	7.57357738883532
MMP2	9.13462137575494
SAMD4A	4.20962782915489
SMARCD3	4.38522297091022
A4GNT	3.61704803552889
C9orf39	3.25886143754827
PKNOX2	3.88325687933263
RALYL	3.27528351794171
ZHX3	4.24857851096398
ERCC5	5.80664047666649
RXFP3	2.84718249174745
APBB2	4.32927735598887
BBOX1	2.67999985321405
PRO0478	2.97630784496809
GCSH	7.45732088009924
XDH	3.64446507247322
EDN1	4.30913061454882
MTERF	6.10211379629513
PDCL3	7.21077046740679
CLK4	5.50813242749551
KCNG1	4.4185111043573
CXCR4	7.44149492005624
DECR1	7.5266180340308
SALL1	3.31015468365831
PTPRR	3.48183231341173
CADM4	3.38397726387531
IRAK1	7.72882232221094
CFHR5	3.29214789956658
HNRPD	7.8991166184758
TMSB10	11.8374533521359
CXCL3	6.60267349586081
LMAN1	3.80763183668584
SUHW1	3.25332367470521
CHD8	5.13514108174482
SUMO1	7.07332014363146
GP1BA	3.11734950162036
OR7A10	4.10078567505392
DDB1	7.35287805732374
CHRNA10	3.85722957925818
STYK1	3.32690616784575
MYO9B	4.42702978663099
CCNI	9.98916154428396
MMP7	12.1658580378953
EP300	5.98652068747538
CRNKL1	5.23837441538986
C9orf45	3.14481894224922
XAB2	4.16522858346502
RTN1	4.31069376236067
HIC2	3.88277876352451
TBX10	3.49515419651248
CENPQ	3.92108845967858
UTY	3.12583468611047
OR2W1	2.90480732246339
ATP5G2	10.3090192830191
ZEB1	4.29885421706908
ZG16	3.37643835184745
ERG	3.7269278316762
PARN	6.30955420661954
SOD2	7.26583935142478
JOSD3	7.90878940981738
ADAM5P	3.26806177549626
CHD9	5.84501591108834
hCG_40738	3.88104672720561
STK16	4.25411011197200
PDE1C	3.85096262071001
SEMA4D	5.4461707219995
AGPAT1	5.48537569827905
TOB2	5.74121473170019
BANK1	3.80105764026218
MAP3K3	5.49736641692527
MAX	4.96788199286232
GRM2	3.47498835662217
OSBPL8	7.57871105054738
PROSC	4.83804764962216
NR4A2	5.38831191133784
RICS	5.1092143759122
PIR	3.57050324736535
PPCS	8.55428940978658
IPO9	5.91608573756049
LONP1	7.03469940397622
EVC	4.58881915436388
CXCL13	3.97615337413392
SCYL3	5.19740869149216
KIAA1199	5.74441146004951
SORL1	7.8135624065817
NAT10	6.5332925371547
CHD1	6.50730190703687
SYN3	3.51782242533637
DMC1	3.87532724370096
SLC22A2	3.59538634239431
SERPINF1	9.30418265265483
C20orf27	5.08385811749654
OR7A17	3.15671175006814
RPS6KA5	4.46537471339678
LHB	3.51757364153454
TAOK3	5.15083174296795
STK25	5.33931545822546
SLC12A4	3.83115509664178
BRCA1	4.06037236705395
GBL	4.8221316068251
C14orf108	6.87444851112044
CDC25B	6.62584704953976
