Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_B04_543644
Composite Element REF	Signal
AACS	6.41188953655742
FSTL1	9.14606177453819
ELMO2	5.52234757659746
CREB3L1	4.29614590397349
RPS11	9.9861148473166
PNMA1	8.51825117938778
MMP2	7.65964188702167
SAMD4A	4.04710393727996
SMARCD3	7.35926604733226
A4GNT	3.56679464946948
C9orf39	3.19815499246467
PKNOX2	4.24459306510312
RALYL	3.61269215136200
ZHX3	4.46356727767617
ERCC5	6.06394470385454
RXFP3	3.26931776179762
APBB2	3.75415974284796
BBOX1	5.95770536756281
PRO0478	3.00254310049895
GCSH	7.68525813739226
XDH	3.76810353800382
EDN1	5.55462737527709
MTERF	6.77678460764241
PDCL3	6.88692471249238
CLK4	6.83429994479091
KCNG1	4.11162522457029
CXCR4	6.92091524441942
DECR1	7.96963814818626
SALL1	3.01759835748997
PTPRR	3.48035633038590
CADM4	3.64502651780831
IRAK1	10.4738090342032
CFHR5	3.34546061005666
HNRPD	7.99998374754795
TMSB10	11.8239687274197
CXCL3	4.05871861385109
LMAN1	4.24582351922841
SUHW1	3.43927214246944
CHD8	5.58259338736609
SUMO1	7.51445546310166
GP1BA	3.46175982250569
OR7A10	3.67810514037709
DDB1	8.2507082714361
CHRNA10	3.66289509555483
STYK1	3.13618947835824
MYO9B	3.9915052383352
CCNI	10.5801764340662
MMP7	10.4929351568890
EP300	5.8371317559129
CRNKL1	6.22002503063338
C9orf45	3.28546896422604
XAB2	4.19911410517704
RTN1	4.48722265744736
HIC2	3.90884418763247
TBX10	3.62871696689079
CENPQ	4.43369138354765
UTY	3.10701716145669
OR2W1	2.88369568878424
ATP5G2	9.8876736516013
ZEB1	3.65808200976494
ZG16	3.52375922910197
ERG	3.63167509741525
PARN	6.6018647334727
SOD2	6.00868165147936
JOSD3	8.59250049386704
ADAM5P	3.19257877710704
CHD9	5.4396843081908
hCG_40738	3.42543759304088
STK16	4.67579813745219
PDE1C	3.65690019530594
SEMA4D	5.077611786927
AGPAT1	6.77935677093874
TOB2	5.76524097008647
