Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_D11
Composite Element REF	Signal
AACS	6.75873681203993
FSTL1	7.23787149912887
ELMO2	4.96891872131856
CREB3L1	3.64668065282385
RPS11	9.90332785615256
PNMA1	8.7494705163199
MMP2	5.96145790814202
SAMD4A	3.80227337958845
SMARCD3	7.06164658069534
A4GNT	3.62092409451873
C9orf39	3.29420144465135
PKNOX2	3.65458555436443
RALYL	3.40196499745545
ZHX3	4.30811359698281
ERCC5	6.01598870036321
RXFP3	3.10132348302519
APBB2	3.53898458401214
BBOX1	7.41066290119013
PRO0478	2.83239220446258
GCSH	8.39904956951
XDH	4.21092263194739
EDN1	3.78270372895282
MTERF	6.71462085618795
PDCL3	7.41814407144755
CLK4	7.56423998500904
KCNG1	3.98210169750334
CXCR4	7.07137594156324
DECR1	8.33212603527097
SALL1	3.31032168506375
PTPRR	3.73103515483774
CADM4	3.42471502289387
IRAK1	9.4043821451191
CFHR5	3.11591298209831
HNRPD	7.10776079130762
TMSB10	11.6723004839086
CXCL3	6.2186879786259
LMAN1	4.04261541063846
SUHW1	3.34136258905968
CHD8	5.95790264257975
SUMO1	8.04833220798904
GP1BA	3.26556311377468
OR7A10	3.67302897594228
DDB1	7.5049605476207
CHRNA10	3.74995216206265
STYK1	3.90621865198669
MYO9B	4.00076821391643
CCNI	9.60545984964724
MMP7	11.9307103614090
EP300	5.76438285266687
CRNKL1	4.46792104642005
C9orf45	3.28974044774527
XAB2	3.98357825703392
RTN1	4.24930300838454
HIC2	3.54869328817508
TBX10	3.61506494107501
CENPQ	5.22897380592162
UTY	3.12767291154049
OR2W1	2.81364724338177
ATP5G2	10.3777808559066
ZEB1	3.04551421914763
ZG16	3.59338052194256
ERG	3.46787441650177
PARN	6.764919463586
SOD2	9.0188222895025
JOSD3	9.5591368883827
ADAM5P	3.0910610026146
CHD9	5.93808105136323
hCG_40738	3.66435580849473
STK16	6.17672085907164
PDE1C	3.41760429138969
SEMA4D	5.99097784315334
AGPAT1	6.11581680349753
TOB2	5.44968519051175
BANK1	4.33517865247923
MAP3K3	5.16239194345218
MAX	5.13370242585131
GRM2	3.89628370943992
OSBPL8	7.21671877544286
PROSC	5.9589340012232
NR4A2	5.17404471005843
RICS	3.64802200086687
PIR	6.78321008535749
PPCS	9.33309200384333
IPO9	5.38667506917583
LONP1	7.11130030639421
EVC	3.77590229481634
CXCL13	5.86847848664477
SCYL3	5.87338337385851
KIAA1199	5.7667264377842
SORL1	8.33873230279438
NAT10	7.50393683356305
CHD1	5.98067853120449
SYN3	3.38632142514150
DMC1	4.05502172245372
SLC22A2	3.70502810781244
SERPINF1	6.06057472713722
C20orf27	6.82136692504158
OR7A17	3.20799644848376
RPS6KA5	4.58536603023524
LHB	3.61327081821230
TAOK3	4.53492536847866
STK25	7.08882996119945
SLC12A4	3.6519926102478
BRCA1	3.72682734715787
GBL	5.84039963070202
C14orf108	7.20809396947124
CDC25B	9.03146227535424
BMP3	3.31333534366196
MAP1LC3C	3.77577442665398
TMEM180	4.18928889133625
CRYGC	3.79064639160846
SLK	5.87796126403215
POU3F1	3.17830270832876
C20orf32	3.95497474901491
USP52	5.02652597526300
HIGD1B	3.93633016252571
BAZ1B	6.56932115382007
USP6NL	4.62975425865233
SLCO2B1	3.79749371668023
ABCD4	5.05956643837194
DIMT1L	5.90725937099966
SLC25A46	7.71012673608964
LARP7	7.01117861950963
TEK	3.27020291911433
CD160	3.70632337543732
TERF2IP	7.86923715474777
PHF20	5.78911211279884
COL1A1	5.67278194270312
KIAA0090	6.18150488929993
GTPBP1	4.29706725059622
GRK5	3.67855543928707
AP1S2	5.62031268877959
RAB33B	5.12964195413418
CA11	3.84127131277038
ALDOC	7.139786459139
NUDT1	6.15017880403611
ZNF212	5.78437784548914
ACBD3	6.80408433348653
ZNF83	6.21216609431489
PRDM2	4.85248979118966
GDPD5	4.93312412784077
PDCD4	6.03910211892041
CEP350	5.71825619447112
FOXP3	3.20987201291282
SMYD3	7.55270638268797
CST7	5.53054612303487
SELL	4.03764397051527
CIAO1	6.58598325785104
LGI2	3.50759626063665
WDR45	7.33622254899601
ANKRD6	7.11762312835296
LTBP4	3.50529075986355
PSCD3	3.3971065035822
PYY	3.23996803665236
KCNC1	3.1541760907601
SIRT6	4.281664917796
CCL19	3.83672005433438
ARHGEF9	4.20994160217731
ABR	4.69842034046399
C10orf22	6.10736156496691
STK17A	4.95070307818437
FOXE1	3.50147544557005
GML	3.23550417063268
CNGA3	3.05866114976981
CD38	4.59868760700563
ZDHHC6	8.37583992729279
NEFH	8.07799798613494
PGBD5	3.68071298850532
CTDSP2	6.26678525417476
