Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E01_297940
Composite Element REF	Signal
AACS	5.64793650189249
FSTL1	6.34934859329069
ELMO2	4.65293575989358
CREB3L1	3.8085108701811
RPS11	10.3395280494130
PNMA1	6.94038592152098
MMP2	5.7542485534312
SAMD4A	3.83707206839171
SMARCD3	6.87642148791285
A4GNT	3.635237639061
C9orf39	3.24686234857955
PKNOX2	4.12784354133285
RALYL	3.55744663972239
ZHX3	3.91216964413713
ERCC5	5.12919794690399
RXFP3	3.16877631164999
APBB2	3.93984649332702
BBOX1	5.62392802789896
PRO0478	2.892469535884
GCSH	6.88570884620906
XDH	4.22994154320209
EDN1	3.88075805458149
MTERF	6.34055209875491
PDCL3	7.39820260593319
CLK4	4.76349008355372
KCNG1	3.83769991523104
CXCR4	8.72777725405236
DECR1	6.75513156948698
SALL1	3.17516134018427
PTPRR	3.52107357026358
CADM4	3.75363023266654
IRAK1	8.45416108502696
CFHR5	3.28891661170925
HNRPD	6.83549715882717
TMSB10	12.1720775348589
CXCL3	4.00621306218319
LMAN1	3.62510403401519
SUHW1	3.51482648103527
CHD8	5.26990883038557
SUMO1	7.62761603722412
GP1BA	3.30467954990017
OR7A10	3.72563409118621
DDB1	7.80634055582865
CHRNA10	3.98587484874769
STYK1	3.92923890090988
MYO9B	3.85743861409683
CCNI	10.5965476205402
MMP7	10.5076661804488
EP300	5.35452744518087
CRNKL1	5.78921004343622
C9orf45	3.9240050151692
XAB2	4.67163921432555
RTN1	3.90989555516934
HIC2	3.74109013123365
TBX10	3.64877788109774
CENPQ	4.32538190933867
UTY	3.32591615242859
OR2W1	2.95512564934674
ATP5G2	10.6595473838045
ZEB1	3.48269608362391
ZG16	3.47550882346504
ERG	4.12856865021344
PARN	6.07386175036833
SOD2	5.24635208904343
JOSD3	6.3905545886939
ADAM5P	3.28900853200608
CHD9	5.08346228430526
hCG_40738	3.60551727162309
STK16	4.94600626140371
PDE1C	3.94225192685794
SEMA4D	4.7200835892044
AGPAT1	5.54288072581516
TOB2	5.25267957894071
BANK1	4.32233281648052
MAP3K3	4.5911165397401
MAX	4.74292039790348
GRM2	3.907671414817
OSBPL8	6.75480290969816
PROSC	4.95208979436476
NR4A2	4.12688513991940
RICS	5.17286375044812
PIR	5.67175009474067
PPCS	9.05873974948914
IPO9	5.39712635466815
LONP1	5.80548519320431
EVC	4.0022589425191
CXCL13	5.16096083827691
SCYL3	5.32760280378966
KIAA1199	4.87818696597352
SORL1	8.8902321722692
NAT10	5.67765878663794
CHD1	4.60865222806825
SYN3	3.52199118380029
DMC1	3.78722714606644
SLC22A2	3.86881596239822
SERPINF1	6.39187144378789
C20orf27	5.9107622060243
OR7A17	3.21513421566061
RPS6KA5	4.0698707643413
LHB	3.65157269938866
TAOK3	4.53417129847718
STK25	5.35556967165361
SLC12A4	3.67545918805337
BRCA1	3.77927370137933
GBL	5.11314711500302
C14orf108	6.6518101457529
CDC25B	5.89528349229745
BMP3	3.30866232563672
MAP1LC3C	3.50966931015690
TMEM180	3.85851387686686
CRYGC	3.67582009965967
SLK	5.40256816791872
POU3F1	3.47092009920689
C20orf32	4.08232985169373
USP52	4.91228698291945
HIGD1B	3.91364546208616
BAZ1B	5.0737856043123
USP6NL	4.21311000589748
SLCO2B1	3.93510280705457
ABCD4	4.07064541189818
DIMT1L	5.98894475526591
SLC25A46	6.67763964796151
LARP7	6.08259558389541
TEK	3.55015599070582
CD160	3.70404842423128
TERF2IP	6.66559680567883
PHF20	5.94243736556248
COL1A1	6.42174819511746
KIAA0090	5.8836991375757
GTPBP1	4.52505249971034
GRK5	3.73973055652256
AP1S2	4.83739021288828
RAB33B	4.60343664051368
CA11	4.09620619460215
ALDOC	5.5993395757325
NUDT1	5.06443885625981
ZNF212	4.71551515390005
ACBD3	6.13706164829171
ZNF83	4.78243518599628
PRDM2	4.64657694728128
GDPD5	4.80336895604258
PDCD4	5.36597181906492
CEP350	5.02570141689772
FOXP3	3.50485498493986
SMYD3	6.90889410874613
CST7	4.49001597794428
SELL	4.0356076006496
CIAO1	5.82073699145051
LGI2	4.22821421225634
WDR45	6.43066157171458
ANKRD6	5.9696850434162
LTBP4	4.14435437400601
PSCD3	3.5468639698925
PYY	3.32384573347961
KCNC1	3.01315311369553
SIRT6	3.9554010616383
CCL19	3.81202361715182
ARHGEF9	4.28128074845238
ABR	3.95867359809532
C10orf22	6.70761084664001
STK17A	4.4603392763736
FOXE1	3.5331971087866
GML	3.25445948606665
CNGA3	3.07020318151684
CD38	3.86514668377326
ZDHHC6	7.21175405250638
NEFH	3.62313545133733
PGBD5	3.65592503390677
CTDSP2	6.64898650407901
RMND5B	5.14949285345122
ZNF257	3.74672998367577
DUSP4	3.78600853007433
FLJ22167	5.51253444372006
EXOSC7	6.14247762044925
ROR2	3.99946968002923
FOXM1	4.60210189204788
ZBTB48	4.83936373961736
BUD31	7.70206824166207
MAOA	4.16458366375098
CCDC41	4.33249717591302
TNNT3	4.47662817435785
FBXO11	4.96371632577255
GYPC	6.07774232404826
PLIN	4.32450058666127
RFXAP	3.29462116953703
C6orf15	3.96924369370329
RNF4	6.7518208647456
F8A1	7.43138474136594
PPP1R3D	4.41228375236582
GRB2	5.74489808141107
TPM3	3.34784125307819
SYT13	3.39850350976732
EPB42	3.58675069953994
RP5-1077B9.4	5.16362249920231
EIF1	10.6498060059973
CETN3	6.20157475774717
FPGT	4.85217572162032
PRY	3.43892963830001
NTHL1	4.81756484565389
POLR2B	8.95573521117236
RPS28	11.9637870455428
GDF10	3.15101514487916
COQ9	6.05451373467668
P2RX3	3.06625592698646
GCC2	5.59176794408653
RARRES3	7.8527621771224
PLXNA1	5.61421388726667
WBP4	4.37105461109685
KIAA0100	4.8110127254031
PMF1	5.57960861921401
HS2ST1	4.73959841171633
CRELD2	6.4687280647615
C8G	3.43523214405309
CD82	5.43543983694416
PMM1	4.59544109342839
CBLL1	4.01015825259964
LIM2	3.74852670367571
VAX2	3.26028068763931
SETDB1	5.6073735504221
LRAP	4.80095883246662
GCLM	5.74794852714694
CPEB3	3.80020862011986
PPM1A	5.80123983949056
INTS1	4.5428213460906
MMP16	3.39071922853466
CAMTA1	4.72042432420133
SAMSN1	4.61387588739154
DRD3	3.03181577289329
GMPPA	4.40406764835238
C11orf73	5.44190873025164
AIPL1	4.16843555102043
PTP4A2	9.45412957512925
IL24	3.53809299793485
BDKRB1	3.39141300198424
HPCA	3.87293418515656
MLF1	7.44583199834771
SEC14L1	4.58768058950594
CHFR	4.59628395156679
EMILIN1	3.77204268001585
THADA	5.05335485991558
TAF12	4.60490416266687
NDUFS4	9.3080890097207
ID1	6.11861209550853
PIK3CB	4.69404325647999
COL18A1	6.27078706791981
PDZD3	3.31699090890415
TBC1D17	3.99453022688921
COX8A	10.3139446255634
CDCA4	6.22698803769928
C2orf44	4.39257173813402
C9orf16	7.02194254574177
ERBB2IP	8.67204253199566
EMX2	6.93377528622264
FUS	5.05317386219465
NIPSNAP3B	3.42893401434319
TF	3.32236046326891
CXorf56	4.61539491647275
CLCN4	4.20598097874499
PWP2	4.33382864417328
MMP15	3.91009700574119
MTMR14	5.4317373289026
NPR1	6.85376051750448
DNAL4	5.83333746173129
ELAC2	4.26745480428945
ASS1	11.0882002762208
IPP	5.02611341719356
TMEM59	9.59230544219128
POLR2J	9.74193598882137
SEC23IP	4.95762611349535
