Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_C01
Composite Element REF	Signal
AACS	6.8494520629126
FSTL1	9.42894602284092
ELMO2	4.92237334533629
CREB3L1	4.08845166557717
RPS11	10.2674227987202
PNMA1	9.7102691764442
MMP2	7.66524677489137
SAMD4A	4.28335320076645
SMARCD3	5.56023917784916
A4GNT	3.50401311584910
C9orf39	3.34705724600504
PKNOX2	4.43717753637988
RALYL	3.38903534263007
ZHX3	4.03694694848811
ERCC5	5.60217814163497
RXFP3	3.35442427073702
APBB2	4.12304373345677
BBOX1	4.0806373407888
PRO0478	3.25080395944454
GCSH	7.93522000430435
XDH	3.52910355735923
EDN1	3.61175652764648
MTERF	6.54777462479751
PDCL3	6.10001068021921
CLK4	6.26197365693493
KCNG1	4.49370216901501
CXCR4	7.15283318682933
DECR1	7.01451737666889
SALL1	5.13101728891281
PTPRR	3.280689507975
CADM4	3.58339775689718
IRAK1	8.63450908366688
CFHR5	3.36723583028525
HNRPD	7.43065978534674
TMSB10	11.8502771795582
CXCL3	3.91437454725278
LMAN1	3.58075046499922
SUHW1	3.21667659637331
CHD8	5.87033414456593
SUMO1	8.55350567165569
GP1BA	3.08187558967945
OR7A10	3.68951774592395
DDB1	7.40245405986101
CHRNA10	3.87783389341315
STYK1	3.24521466266256
MYO9B	4.05300643566135
CCNI	10.2834310629727
MMP7	3.84891735065451
EP300	6.12725128756923
CRNKL1	6.56466028208067
C9orf45	3.00723091741668
XAB2	4.16295412628871
RTN1	4.61088482567
HIC2	3.72588232564424
TBX10	3.59692461303081
CENPQ	4.96046785935604
UTY	3.25441911699073
OR2W1	2.92059046652955
ATP5G2	10.68927576004
ZEB1	3.54609279436547
ZG16	3.2456316200509
ERG	4.21223527610318
PARN	6.64036311061855
SOD2	3.60049280003324
JOSD3	8.42420063887703
ADAM5P	3.34375758752468
CHD9	6.15042458175163
hCG_40738	3.59881082465029
STK16	5.13431773571435
PDE1C	3.64952009941170
SEMA4D	5.49045295225509
AGPAT1	7.2833609730448
TOB2	6.59075047369724
BANK1	3.39637169064813
MAP3K3	5.28144461661747
MAX	5.37653016075489
GRM2	4.02365707491433
OSBPL8	7.77722320356673
PROSC	5.18838148250893
NR4A2	5.15341688899152
RICS	4.8197552810667
PIR	4.35686296988594
PPCS	8.64938556777756
IPO9	6.36821495763233
LONP1	6.3049587009818
EVC	4.1497074321454
CXCL13	4.43211902093711
SCYL3	6.26567799271739
KIAA1199	7.11026616253922
SORL1	8.05267251919468
NAT10	6.49997492341106
CHD1	5.93913573215194
SYN3	3.50454710017309
DMC1	3.94505378700538
SLC22A2	3.78326434870378
SERPINF1	4.3425805231135
C20orf27	6.70837446310717
OR7A17	3.26278764695571
RPS6KA5	5.29461584135286
LHB	3.26344988474983
TAOK3	3.94342564171943
STK25	7.04329417858798
SLC12A4	3.73607496513012
BRCA1	3.8459654702351
GBL	6.04839657101766
C14orf108	6.56689635656341
CDC25B	6.08611726915537
BMP3	3.3097755298047
MAP1LC3C	3.36453519005745
TMEM180	3.10574133799211
CRYGC	4.22244853572722
SLK	6.46256492703951
POU3F1	3.17290677239874
