Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A03_543614
Composite Element REF	Signal
AACS	6.1607799272039
FSTL1	9.37748605700757
ELMO2	5.49809454661516
CREB3L1	4.50027892191141
RPS11	9.68734716803583
PNMA1	8.03182149275058
MMP2	8.47684581092119
SAMD4A	3.91767928354616
SMARCD3	6.80999347334363
A4GNT	3.67440446860495
C9orf39	3.93077198178321
PKNOX2	4.14286226341566
RALYL	3.4120900184508
ZHX3	4.20730736049151
ERCC5	6.69787187644661
RXFP3	2.97736745182433
APBB2	4.4767842679652
BBOX1	3.15213224663464
PRO0478	3.15466701709726
GCSH	7.81972166569912
XDH	3.57981839731617
EDN1	5.91119117528318
MTERF	7.02162711324954
PDCL3	7.84900080211163
CLK4	6.60316222666325
KCNG1	3.85980139150487
CXCR4	8.52445419527898
DECR1	7.33019817483973
SALL1	3.00243579666062
PTPRR	3.43466652855936
CADM4	3.33450680685709
IRAK1	9.09573503757268
CFHR5	2.95965541655721
HNRPD	8.36697394171824
TMSB10	12.1914312728646
CXCL3	5.5079310707974
LMAN1	4.26929364596570
SUHW1	3.5387577731996
CHD8	6.50732368617929
SUMO1	8.09896246763932
GP1BA	3.22252739683422
OR7A10	3.71576272692508
DDB1	7.85768985249859
CHRNA10	3.47717078339814
STYK1	3.66269933842823
MYO9B	4.79775976827435
CCNI	9.9170516033908
MMP7	9.3540662641142
EP300	6.6111166779821
CRNKL1	7.21600704200835
C9orf45	3.40604679602525
XAB2	4.30553688007935
RTN1	5.05328939174958
HIC2	4.13707634941813
TBX10	3.34986054148755
CENPQ	4.25716466613926
UTY	3.01925458672089
OR2W1	2.71892653585995
ATP5G2	9.70858327388705
ZEB1	4.06484832836755
ZG16	3.39477471354839
ERG	4.51491518858049
PARN	7.7081023533088
SOD2	6.35724216767508
JOSD3	8.28514381604325
ADAM5P	3.11530739440162
CHD9	6.93721566255702
hCG_40738	3.74348035600441
STK16	5.04023887728908
PDE1C	3.6267754760575
SEMA4D	6.33727726182491
AGPAT1	7.05285026389571
TOB2	5.81685485398373
BANK1	3.18513887899876
MAP3K3	5.43883562571166
MAX	5.21406397558597
GRM2	3.52074263573648
OSBPL8	7.66267011380382
PROSC	6.28962001184457
NR4A2	7.42842483872862
RICS	6.24281910386171
PIR	5.58480919870697
PPCS	8.59306747681194
IPO9	6.50662102205522
LONP1	7.52865143135148
EVC	4.58884328180336
CXCL13	4.3511585610003
SCYL3	5.44649611469817
KIAA1199	5.76877524342245
SORL1	10.0738908351401
NAT10	6.57132954663519
CHD1	6.67427331537728
SYN3	3.42769059397385
DMC1	3.87988813861737
SLC22A2	3.89320550962463
SERPINF1	7.84814581673614
C20orf27	5.7668399492295
OR7A17	3.02597778597099
RPS6KA5	4.7231972136119
LHB	3.164748296019
TAOK3	4.83380686701955
STK25	6.29477273411352
SLC12A4	3.62745851801073
BRCA1	3.88684640242915
GBL	6.47036979595612
C14orf108	7.60127081616984
CDC25B	6.57052548271333
BMP3	3.07807325849815
MAP1LC3C	3.38479560488466
TMEM180	3.31899273773181
CRYGC	3.72747398342304
SLK	6.42000761113857
POU3F1	3.12578282899844
C20orf32	3.59085918422694
USP52	5.77983275045106
HIGD1B	4.02218779681786
BAZ1B	7.31596974841217
USP6NL	5.30864885643733
SLCO2B1	4.74648233801727
ABCD4	4.70185943730021
DIMT1L	5.91548024981739
SLC25A46	7.1778045566552
LARP7	6.97932043254239
TEK	3.42385684507664
CD160	3.31768945015717
TERF2IP	9.38101359926175
PHF20	5.72519471445658
COL1A1	8.35928133134295
KIAA0090	5.75406164719296
GTPBP1	4.38430025505295
GRK5	3.64337742071087
AP1S2	6.7620830157367
RAB33B	4.48851819314627
CA11	4.66347873299488
ALDOC	5.09908209547192
NUDT1	4.626389493434
ZNF212	5.99081576191144
ACBD3	7.51095547443944
ZNF83	8.55411758616218
PRDM2	4.94797083998164
GDPD5	5.72696679741899
PDCD4	6.05251995963727
CEP350	6.76907863501452
FOXP3	3.17540472639116
SMYD3	7.18216351231513
CST7	4.01143492085968
SELL	4.31479536303348
CIAO1	6.38539401354416
LGI2	3.47346645764256
WDR45	7.24426220156202
ANKRD6	8.24305250298227
LTBP4	4.1588725199671
PSCD3	3.27532160216512
PYY	2.98825075939839
KCNC1	3.43291700974483
SIRT6	4.44216723807052
CCL19	3.91503577204575
ARHGEF9	4.90919350758026
ABR	5.10883197883023
C10orf22	6.61268326601585
STK17A	4.90702294738551
FOXE1	3.35284614114354
GML	3.42223393503625
CNGA3	3.06550767950943
CD38	3.39640265831991
ZDHHC6	7.60321679661136
NEFH	5.07025396300522
PGBD5	4.58205432595684
CTDSP2	7.15313140864298
RMND5B	4.86578848120324
ZNF257	3.51506719439222
DUSP4	5.1432950783245
FLJ22167	7.34334500574966
EXOSC7	7.07717005688256
ROR2	3.37801207269903
FOXM1	5.18077374465332
ZBTB48	4.52462086084532
BUD31	8.1853450450283
MAOA	4.38986854017995
CCDC41	4.58297633972648
TNNT3	3.52040203311689
FBXO11	6.12541583543529
GYPC	7.48109518833163
PLIN	3.4563862524791
RFXAP	3.36797790077656
C6orf15	5.08459982967184
RNF4	9.10498563234677
F8A1	8.7491815949196
PPP1R3D	4.47258685485736
GRB2	6.81418961130567
TPM3	3.08636642988273
SYT13	3.88337892408232
EPB42	3.41695507775712
RP5-1077B9.4	4.93656192207216
EIF1	10.3435605280321
CETN3	7.3611698052415
FPGT	5.54407169975227
PRY	3.46105659586006
NTHL1	5.6113040243643
POLR2B	8.27394936740343
RPS28	12.0527365230746
GDF10	3.17958659005970
COQ9	7.68942304671877
