Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A09_471878
Composite Element REF	Signal
AACS	6.12849927079573
FSTL1	8.14757573375718
ELMO2	5.2350768232876
CREB3L1	3.48359267065262
RPS11	9.5413352308929
PNMA1	7.47483664732364
MMP2	5.80451362607208
SAMD4A	3.61115518505418
SMARCD3	5.72996369250842
A4GNT	3.59907709780708
C9orf39	3.11629080987230
PKNOX2	4.65106406703163
RALYL	3.34076029795627
ZHX3	4.06132520713009
ERCC5	6.68728041629624
RXFP3	3.58375089026618
APBB2	3.90747824381745
BBOX1	6.43412284018055
PRO0478	3.11903355930654
GCSH	7.86122239089448
XDH	4.00712635758785
EDN1	3.47915177866386
MTERF	5.7015949788848
PDCL3	7.25054362117073
CLK4	6.68721590448037
KCNG1	3.72170855998872
CXCR4	7.61334513073442
DECR1	8.07713402791366
SALL1	3.30648312392727
PTPRR	3.34226311263713
CADM4	3.52455127971477
IRAK1	8.08674883542743
CFHR5	3.08149058976060
HNRPD	8.00130200889988
TMSB10	12.2768657240827
CXCL3	4.31653317477666
LMAN1	4.65540439428864
SUHW1	3.62543473154038
CHD8	6.27316541941289
SUMO1	8.37422442612373
GP1BA	3.20204638108858
OR7A10	3.68536583712971
DDB1	6.80597505980082
CHRNA10	3.44319334325983
STYK1	3.55878188089217
MYO9B	4.09048963401325
CCNI	9.90257301789924
MMP7	9.09066100375193
EP300	5.90246675514573
CRNKL1	8.27987960933432
C9orf45	3.56692886416807
XAB2	5.00772589080048
RTN1	3.82922179836202
HIC2	3.83208947535991
TBX10	3.64363889740994
CENPQ	4.52099626710953
UTY	3.14040432929858
OR2W1	2.91117398238068
ATP5G2	10.5119274265572
ZEB1	3.53988082439374
ZG16	3.49842255991934
ERG	3.84129991821468
PARN	6.09836401899097
SOD2	6.40857749194972
JOSD3	8.97772135453318
ADAM5P	3.26702252626125
CHD9	6.16807924998125
hCG_40738	4.17103046446779
STK16	5.13387955416202
PDE1C	3.57730872692141
SEMA4D	5.0502302926377
