Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A07_543620
Composite Element REF	Signal
AACS	6.5825019690155
FSTL1	9.29435599838845
ELMO2	6.40038189118857
CREB3L1	4.10388053772368
RPS11	9.82908763083075
PNMA1	9.04750604401386
MMP2	7.84026102332825
SAMD4A	3.779514680097
SMARCD3	6.56823239584153
A4GNT	3.63300961415561
C9orf39	3.86519171991078
PKNOX2	5.36320436482132
RALYL	3.26873758576191
ZHX3	4.21029693091793
ERCC5	5.96900254115301
RXFP3	2.95603887603425
APBB2	4.32305077345339
BBOX1	3.0108512656902
PRO0478	2.86125524240900
GCSH	8.34431812472818
XDH	3.54205603794122
EDN1	3.80126579557959
MTERF	6.93226963891447
PDCL3	7.40255281525056
CLK4	5.86054720708865
KCNG1	4.6982042234687
CXCR4	7.74347932875735
DECR1	7.50885224436223
SALL1	7.50960697716512
PTPRR	3.11323854275605
CADM4	3.37546373095791
IRAK1	6.87263355247698
CFHR5	2.93777708410342
HNRPD	8.3937126573637
TMSB10	12.1671220971252
CXCL3	3.85271018014326
LMAN1	3.74030884376008
SUHW1	3.69483661080756
CHD8	6.598650923591
SUMO1	7.77682445813374
GP1BA	3.32877160669
OR7A10	3.60584209228688
DDB1	7.74015008498488
CHRNA10	3.59008844160140
STYK1	3.09670695207074
MYO9B	5.65523939671589
CCNI	10.0400875062151
MMP7	6.01080551899118
EP300	6.46111169224069
CRNKL1	7.42169658205806
C9orf45	3.29419330978547
XAB2	4.22037493243944
RTN1	4.08073833274386
HIC2	4.92734358788472
TBX10	3.31487735364855
CENPQ	5.59029373145982
UTY	3.14390506610899
OR2W1	2.91586397366573
ATP5G2	11.0105573007923
ZEB1	5.81964770913327
ZG16	3.35796188591176
ERG	3.66943689989067
PARN	7.60466271413906
SOD2	5.1773798442038
JOSD3	7.66047483711292
ADAM5P	3.10884346178665
CHD9	6.46774869473267
hCG_40738	4.09665387647545
STK16	5.50728387849804
PDE1C	3.45990521238549
SEMA4D	5.84558738685015
AGPAT1	7.8610149451802
TOB2	6.30329190373437
BANK1	3.63966617223359
MAP3K3	5.89463303922483
MAX	5.08742674467534
GRM2	3.66095536320257
OSBPL8	7.4142702526756
PROSC	6.21000196963223
NR4A2	4.78221349541686
RICS	4.75955247846615
PIR	5.58107458633388
PPCS	8.5305420749103
IPO9	7.12860986724454
LONP1	7.06328315642418
EVC	4.83462516231925
CXCL13	4.91778352139617
SCYL3	6.05452135250278
KIAA1199	6.12323843910684
SORL1	6.65797268977039
NAT10	7.41563295229925
CHD1	6.72608601862435
SYN3	3.51281519621716
DMC1	3.7456585283559
SLC22A2	3.82010171730749
SERPINF1	7.77679896197646
C20orf27	5.68446944906157
OR7A17	2.99759703611573
RPS6KA5	4.86391023743369
LHB	3.12983529984026
TAOK3	4.98301445717968
STK25	6.49187449845637
SLC12A4	3.68909037715594
BRCA1	3.95667507938528
GBL	6.01522752959287
C14orf108	8.26937013029298
CDC25B	7.40632880936506
BMP3	2.99466340936648
MAP1LC3C	3.45900666510092
TMEM180	3.62592305745807
CRYGC	3.56592764217589
SLK	6.11252986584267
POU3F1	2.96673998245422
C20orf32	3.63935704982282
USP52	7.66926041368362
HIGD1B	4.13347808436229
BAZ1B	6.9618496405871
USP6NL	6.03669480469254
SLCO2B1	4.37383758855601
ABCD4	4.98969246179673
DIMT1L	6.00514067885504
SLC25A46	7.53127805154429
LARP7	6.5559231126061
TEK	3.85430466333487
CD160	3.41825771749314
TERF2IP	8.13558529917168
PHF20	6.08583192889002
COL1A1	7.93860750111048
KIAA0090	6.85723062355835
GTPBP1	4.53662215723925
GRK5	4.23944673725718
AP1S2	9.10201028364653
RAB33B	3.91978997437287
CA11	4.88703519499612
ALDOC	6.51156760553056
NUDT1	7.30699035109556
ZNF212	6.3199675369768
ACBD3	7.32030132287589
ZNF83	6.98693812795834
PRDM2	4.99465443309855
GDPD5	5.26331906636326
PDCD4	6.41412996241369
CEP350	6.40610260607745
FOXP3	3.36660249580790
SMYD3	7.76815170766181
CST7	3.79291328825796
SELL	5.08257593178395
CIAO1	6.3899711795122
LGI2	4.43577605035391
WDR45	7.09465005122481
ANKRD6	5.89939795325816
LTBP4	3.84689843657458
PSCD3	3.33840030606602
PYY	3.05395089791384
KCNC1	2.90761375043508
SIRT6	3.93247637001204
CCL19	4.72581702134729
ARHGEF9	5.9997794153877
ABR	4.80899323183367
C10orf22	7.38589464767079
STK17A	6.76350446946578
FOXE1	3.31559253451121
GML	3.04706365385667
CNGA3	2.85624408757904
CD38	3.74998580681814
ZDHHC6	7.81626709451746
NEFH	4.05983903618433
PGBD5	3.89528839293502
CTDSP2	7.77464270631979
RMND5B	5.62168245471219
ZNF257	6.07545613582618
DUSP4	3.67390317697456
FLJ22167	6.54987559858553
EXOSC7	6.87458593631078
ROR2	4.92426450103326
FOXM1	5.48492280540167
ZBTB48	4.87358219660789
BUD31	8.15699976212474
MAOA	4.87959231683097
CCDC41	5.03287742718898
TNNT3	3.53355977429773
FBXO11	6.96195100037132
GYPC	6.41471568384879
PLIN	5.05289552560579
RFXAP	3.45231703749132
C6orf15	3.65258614431059
RNF4	8.64141411677363
F8A1	8.03279505207555
PPP1R3D	4.84826236601623
GRB2	6.73976989893561
TPM3	3.13687615099705
SYT13	3.83825678871464
EPB42	3.42638057836820
RP5-1077B9.4	5.65566501051286
EIF1	10.4763027087471
CETN3	7.7535907563848
FPGT	5.9362942135454
PRY	3.51249405619102
NTHL1	6.47255686035228
POLR2B	8.92534897839447
RPS28	12.7085106566301
GDF10	3.11290587692852
COQ9	7.33220718348587
P2RX3	2.79271573838022
GCC2	7.23385296007717
RARRES3	5.69950552349173
PLXNA1	5.91928780422513
WBP4	4.92732821421178
KIAA0100	6.34901227957445
PMF1	7.88091626666062
HS2ST1	6.71015911491083
CRELD2	7.04885185328382
C8G	2.99804305863196
CD82	5.2736209009412
PMM1	6.0456306969418
CBLL1	4.76766014004395
LIM2	3.30793314173514
VAX2	4.94014070299903
SETDB1	6.17436281215348
LRAP	3.57923133312393
GCLM	6.08329914800695
CPEB3	3.26610423811218
PPM1A	5.46950904537513
INTS1	4.47168253162971
MMP16	3.15224135573213
CAMTA1	3.55304811855316
SAMSN1	5.06122614371532
DRD3	2.89205877971661
GMPPA	5.98051572447161
C11orf73	6.77094854445673
AIPL1	3.75983313502797
PTP4A2	9.81359195814402
IL24	3.32410004468683
BDKRB1	3.53604832193617
HPCA	3.40884217070644
MLF1	6.57777443754743
SEC14L1	6.36724889679952
CHFR	6.2821119253365
EMILIN1	4.46046602042528
THADA	7.23614166904963
TAF12	6.40981198533924
NDUFS4	8.98785381740205
ID1	9.7437181440156
PIK3CB	3.58327998830023
COL18A1	8.72576887313331
PDZD3	3.47961043345022
TBC1D17	4.23205943869228
COX8A	9.93782457759848
CDCA4	7.1166017572402
C2orf44	6.01351862215911
C9orf16	7.06825001455417
ERBB2IP	8.17001656974331
EMX2	8.97654122453314
FUS	7.34712850010977
NIPSNAP3B	3.70259989555671
TF	3.96170712445515
CXorf56	5.56347315658209
CLCN4	4.17240171757472
PWP2	6.11312771567378
MMP15	4.58462365510976
MTMR14	5.79040547539203
NPR1	4.97408972963444
DNAL4	5.50260834159131
ELAC2	4.80399942498411
ASS1	9.26228514086592
IPP	6.19475715495163
TMEM59	9.1163517354521
POLR2J	8.78980713714436
SEC23IP	6.6384105026287
RGS4	4.97989526939167
UQCRC1	8.68266557139326
SNX6	8.03645871523673
DDX18	6.66102095124798
POLG	4.70944303691051
ADAM23	4.19989590963922
ZNHIT2	4.45853102405765
TFR2	3.34732953399099
NCDN	4.33272661518845
RAG1	3.54999753532828
POMT1	5.28433641479992
CYP1A1	3.35100727769461
SNAPC1	5.74439985960451
GNA11	5.35274405849322
CCDC52	2.88193600995156
CAPN1	6.05177998275589
DDHD2	7.00791918030108
UPF3A	7.24510220571306
LAGE3	6.19779696012814
GNRHR	3.15679814429541
UNC13B	7.81750570928943
TTLL4	5.54068240135446
PPBP	3.06608344057858
HTR3A	3.07362071635317
SDC2	7.33427246682407
ANKRD49	8.21177914958922
BTF3	10.6770827948682
COX7A2	10.8742414574638
SARS	8.9699520712804
C13orf18	3.99617744145115
CACNB1	4.0217350321266
QKI	6.77398167332182
SETMAR	6.01692404662307
LAMB4	3.13468403860246
MAN2B1	7.56041820433001
EML3	4.76746405206999
ACADL	3.32253403448226
OFD1	8.24830995216499
CGA	3.54617736236212
EIF3EIP	11.2013171988818
PEX16	5.71585728358133
GNG12	7.58771297546141
HABP4	5.18690538487608
CNTN2	3.56589859741381
ASNSD1	7.61470804707088
FUT4	4.53989774039885
DBH	3.46354283229948
CD53	7.39549059753136
HIST1H2BJ	3.61643408713233
TFAP2B	3.25075683895256
ACF	3.74709245780549
TMEM11	6.59491774336355
CDH8	3.48442748305007
C3orf32	3.65684380077263
AGPS	5.22151720646259
C4orf18	3.48434032313677
PCCB	7.74495493386043
IPO13	5.16583151588198
PECI	8.83908333212748
UNG	8.36325918302953
C6orf105	3.81829526284547
GSTP1	8.88749953818899
SUV420H1	7.34783611786643
