Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A01_433756
Composite Element REF	Signal
AACS	5.3563005692692
FSTL1	8.24386372895523
ELMO2	5.4248595402556
CREB3L1	4.62976303948066
RPS11	10.1355812287129
PNMA1	8.57224594551628
MMP2	8.49151147541041
SAMD4A	4.10570010173519
SMARCD3	6.45290065459075
A4GNT	4.15375843236264
C9orf39	3.85593349494397
PKNOX2	4.11581458147388
RALYL	3.79854892760984
ZHX3	4.38447470083085
ERCC5	6.50400438421791
RXFP3	3.15136809696257
APBB2	4.18978339554106
BBOX1	4.63297778563561
PRO0478	3.03040311510345
GCSH	7.58679146561879
XDH	3.97837198754701
EDN1	6.38909312792179
MTERF	5.62038518510708
PDCL3	7.74717207308696
CLK4	6.18168594962546
KCNG1	3.96138645583676
CXCR4	8.83890690798726
DECR1	7.46791507787462
SALL1	3.23759350032907
PTPRR	3.7945989062544
CADM4	3.57962461543705
IRAK1	7.34887940662623
CFHR5	3.52930877318797
HNRPD	8.2824701386799
TMSB10	12.3836762147458
CXCL3	4.08905601785701
LMAN1	4.04948282514963
SUHW1	3.69665590477523
CHD8	6.1532976621946
SUMO1	7.72495551827069
GP1BA	3.52306560352759
OR7A10	4.35584170181856
DDB1	7.63756426966331
CHRNA10	3.7428142382201
STYK1	3.87421021389235
MYO9B	4.60989033208888
CCNI	10.3385476126915
MMP7	10.0466850678922
EP300	6.12346674656595
CRNKL1	6.05630166095669
C9orf45	3.30218037867406
XAB2	4.96710978562778
RTN1	3.71682270518683
HIC2	4.16387766471198
TBX10	3.88510322906519
CENPQ	4.16380597114021
UTY	3.41091361532717
OR2W1	3.07632550339518
ATP5G2	10.2964038843272
ZEB1	3.98400663587216
ZG16	3.68014830455387
ERG	3.97892050195939
PARN	6.49694201262039
SOD2	5.40036260607069
JOSD3	8.43373301983615
ADAM5P	3.62796274154283
CHD9	6.12805680019817
hCG_40738	4.02547619439009
STK16	4.6167351496467
PDE1C	3.75699948217645
SEMA4D	5.10226552664671
AGPAT1	6.05301290100696
TOB2	6.15389106978161
BANK1	4.77269785728733
MAP3K3	5.59224555261345
MAX	5.41917106535445
GRM2	4.05647151700945
OSBPL8	6.73310699542882
PROSC	5.12514604824435
NR4A2	6.99903321963587
RICS	5.01623309492781
PIR	4.81635245607742
PPCS	7.54026144567402
IPO9	6.38380526232363
LONP1	7.32104273176063
EVC	4.44099066588666
CXCL13	5.27547265020967
SCYL3	4.6629364814237
KIAA1199	5.76806304193165
SORL1	8.07486565274197
NAT10	6.51886226391875
CHD1	7.13440156429941
SYN3	3.72708805207728
DMC1	3.95444980163854
SLC22A2	3.81003565410491
SERPINF1	8.26851630096932
C20orf27	5.21524681074522
OR7A17	3.35378905403513
RPS6KA5	4.53143524453132
LHB	3.31386133670358
TAOK3	4.67929076858057
STK25	5.79195486903297
SLC12A4	3.83178165818409
BRCA1	4.57091199874292
GBL	5.36000043528075
C14orf108	8.45166917730089
CDC25B	6.8652302402714
BMP3	3.54719226263392
MAP1LC3C	3.73598761018276
TMEM180	3.26178633265079
CRYGC	3.64647180598041
SLK	5.99654262090359
POU3F1	3.54929220365738
C20orf32	3.96802812042865
