Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A08_543618
Composite Element REF	Signal
AACS	7.63538501104442
FSTL1	8.47957565086518
ELMO2	5.89153629347055
CREB3L1	4.21076808970849
RPS11	9.74664234903315
PNMA1	8.63652881870517
MMP2	6.38465544867541
SAMD4A	3.66627363794158
SMARCD3	7.8388068125477
A4GNT	3.46396345951670
C9orf39	3.26150357896009
PKNOX2	4.77905042197097
RALYL	3.09137921074635
ZHX3	4.20193618994491
ERCC5	6.3380067345436
RXFP3	2.92975089134863
APBB2	3.57852253277143
BBOX1	4.6584248480619
PRO0478	3.04270457349187
GCSH	7.3623704701556
XDH	3.84762313984194
EDN1	4.17502988237118
MTERF	5.36330878502772
PDCL3	7.85980366591891
CLK4	6.0482247635645
KCNG1	4.24974887245709
CXCR4	7.91485042612812
DECR1	7.57462043442088
SALL1	3.10537480544374
PTPRR	3.26459006711359
CADM4	3.29148226694486
IRAK1	9.75705575798568
CFHR5	3.02923970170114
HNRPD	8.02379427783377
TMSB10	11.9908226851344
CXCL3	3.84000644287344
LMAN1	4.24380810248688
SUHW1	3.45982493624481
CHD8	7.95857908747634
SUMO1	7.39978432370222
GP1BA	3.36814367144243
OR7A10	3.77489008845096
DDB1	7.254440887597
CHRNA10	3.74721203276912
STYK1	4.25089212555634
MYO9B	4.48475468526654
CCNI	10.2111206892857
MMP7	5.00564219437211
EP300	5.88376009593427
CRNKL1	6.46147957218703
C9orf45	3.21201123979132
XAB2	4.28369697806155
RTN1	3.77031324275382
HIC2	4.30201912805705
TBX10	3.59010169436075
CENPQ	4.74779511328559
UTY	3.01596352724214
OR2W1	2.91642082530654
ATP5G2	11.0026770044948
ZEB1	3.72912157449336
ZG16	3.24277288461303
ERG	3.85116417591142
PARN	7.22787531181965
SOD2	4.66954048896897
JOSD3	7.61506123558079
ADAM5P	3.16541200463133
CHD9	5.07797159099963
hCG_40738	3.94035132815828
STK16	4.7599883208602
PDE1C	3.68689169961345
SEMA4D	5.29187243965002
AGPAT1	6.39769055980521
TOB2	6.39324589577856
BANK1	3.24051811711117
MAP3K3	5.31741620221346
MAX	5.13317765356189
GRM2	3.66797861895045
OSBPL8	5.99124839950914
PROSC	6.78711851638586
NR4A2	5.18937712729108
RICS	5.14282892863493
PIR	7.24485447929114
PPCS	8.9338298437502
IPO9	6.67146148558212
LONP1	7.63444039574139
EVC	4.12712767391462
CXCL13	5.1762230740491
SCYL3	5.63460058862916
KIAA1199	4.51593463282291
SORL1	9.61145532483754
NAT10	6.44360122895361
CHD1	6.22609918831158
SYN3	3.52554542130596
DMC1	3.9128352598748
SLC22A2	3.42905703283691
SERPINF1	6.83440749072845
C20orf27	6.03366546882176
OR7A17	3.22006991729765
RPS6KA5	4.62422663817581
LHB	3.66354735515552
TAOK3	4.95122707773891
STK25	5.83001009514492
SLC12A4	3.61223262847458
BRCA1	5.11980410310508
GBL	6.6708060971
C14orf108	7.37773214609837
CDC25B	8.29215759097709
BMP3	2.99100449438522
MAP1LC3C	3.22526540355873
TMEM180	3.53443944158117
CRYGC	3.77335917679072
SLK	6.31507477567362
POU3F1	3.12570653733595
C20orf32	3.63053587643302
USP52	7.51634951949656
HIGD1B	3.97506680298218
BAZ1B	7.22114515553191
USP6NL	5.16254437979493
SLCO2B1	4.26944118859031
ABCD4	4.73366136292257
DIMT1L	6.26473909357539
SLC25A46	6.20621221460136
LARP7	6.73227136940583
TEK	3.56153699552079
CD160	3.54167187287490
TERF2IP	7.0263900450917
PHF20	6.52412869954087
COL1A1	7.74786977400489
KIAA0090	5.73259992318026
GTPBP1	4.4209255045138
GRK5	4.03205666018952
AP1S2	5.67888034098508
RAB33B	4.87818874375081
CA11	4.62420365318277
ALDOC	4.67656059016712
NUDT1	6.16503363457272
ZNF212	6.1138929962624
ACBD3	7.080182708141
ZNF83	6.07704533738748
PRDM2	4.94601465281425
GDPD5	4.62724842852155
PDCD4	6.64544075165242
CEP350	6.07721537711319
FOXP3	3.21394772945146
SMYD3	5.97074197712019
CST7	4.08462318449209
SELL	3.8905534659492
CIAO1	6.6975341504132
LGI2	3.59352983855339
WDR45	7.37967700959736
ANKRD6	6.44555937094234
LTBP4	3.85096138116328
PSCD3	3.23229194957669
PYY	3.07847220162092
KCNC1	3.27284132953756
SIRT6	4.01845693385716
CCL19	4.01609278995738
ARHGEF9	4.53832737387248
ABR	4.34766691592974
C10orf22	6.7273403994908
STK17A	5.32739214870712
FOXE1	3.37359733874949
GML	3.19266034132192
CNGA3	2.80879571181618
CD38	3.85892035500652
ZDHHC6	8.1797065490285
NEFH	7.17782873093917
PGBD5	4.25949085524808
CTDSP2	7.99751460287906
RMND5B	5.50633833498328
ZNF257	4.38858690263084
DUSP4	4.77206785753026
FLJ22167	5.78026601473536
EXOSC7	7.27843698014668
ROR2	3.52117723388308
FOXM1	6.97365979680047
ZBTB48	4.61115203246702
BUD31	8.68054603162057
MAOA	3.54186585830491
CCDC41	5.26799593382605
TNNT3	3.68964677425033
FBXO11	6.27516257965677
GYPC	6.02227535219255
PLIN	3.38185526881193
RFXAP	3.32201339576039
C6orf15	6.00324475669107
RNF4	8.84928692566325
F8A1	7.84405327163018
PPP1R3D	4.84031414332042
GRB2	7.00684549735903
TPM3	3.06331657019727
SYT13	3.90465712906037
EPB42	3.56447794354650
RP5-1077B9.4	5.28375137016839
EIF1	10.8872095504218
CETN3	7.38468917171404
FPGT	4.79026168203675
PRY	3.48428069731378
NTHL1	6.91440903914981
POLR2B	8.38522889651377
RPS28	11.7789367646918
GDF10	3.18691006849445
COQ9	7.51398824446269
P2RX3	2.87878511116963
GCC2	6.57116992726282
RARRES3	6.98018517377636
PLXNA1	5.90992283181376
WBP4	4.75113641459139
KIAA0100	6.3662269514739
PMF1	6.86236153235134
HS2ST1	5.47400617081959
CRELD2	6.48170915695198
C8G	3.07261251265966
CD82	5.21043026811705
PMM1	5.8075834934619
CBLL1	4.48168267693990
LIM2	3.23017703480856
VAX2	4.61306033897991
SETDB1	5.33386862518741
LRAP	5.26096718454495
GCLM	7.03724865840928
CPEB3	3.23089602875646
PPM1A	5.47696271059179
INTS1	4.3279385274272
MMP16	3.18581066309696
CAMTA1	3.92991068184549
SAMSN1	4.71861962212274
DRD3	2.78006031555398
GMPPA	4.84430311582744
C11orf73	5.61469434453427
AIPL1	3.49082162672451
PTP4A2	9.777216078703
IL24	3.15831043926728
BDKRB1	3.39396293124948
HPCA	3.77639909518169
MLF1	6.45280566324298
SEC14L1	6.74145248192224
CHFR	6.25103693754186
EMILIN1	4.22259726269967
THADA	6.64276962083036
TAF12	6.12128513942703
NDUFS4	7.71176137900309
ID1	6.1650327142165
PIK3CB	3.60105597097798
COL18A1	8.2347903931931
PDZD3	3.3379302660917
TBC1D17	4.55382695034623
COX8A	9.6535646577223
CDCA4	8.9991963592575
C2orf44	5.45153952003817
C9orf16	7.2306531793376
ERBB2IP	7.55691306214611
EMX2	8.33258813656266
FUS	6.67053188616341
NIPSNAP3B	3.49315169158567
TF	3.32631495606088
CXorf56	5.69719061731174
CLCN4	3.65421568437499
PWP2	5.95863767063066
MMP15	3.94250913611478
MTMR14	6.40381548159115
NPR1	6.17417488585309
DNAL4	5.58539388336397
ELAC2	4.72597143836311
ASS1	10.6067479035215
IPP	5.7745237749027
TMEM59	9.43183868984148
POLR2J	9.414553501918
SEC23IP	5.83045843666294
RGS4	4.08638084683927
UQCRC1	9.44376687982513
SNX6	7.54799284708986
DDX18	6.96643530534443
POLG	4.69068860168069
ADAM23	4.18177465179312
ZNHIT2	4.35832509855643
TFR2	3.56376069228827
NCDN	4.59579481926051
RAG1	3.3418009792185
POMT1	5.51071564324011
CYP1A1	3.34354914275475
SNAPC1	5.33431079861845
GNA11	5.18255590503882
CCDC52	3.04499720419547
CAPN1	6.48424811721474
DDHD2	7.14547819807761
UPF3A	6.65930783178903
LAGE3	6.61842415188777
GNRHR	3.0749174133421
UNC13B	5.0704600192186
TTLL4	5.70870734622018
PPBP	2.73806555413285
HTR3A	4.57331827222817
SDC2	5.3921022482473
ANKRD49	7.0393118357256
BTF3	10.6614643265320
COX7A2	10.5802256686746
SARS	8.37099463590585
C13orf18	3.61822652376501
CACNB1	3.86875107296781
QKI	5.84348118773576
SETMAR	6.21512547435882
LAMB4	3.31519352002819
MAN2B1	6.33468587809215
EML3	5.09174156933467
ACADL	3.25716193197644
OFD1	8.3603931438859
CGA	3.3068738492277
EIF3EIP	10.6259130273170
PEX16	5.12866146553207
GNG12	5.78416334418274
HABP4	4.80475022897205
CNTN2	3.43620218107547
ASNSD1	6.86537675930537
FUT4	3.49171024428951
DBH	3.25389032197604
CD53	7.35988210600047
HIST1H2BJ	3.66138266523689
TFAP2B	3.28877189223729
ACF	3.63751474242204
TMEM11	6.92278445224715
CDH8	3.24261721077952
C3orf32	5.93331650724638
AGPS	5.01580125212269
C4orf18	3.50712318465521
PCCB	7.0873218490539
IPO13	5.19519480955671
PECI	6.27487518621325
UNG	7.79946503331683
C6orf105	3.7787045111751
GSTP1	8.74502071160637
SUV420H1	7.18156858145244
ARHGAP15	3.88868621629208
LTBR	7.02322643354023
TDRKH	3.56402432298929
PSG4	3.32881583602284
SLC9A3R1	7.46429084782396
NBPF3	9.58069239371273
SLC9A3	3.5739057828887
OSBP	5.93148209519861
PRR5	4.42875515254567
CHMP7	5.37472762418937
ADRA1A	3.08298191278239
ASAH1	6.8972238597414
FKBP4	7.83931125747949
ZNF350	4.11084456536223
DOM3Z	5.30803191564838
GIPR	3.53140168925278
AHI1	5.11461815972447
BST1	3.50999325338285
NCR2	3.55673769236635
NADSYN1	4.5213195944377
UBE2W	6.50246618639377
RGS14	3.75746346306532
KRT15	4.1188902342511
SCN11A	3.81060575814695
GFI1	3.59883944143606
FHL1	5.06915766858279
SMC6	6.98401811321432
GATA1	3.50972149384633
OSGEP	5.99185335539587
