Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A04_433750
Composite Element REF	Signal
AACS	6.3349827355042
FSTL1	6.3134846782021
ELMO2	6.60937603125187
CREB3L1	3.63563919510673
RPS11	10.0012726260966
PNMA1	8.0197454527523
MMP2	5.38388118277797
SAMD4A	3.62872375190539
SMARCD3	7.0086910537441
A4GNT	3.69987995155546
C9orf39	3.34668198843192
PKNOX2	4.09436671596811
RALYL	3.30945900639299
ZHX3	4.20213817569669
ERCC5	7.09791590337438
RXFP3	2.88385963707446
APBB2	4.23251783578759
BBOX1	6.82461745017734
PRO0478	2.88046194403496
GCSH	9.48668209823053
XDH	3.88315655063
EDN1	4.752302237083
MTERF	5.67572525067166
PDCL3	8.47406659423785
CLK4	6.32043148257927
KCNG1	4.05269838638958
CXCR4	8.74382023189616
DECR1	8.65251207531565
SALL1	3.81063085990723
PTPRR	3.21192215007917
CADM4	3.47215398115047
IRAK1	8.27441540822067
CFHR5	3.14248369701629
HNRPD	7.79316192440155
TMSB10	12.5662128306790
CXCL3	4.32571417059441
LMAN1	4.44584096298729
SUHW1	3.24946215803374
CHD8	6.80636219154948
SUMO1	8.70060555280273
GP1BA	3.25453762585417
OR7A10	3.72713428617404
DDB1	7.89868754876972
CHRNA10	3.62941343230052
STYK1	3.9367456677207
MYO9B	4.47993564704454
CCNI	9.71363277553252
MMP7	7.4744971616364
EP300	6.65814685669478
CRNKL1	7.41360275175483
C9orf45	3.12712310709266
XAB2	4.6486215586204
RTN1	4.20702594161828
HIC2	3.87265083515288
TBX10	3.72626161444989
CENPQ	4.25878712514452
UTY	3.18949054404479
OR2W1	2.97641579863559
ATP5G2	10.9083701715838
ZEB1	3.30136696726384
ZG16	3.39068289131708
ERG	3.48882400233413
PARN	7.0684128931699
SOD2	6.77001303544168
JOSD3	7.6633346375508
ADAM5P	3.2496558628716
CHD9	6.30324061284651
hCG_40738	3.83401382391797
STK16	6.26073881917864
PDE1C	3.94896059034344
SEMA4D	4.89410130515548
AGPAT1	6.73703098048831
TOB2	6.70461069176706
BANK1	2.98702229570957
MAP3K3	5.58530906146187
MAX	5.46767420159182
GRM2	3.89118610232179
OSBPL8	6.88976183927251
PROSC	6.11209615437678
NR4A2	7.64274626845416
RICS	5.82104405881084
PIR	6.47898668646844
PPCS	9.15529059413635
IPO9	6.50946297282461
LONP1	8.08383961848745
EVC	4.43231977030833
CXCL13	6.86064930985512
SCYL3	5.74410078230426
KIAA1199	6.60264608760935
SORL1	8.13733984952136
NAT10	6.92459479536248
CHD1	6.77991749059503
SYN3	3.5751260325924
DMC1	3.79504451033336
SLC22A2	3.67777791381402
SERPINF1	5.07778518197567
C20orf27	6.43688471951319
OR7A17	3.06404242917439
RPS6KA5	3.65257159339016
LHB	3.22035131304758
TAOK3	4.73554559153734
STK25	5.80886708524107
SLC12A4	3.72155879658724
BRCA1	3.97088746432953
GBL	5.43289942867229
C14orf108	7.77036002792094
CDC25B	7.3903937351353
BMP3	3.1165016585401
MAP1LC3C	3.66765764037385
TMEM180	3.73283433689117
CRYGC	3.60624886261948
SLK	5.48204645746034
POU3F1	3.21557121323493
C20orf32	3.7287794630405
USP52	6.3115045667184
HIGD1B	3.7928663353859
BAZ1B	6.39392850807573
USP6NL	5.87286656939587
SLCO2B1	3.93594699016163
ABCD4	4.56470388641501
DIMT1L	6.31653262237022
SLC25A46	7.99415262268473
LARP7	7.56122547188256
TEK	4.05559787667792
CD160	3.83304960523743
TERF2IP	7.7266448568582
PHF20	6.89148715872208
COL1A1	5.43118896388381
KIAA0090	6.75247732527988
GTPBP1	4.37908574584391
GRK5	3.67753459576100
AP1S2	4.90301252214896
RAB33B	4.76062189082701
CA11	5.0426862070626
ALDOC	6.20718833400904
NUDT1	5.06694435299373
ZNF212	5.88520547097861
ACBD3	7.25869944020952
ZNF83	7.3000001571633
