Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_H11_491220
Composite Element REF	Signal
AACS	6.63296248107983
FSTL1	7.84102094293143
ELMO2	5.00398637676289
CREB3L1	3.99032170418035
RPS11	10.4208155371657
PNMA1	7.46935477122984
MMP2	6.9177493831917
SAMD4A	3.96973852319439
SMARCD3	6.59221703289303
A4GNT	3.81605523147779
C9orf39	3.30295750451318
PKNOX2	4.21139715147266
RALYL	3.54317109642546
ZHX3	4.49463210367681
ERCC5	6.03143333216706
RXFP3	3.27585069832679
APBB2	3.3512581943704
BBOX1	6.62898600719539
PRO0478	3.19094878361422
GCSH	8.02063954326331
XDH	4.33669273703931
EDN1	6.85343987109144
MTERF	7.20422425493423
PDCL3	7.20231890729208
CLK4	5.24710697721255
KCNG1	4.32251519297583
CXCR4	8.42150821724294
DECR1	7.40809737058286
SALL1	3.15409355793902
PTPRR	3.83754103025806
CADM4	3.41464898115689
IRAK1	8.75718661873992
CFHR5	3.11133565135974
HNRPD	7.16285150854377
TMSB10	12.1355763754587
CXCL3	4.6083177735262
LMAN1	3.8251825016152
SUHW1	3.59136517417751
CHD8	5.2407326760733
SUMO1	7.63671754003679
GP1BA	3.65515192178496
OR7A10	3.71167337946802
DDB1	7.34462018523914
CHRNA10	3.68489262561319
STYK1	3.62441853741785
MYO9B	4.50198061652173
CCNI	10.2319742143616
MMP7	8.31394891439444
EP300	6.3445897111502
CRNKL1	6.56563728443978
C9orf45	3.32276533861686
XAB2	4.86209322377141
RTN1	4.36740141960049
HIC2	3.86993943347598
TBX10	3.59435627152372
CENPQ	4.6617461366717
UTY	3.23581163630877
OR2W1	2.86690837043801
ATP5G2	10.6560369103252
ZEB1	3.63841094456925
ZG16	3.37180615080755
ERG	3.67714464219645
PARN	6.51271852419544
SOD2	6.34146588740592
JOSD3	7.15066923311105
ADAM5P	3.30993244749193
CHD9	5.63393421999824
hCG_40738	3.7041317174051
STK16	5.4274177135204
PDE1C	3.89004630326303
SEMA4D	4.71368384731804
AGPAT1	6.64835593611868
TOB2	6.6936596543008
BANK1	5.58318482516972
MAP3K3	5.04900646359088
MAX	5.23957857286451
GRM2	4.18338762473745
OSBPL8	6.80244832540831
PROSC	5.18815099367517
NR4A2	5.99952438958221
RICS	5.28720142851164
PIR	5.4626436780666
PPCS	9.26284713323661
IPO9	5.59064403906635
LONP1	6.27076254897669
EVC	3.87848298248709
CXCL13	4.41892474095763
SCYL3	5.64145259538452
KIAA1199	5.80600427534781
SORL1	8.49370961966549
NAT10	5.87834817339565
CHD1	6.01082549067625
SYN3	3.57916951693552
DMC1	3.88432882327391
SLC22A2	3.73501065050348
SERPINF1	8.88772524016794
C20orf27	6.43037521422885
OR7A17	3.20688454106281
RPS6KA5	4.57604556145741
LHB	3.19802801210151
TAOK3	5.04062233534568
STK25	5.87668133797606
SLC12A4	3.56616834266044
BRCA1	3.82765757474280
GBL	5.13019928534399
C14orf108	8.73282574756873
CDC25B	4.83726883532289
BMP3	3.16596412107328
MAP1LC3C	3.4829056693688
TMEM180	4.04410774503565
CRYGC	3.59984725325065
SLK	5.74800024176137
POU3F1	3.33152493188595
C20orf32	3.93796956224507
USP52	4.36290657196945
HIGD1B	4.10992739213254
BAZ1B	6.58070998783446
USP6NL	5.46822951199461
SLCO2B1	4.54838027208348
ABCD4	4.38034202392787
DIMT1L	6.74679445067525
SLC25A46	7.73850432758591
LARP7	5.80396918374219
TEK	3.72746816665091
CD160	3.58565954996827
TERF2IP	7.40642950578812
PHF20	6.0219437314481
COL1A1	5.55084669513004
KIAA0090	5.27257497193812
GTPBP1	4.72530405104938
GRK5	3.94463700450106
AP1S2	5.82685761684996
RAB33B	4.7344256868802
CA11	4.43221627634311
ALDOC	6.17645593281372
NUDT1	6.28594089142235
ZNF212	5.58204651365678
ACBD3	7.6451292351389
ZNF83	6.08147417338154
PRDM2	4.7958560581975
GDPD5	6.18660167264557
PDCD4	6.66178462035852
CEP350	5.73136077890602
FOXP3	3.21139388355634
SMYD3	7.37435604668016
CST7	4.27649646117800
SELL	4.23732478531099
CIAO1	6.29616537315564
LGI2	3.9505812588341
WDR45	7.62336992074137
ANKRD6	6.81692983248586
LTBP4	4.60570500744663
PSCD3	3.28185066907686
PYY	3.27479941965221
KCNC1	3.52876110846692
SIRT6	4.46163056943025
CCL19	4.5191078253759
ARHGEF9	4.24155175328212
ABR	4.43969673474386
C10orf22	6.57258609143988
STK17A	5.45804245592919
FOXE1	3.36893654863984
GML	3.70704258344743
CNGA3	3.10195788354565
CD38	3.89930943692133
ZDHHC6	7.40354402810872
NEFH	3.65911866647954
PGBD5	5.59099551757727
CTDSP2	7.03905525066222
RMND5B	6.00312926777201
ZNF257	3.57584769528547
DUSP4	3.68230733300657
FLJ22167	5.44585661940733
EXOSC7	6.89537558451483
ROR2	3.76439095240988
FOXM1	4.6495051886181
ZBTB48	4.47709096804285
BUD31	8.49832090081613
MAOA	6.38950885113226
CCDC41	4.03755382408817
TNNT3	3.88410156424708
FBXO11	5.15711066305752
GYPC	7.17341927567899
PLIN	3.76935774737204
RFXAP	3.40895434979035
C6orf15	4.01936539824619
RNF4	6.98249186913799
F8A1	7.71986254862695
PPP1R3D	5.33022580811058
GRB2	6.70783935278751
TPM3	3.37290995025828
SYT13	3.96786484696105
EPB42	3.49539748239504
RP5-1077B9.4	5.40128826150643
EIF1	10.4571555255471
CETN3	7.77991688961862
FPGT	6.5907879295106
PRY	3.48174647446946
NTHL1	5.48983216186862
POLR2B	7.8806847331833
RPS28	12.6464686197608
GDF10	3.22909677110599
COQ9	6.89320532442803
P2RX3	2.93791982921551
GCC2	6.76245594836634
RARRES3	9.605075583555
PLXNA1	5.92640060734537
WBP4	4.10759271787238
KIAA0100	6.91892563862177
PMF1	6.88588773625104
HS2ST1	5.45517355468723
CRELD2	7.15948627517148
C8G	3.06911996352444
