Hybridization REF	TCGA-A2-A0T0-01A-22R-A084-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.170666666666667
CREB3L1	0.99875
RPS11	0.65775
PNMA1	-0.732
MMP2	0.992
C10orf90	-0.65325
ZHX3	0.0145
ERCC5	0.22125
GPR98	-1.287
RXFP3	0.8155
APBB2	-0.14825
PRO0478	-1.305625
KLHL13	-1.7875
PRSSL1	-0.326333333333333
PDCL3	1.12766666666667
DECR1	1.056125
SALL1	-3.554
CADM4	0.549
RPS18	0.586285714285714
HNRPD	-0.205916666666667
CFHR5	0.396
SLC10A7	0.22375
OR2K2	-0.3155
LMAN1	0.322125
SUHW1	-2.66025
CHD8	-0.2214
SUMO1	0.545
GP1BA	-0.5352
DDB1	0.115
MYO9B	0.1532
MMP7	6.6925
CRNKL1	0.462
C9orf45	-0.495166666666667
XAB2	1.068
RTN1	0.7705
KLHL14	-1.51975
TBX10	-0.9155
CENPQ	-1.829
UTY	-0.897642857142857
ZBTB12	-0.182
DTNBP1	0.315375
KBTBD8	-0.529333333333333
ZEB1	0.111666666666667
ZG16	-1.4965
MIER1	0.9069
ADAM5P	0.36
CHD9	-0.190875
STK16	0.503
KIAA1486	-0.16
TOB2	0.96775
BANK1	1.4855
OR2V2	0.21975
GRM2	-0.0676666666666667
PROSC	0.2025
SPIN2B	-0.48275
PIR	-1.78422222222222
IPO9	0.0821
EVC	1.07083333333333
CXCL13	3.512
KIAA1199	0.6624
SORL1	-0.896
NAT10	0.98825
CHD1	-1.06025
SYN3	1.06975
SLC22A2	-0.3125
SERPINF1	0.992333333333333
WDR34	0.16775
OR7A17	0.00500000000000001
C9orf11	0.0375
RNF216L	-0.1722
LHB	0.0385
STK25	0.3605
TAOK3	0.20675
LOC152573	-2.814
C3orf39	0.628375
C14orf108	-0.1948
CDC25B	0.174818181818182
BMP3	-0.0315
TMEM180	-0.1915
MAP1LC3C	0.07825
CRYGC	-0.43
POU3F1	-1.375
C20orf32	-1.027
CCDC95	-0.3005
HIGD1B	3.9335
USP6NL	1.146875
ABCD4	-1.118
DIMT1L	-1.28658333333333
TEK	-0.02175
SLC25A46	-0.7865
LARP7	-1.6527
CD160	0.611833333333333
MT1JP	-0.5365
PHF20	-0.229875
CPNE4	-1.41725
GTPBP1	-0.595285714285714
RAB33B	0.718666666666667
ALDOC	-0.78725
ZNF212	-0.1295
NUDT1	-0.0793333333333333
RFPL2	-0.54525
ZNF83	-0.0961666666666667
GDPD5	-0.394625
PDCD4	1.1533
CEP350	0.57125
OR10A2	0.30825
CST7	0.81
CIAO1	-0.07275
SELL	0.5355
OR8J3	0.536
LTBP4	-0.265833333333333
SIRT6	0.58425
CCL19	1.27925
PPIL1	-0.438333333333333
GBP7	-0.0126666666666667
STK17A	-0.7431
ABR	-0.50875
OR9G1	0.8495
FOXE1	-0.46125
CNGA3	0.0365
GML	0.3395
CD38	-2.4535
ZDHHC6	-0.379666666666667
NEFH	2.4405
CTDSP2	0.0175
PGBD5	2.73016666666667
CCNY	0.649071428571429
RMND5B	-0.116333333333333
ZNF257	-1.811
FLJ22167	-0.0225
EXOSC7	0.00683333333333335
ROR2	0.9285
MAOA	0.11725
TNNT3	0.00866666666666667
GYPC	-1.56375
C7orf33	0.5435
PLIN	-0.0351666666666666
LOC90826	-0.05775
RNF4	-0.4928
F8A1	-0.216833333333333
PLEKHG4	-0.2855
GRB2	0.4713
HIST1H2AD	-0.27875
DUS3L	0.856666666666667
EIF1	-0.2325
RP5-1077B9.4	-0.8455
FPGT	0.75675
GDF10	3.32
COQ9	-0.0815
GCC2	-0.315357142857143
RARRES3	1.251875
PLXNA1	-0.342
KIAA0100	-0.1967
PMF1	-0.126
FNDC1	5.9505
HS2ST1	0.0727499999999999
CRELD2	1.14525
C8G	-1.087
CD82	1.86875
LIM2	-0.6915
UNQ6490	0.2205
MMP16	0.2745
DRD3	0.0335
C5orf26	-1.65075
C11orf73	0.023625
PTP4A2	-0.065625
OR4M2	0.9515
HPCA	-0.0428333333333333
SEC14L1	-0.0491666666666667
CHFR	-0.306375
EMILIN1	1.218375
NDUFS4	-0.4155
COL18A1	-0.057
PDZD3	0.0989
C9orf16	0.0876666666666667
ERBB2IP	-0.646166666666667
EMX2	3.12725
FUS	-1.07125
TF	-2.3458
CLCN4	1.07966666666667
CXorf56	1.31225
C11orf72	0.404
ELAC2	-0.0025
NPR1	-1.01475
ASS1	-0.994666666666667
USP42	0.38425
POLR2J	-0.000999999999999997
