Hybridization REF	TCGA-A8-A096-01A-11R-A00Z-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.318083333333333
CREB3L1	2.12325
RPS11	0.717875
PNMA1	0.32275
MMP2	1.00466666666667
C10orf90	-2.262
ZHX3	-0.673833333333333
ERCC5	0.31175
GPR98	-0.0925
RXFP3	0.469
APBB2	2.52325
PRO0478	-1.078375
KLHL13	-2.34675
PRSSL1	-0.643166666666667
PDCL3	0.4535
DECR1	-0.000374999999999995
SALL1	-2.51466666666667
CADM4	0.089
RPS18	0.242642857142857
HNRPD	-0.387333333333333
CFHR5	0.751333333333333
SLC10A7	0.6755
OR2K2	1.254
LMAN1	0.17925
SUHW1	-3.5
CHD8	-0.294
SUMO1	0.3475
GP1BA	0.9812
DDB1	-0.417166666666667
MYO9B	0.2699
MMP7	6.1225
CRNKL1	0.735875
C9orf45	-1.6975
XAB2	0.3245
RTN1	2.40375
KLHL14	-1.551625
TBX10	-1.1455
CENPQ	-1.3775
UTY	-1.34238461538462
ZBTB12	-0.109
DTNBP1	0.071
KBTBD8	-0.505833333333333
ZEB1	0.491
ZG16	-1.1965
MIER1	0.724
ADAM5P	0.279
CHD9	-0.2276875
STK16	1.4615
KIAA1486	-0.2295
TOB2	0.791583333333333
BANK1	3.017
OR2V2	0.12975
GRM2	-0.206666666666667
PROSC	0.245
SPIN2B	0.12975
PIR	-2.39644444444444
IPO9	-0.3386
EVC	1.47316666666667
CXCL13	4.95516666666667
KIAA1199	1.3532
SORL1	1.47925
NAT10	-0.74125
CHD1	-0.593
SYN3	-0.292
SLC22A2	0.31625
SERPINF1	2.14883333333333
WDR34	-0.17925
OR7A17	-0.11725
C9orf11	-0.8265
RNF216L	-0.4301
LHB	-0.1635
STK25	-0.160625
TAOK3	0.9615
LOC152573	-4.2085
C3orf39	0.4315
C14orf108	0.4205
CDC25B	-1.58572727272727
BMP3	0.00850000000000001
TMEM180	0.1635
MAP1LC3C	-0.6475
CRYGC	-0.923
POU3F1	-1.332
C20orf32	-0.9685
CCDC95	-0.5145
HIGD1B	4.11825
USP6NL	0.236625
ABCD4	-0.4355
DIMT1L	-0.6295
TEK	1.269375
SLC25A46	-0.27025
LARP7	-1.4732
CD160	0.198166666666667
MT1JP	-0.563333333333333
PHF20	-0.4769375
CPNE4	-1.71775
GTPBP1	-0.233928571428571
RAB33B	1.57166666666667
ALDOC	-2.590875
ZNF212	-0.91275
NUDT1	-1.14566666666667
RFPL2	-1.6965
ZNF83	-0.478666666666667
GDPD5	-1.0155
PDCD4	1.81845
CEP350	0.09925
OR10A2	0.4565
CST7	1.45475
CIAO1	-0.82825
SELL	1.013875
OR8J3	1
LTBP4	-0.518833333333333
SIRT6	0.09275
CCL19	3.3525
PPIL1	-0.828833333333333
GBP7	0.77
