Hybridization REF	TCGA-A8-A091-01A-11R-A00Z-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	1.42241666666667
CREB3L1	-0.24225
RPS11	0.20475
PNMA1	1.168
MMP2	0.144
C10orf90	-2.08675
ZHX3	-0.343333333333333
ERCC5	0.224
GPR98	-0.261
RXFP3	0.547
APBB2	1.706
PRO0478	-0.441875
KLHL13	-1.75075
PRSSL1	-0.598166666666667
PDCL3	0.208666666666667
DECR1	-0.070625
SALL1	-3.7945
CADM4	0.604666666666667
RPS18	-0.195071428571429
HNRPD	-0.529333333333333
CFHR5	0.751833333333333
SLC10A7	0.5095
OR2K2	0.251
LMAN1	-1.012125
SUHW1	-3.8435
CHD8	0.0829
SUMO1	0.584
GP1BA	0.2216
DDB1	0.200333333333333
MYO9B	-0.5515
MMP7	6.1815
CRNKL1	0.804375
C9orf45	-0.116333333333333
XAB2	-0.086
RTN1	1.863125
KLHL14	0.177375
TBX10	-1.278
CENPQ	-1.15525
UTY	-1.27064285714286
ZBTB12	0.359
DTNBP1	-0.129625
KBTBD8	-1.4055
ZEB1	0.310333333333333
ZG16	-0.0675
MIER1	0.1802
ADAM5P	-0.0645
CHD9	-0.6125625
STK16	0.27675
KIAA1486	-0.7265
TOB2	0.986583333333333
BANK1	2.77075
OR2V2	0.54475
GRM2	0.138833333333333
PROSC	1.617625
SPIN2B	1.61475
PIR	-3.11055555555556
IPO9	-0.8565
EVC	-0.3105
CXCL13	2.97
KIAA1199	-1.8669
SORL1	1.623
NAT10	-0.39075
CHD1	-0.332
SYN3	0.64025
SLC22A2	-0.44475
SERPINF1	0.5215
WDR34	0.10475
OR7A17	0.505
C9orf11	0.129
RNF216L	-0.8017
LHB	1.094
STK25	-0.059
TAOK3	-0.1605
LOC152573	-2.52325
C3orf39	0.2915
C14orf108	0.4311
CDC25B	-0.843
BMP3	0.188
TMEM180	0.2385
MAP1LC3C	0.44125
CRYGC	-0.368
POU3F1	-0.445
C20orf32	-1.4985
CCDC95	0.135
HIGD1B	4.4705
USP6NL	-1.15175
ABCD4	-0.211166666666667
DIMT1L	-0.778916666666667
TEK	1.552
SLC25A46	-0.73225
LARP7	-1.1721
CD160	0.0555
MT1JP	-1.37516666666667
PHF20	-0.06275
CPNE4	-1.391
GTPBP1	-0.120214285714286
RAB33B	1.82666666666667
ALDOC	-2.932875
ZNF212	0.2005
NUDT1	-1.76566666666667
RFPL2	-1.2505
ZNF83	0.7105
GDPD5	-0.530375
PDCD4	0.86725
CEP350	-0.13475
OR10A2	-0.00875
CST7	1.03825
CIAO1	-1.3545
SELL	1.648625
OR8J3	0.717
LTBP4	-0.319333333333333
SIRT6	-0.293
CCL19	4.31625
PPIL1	-1.086
GBP7	1.20733333333333
STK17A	-1.7767
ABR	0.46125
OR9G1	-0.1375
FOXE1	-0.818
CNGA3	2.5725
GML	0.232
CD38	-2.12975
ZDHHC6	0.0335
NEFH	-2.55
CTDSP2	1.67133333333333
PGBD5	-1.6645
CCNY	0.204428571428571
RMND5B	0.461
ZNF257	-0.39125
FLJ22167	-0.013625
EXOSC7	-0.3885
ROR2	0.072875
MAOA	-1.063875
TNNT3	0.178166666666667
GYPC	-0.89375
C7orf33	0.0605
PLIN	3.504
LOC90826	-0.1
