Hybridization REF	TCGA-A2-A0T3-01A-21R-A115-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.0424166666666667
CREB3L1	1.81775
RPS11	1.219125
PNMA1	0.91675
MMP2	0.100333333333333
C10orf90	-2.18375
ZHX3	-1.07033333333333
ERCC5	0.24275
GPR98	0.985625
RXFP3	0.4365
APBB2	1.41025
PRO0478	-1.172125
KLHL13	-0.972
PRSSL1	-0.940833333333333
PDCL3	0.00266666666666667
DECR1	0.20175
SALL1	-2.89233333333333
CADM4	1.05666666666667
RPS18	-0.636428571428572
HNRPD	0.528333333333333
CFHR5	-0.771833333333333
SLC10A7	1.062625
OR2K2	0.8705
LMAN1	-0.441625
SUHW1	-2.80225
CHD8	1.2476
SUMO1	0.2865
GP1BA	0.3437
DDB1	1.16516666666667
MYO9B	-0.2302
MMP7	4.95
CRNKL1	0.897875
C9orf45	-0.823
XAB2	2.187625
RTN1	1.557875
KLHL14	-1.26075
TBX10	-0.515
CENPQ	-1.1405
UTY	-1.48953846153846
ZBTB12	-0.6035
DTNBP1	-0.36875
KBTBD8	-0.454833333333333
ZEB1	-1.92966666666667
ZG16	-1.05325
MIER1	-0.451
ADAM5P	-1.6525
CHD9	-0.369
STK16	0.1685
KIAA1486	0.0835
TOB2	0.457666666666667
BANK1	3.32875
OR2V2	0.18975
GRM2	0.352833333333333
PROSC	1.264125
SPIN2B	-0.60125
PIR	-4.32833333333333
IPO9	-0.1917
EVC	0.717166666666667
CXCL13	6.831
KIAA1199	-1.8279
SORL1	-0.5445
NAT10	0.6405
CHD1	-0.06275
SYN3	-0.30575
SLC22A2	-0.55525
SERPINF1	0.472666666666667
WDR34	0.5605
OR7A17	0.4505
C9orf11	0.2665
RNF216L	-1.1695
LHB	0.1825
STK25	-0.58625
TAOK3	-0.25875
LOC152573	-2.652
C3orf39	0.18625
C14orf108	1.3434
CDC25B	-0.697818181818182
BMP3	0.273
TMEM180	0.165
MAP1LC3C	0.604
CRYGC	-0.8105
POU3F1	-1.1905
C20orf32	-2.536
CCDC95	0.511
HIGD1B	3.72325
USP6NL	0.2685
ABCD4	-0.420333333333333
DIMT1L	-0.45775
TEK	1.11075
SLC25A46	-0.16125
LARP7	-0.6742
CD160	0.775333333333333
MT1JP	1.37333333333333
PHF20	-0.593125
CPNE4	-1.299
GTPBP1	-0.0305
RAB33B	1.73233333333333
ALDOC	-2.838
ZNF212	0.36275
NUDT1	-1.237
RFPL2	-1.0105
ZNF83	1.20733333333333
GDPD5	-0.720375
PDCD4	0.83485
CEP350	0.51325
OR10A2	0.33075
CST7	0.70525
CIAO1	-0.67275
SELL	1.593625
OR8J3	0.2135
LTBP4	-0.00283333333333335
SIRT6	1.23725
CCL19	3.6525
PPIL1	-0.97
GBP7	-0.5386
STK17A	-1.1293
ABR	-0.23975
OR9G1	0.1005
FOXE1	-0.182875
CNGA3	0.021
GML	0.8085
CD38	-3.102
ZDHHC6	0.314833333333333
NEFH	-2.34475
CTDSP2	0.599583333333333
PGBD5	-1.829
CCNY	0.198428571428571
RMND5B	0.585416666666667
ZNF257	0.85675
FLJ22167	0.15975
EXOSC7	-0.466666666666667
ROR2	0.973
MAOA	1.111
TNNT3	0.458333333333333
GYPC	-1.583
C7orf33	1.6865
PLIN	3.25283333333333
LOC90826	0.728
RNF4	-0.5506
F8A1	-0.153333333333333
PLEKHG4	-0.627
GRB2	0.01385
HIST1H2AD	0.899
DUS3L	0.459333333333333
EIF1	-0.129666666666667
RP5-1077B9.4	-0.712333333333333
FPGT	1.57575
GDF10	0.289833333333333
COQ9	0.18825
GCC2	-0.722785714285714
RARRES3	2.1465
PLXNA1	-0.4652
KIAA0100	-0.8193
PMF1	0.44375
FNDC1	4.5825
HS2ST1	-0.89475
CRELD2	0.307
C8G	-1.2455
CD82	0.64
LIM2	-1.431
UNQ6490	-2.321
MMP16	0.08
DRD3	0.02575
C5orf26	-1.23025
C11orf73	-0.223375
PTP4A2	0.162875
OR4M2	-0.1025
HPCA	-2.24366666666667
SEC14L1	-0.489666666666667
CHFR	-0.02175
EMILIN1	0.9395
NDUFS4	-0.22425
COL18A1	-0.014125
PDZD3	0.1332
C9orf16	0.0508333333333333
ERBB2IP	-0.114666666666667
EMX2	3.2415
FUS	-0.49925
TF	-2.9557
CLCN4	-0.5005
CXorf56	0.03225
C11orf72	0.2245
ELAC2	-0.138666666666667
NPR1	-0.075
ASS1	-1.9745
USP42	-1.159375
POLR2J	-0.2035
SEC23IP	0.993166666666667
UQCRC1	-0.378
LOC729603	-0.4815
C1orf71	-0.400625
POLG	-0.7525
ADAM23	-3.19325
TFR2	-0.67125
RICTOR	-1.0646
MGC39606	0.39675
C19orf55	0.197625
SNAPC1	-1.4675
GNA11	0.227375
CCDC52	0.869333333333333
FSIP1	4.458
UPF3A	-0.933875
IGSF11	-1.77533333333333
LAGE3	0.638
CHST6	-1.9935
UNC13B	-0.179
TTLL4	-0.331
ZNF687	0.2895
SDC2	1.8368
COX7A2	-0.27
LAMB4	-0.56975
FAM24A	0.2405
LRRTM3	-1.49833333333333
GPHB5	0.25725
OR4C13	0.069
EIF3EIP	0.305285714285714
HABP4	-0.5305
TMEM125	3.13675
CNTN2	-0.13
ASNSD1	-0.2985
FUT4	0.2875
ACF	-3.28575
LOC158381	0.368
CDH8	-0.6945
AGPS	-1.35366666666667
