Hybridization REF	TCGA-A2-A0T4-01A-31R-A084-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.171333333333333
CREB3L1	1.28225
RPS11	0.24375
PNMA1	0.51125
MMP2	1.191
C10orf90	-1.55325
ZHX3	-0.193166666666667
ERCC5	0.531
GPR98	-1.285875
RXFP3	-0.52
APBB2	1.37775
PRO0478	-1.067
KLHL13	-0.6825
PRSSL1	-0.4555
PDCL3	0.618666666666667
DECR1	-0.18
SALL1	-2.15683333333333
CADM4	0.250166666666667
RPS18	-0.531
HNRPD	-0.160916666666667
CFHR5	0.2784
SLC10A7	0.5675
OR2K2	-0.0905
LMAN1	-0.785
SUHW1	-3.1765
CHD8	-0.0244
SUMO1	0.5601
GP1BA	0.9857
DDB1	-0.622666666666667
MYO9B	-0.2428
MMP7	6.565
CRNKL1	0.9885
C9orf45	-2.29533333333333
XAB2	-0.05925
RTN1	1.56775
KLHL14	-0.425875
TBX10	-1.417
CENPQ	-1.13525
UTY	-1.06478571428571
ZBTB12	-0.4775
DTNBP1	-0.743125
KBTBD8	-0.915
ZEB1	1.841
ZG16	-1.5775
MIER1	0.5508
ADAM5P	-0.278
CHD9	-0.0296875
STK16	0.285
KIAA1486	-0.4055
TOB2	0.294
BANK1	4.28975
OR2V2	-0.10475
GRM2	0.223166666666667
PROSC	0.6525
SPIN2B	0.17075
PIR	-2.39377777777778
IPO9	-0.0093
EVC	1.3965
CXCL13	3.292
KIAA1199	-1.466
SORL1	0.89075
NAT10	-0.24975
CHD1	-0.26825
SYN3	0.107
SLC22A2	0.17775
SERPINF1	1.64116666666667
WDR34	-0.224
OR7A17	0.061
C9orf11	-1.3865
RNF216L	-0.1672
LHB	-0.269
STK25	-0.280625
TAOK3	1.24575
LOC152573	-0.55575
C3orf39	0.7395
C14orf108	0.7906
CDC25B	-1.40063636363636
BMP3	0.312
TMEM180	0.016
MAP1LC3C	2.95975
CRYGC	-0.0865
POU3F1	-1.5218
C20orf32	-1.0625
CCDC95	-1
HIGD1B	4.30325
USP6NL	-0.315875
ABCD4	-0.165
DIMT1L	-0.719
TEK	1.720375
SLC25A46	-0.33225
LARP7	-1.5867
CD160	-0.108
MT1JP	-0.276
PHF20	-0.0805
CPNE4	-0.80275
GTPBP1	-0.312928571428571
RAB33B	1.292
ALDOC	-1.971
