Hybridization REF	TCGA-A8-A082-01A-11R-A00Z-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.975583333333333
CREB3L1	0.98575
RPS11	0.088875
PNMA1	1.58675
MMP2	0.157666666666667
C10orf90	-1.5315
ZHX3	-0.960333333333333
ERCC5	-0.02725
GPR98	-0.596875
RXFP3	0.3005
APBB2	0.91875
PRO0478	-0.8415
KLHL13	-4.01325
PRSSL1	-0.9395
PDCL3	-0.0828333333333333
DECR1	-0.036625
SALL1	-2.39266666666667
CADM4	1.01583333333333
RPS18	-0.226071428571429
HNRPD	-0.548833333333333
CFHR5	0.113166666666667
SLC10A7	-0.00637499999999998
OR2K2	0.291
LMAN1	-1.127
SUHW1	-4.016
CHD8	-0.2498
SUMO1	0.1992
GP1BA	0.0629
DDB1	-0.271833333333333
MYO9B	-0.0322
MMP7	6.05675
CRNKL1	0.62125
C9orf45	0.245833333333333
XAB2	0.33475
RTN1	2.222875
KLHL14	-0.530125
TBX10	-1.218
CENPQ	-0.8165
UTY	-0.762454545454545
ZBTB12	0.2595
DTNBP1	-0.773875
KBTBD8	-0.774666666666667
ZEB1	0.884833333333333
ZG16	-1.607
MIER1	0.5652
ADAM5P	0.736
CHD9	0.3016875
STK16	2.074
KIAA1486	-0.7585
TOB2	0.45475
BANK1	0.792
OR2V2	0.2105
GRM2	-0.184
PROSC	2.767125
SPIN2B	0.21025
PIR	-3.25966666666667
IPO9	-0.2393
EVC	0.263
CXCL13	0.127
KIAA1199	-0.2908
SORL1	1.7955
NAT10	-0.21725
CHD1	-0.58675
SYN3	-1.217
SLC22A2	-0.3025
SERPINF1	0.143
WDR34	0.57425
OR7A17	0.4485
C9orf11	-0.6465
RNF216L	-0.607
LHB	-0.4915
STK25	-0.36325
TAOK3	0.55775
LOC152573	-3.127
C3orf39	0.4235
C14orf108	0.4003
CDC25B	-1.30090909090909
BMP3	-0.3975
TMEM180	0.2285
MAP1LC3C	-0.58525
CRYGC	-0.1895
POU3F1	-1.3016
C20orf32	-1.864
CCDC95	-0.2565
HIGD1B	3.90325
USP6NL	-0.442
ABCD4	-0.423333333333333
DIMT1L	-0.767416666666667
TEK	0.69675
SLC25A46	-0.2805
LARP7	-1.5406
CD160	-0.336666666666667
MT1JP	-0.0205
PHF20	-0.205125
CPNE4	2.1455
GTPBP1	-0.169571428571429
RAB33B	0.375
ALDOC	-1.783375
ZNF212	-0.168
NUDT1	-1.03783333333333
RFPL2	-1.2335
ZNF83	0.424333333333333
GDPD5	-1.602875
PDCD4	0.92145
CEP350	0.26225
OR10A2	0.10525
CST7	-1.235
CIAO1	-0.85075
SELL	0.1165
OR8J3	0.229
LTBP4	-0.704
SIRT6	0.17375
CCL19	0.9985
PPIL1	-0.4355
GBP7	0.705333333333333
STK17A	-1.939
ABR	0.76475
OR9G1	0.357
FOXE1	-0.794875
CNGA3	0.8505
GML	0.797
CD38	-4.9055
ZDHHC6	0.560666666666667
NEFH	-2.74925
CTDSP2	0.801583333333333
PGBD5	0.470333333333333
CCNY	0.24
RMND5B	0.628083333333333
ZNF257	-2.1815
FLJ22167	0.632875
EXOSC7	-0.498666666666667
ROR2	1.5025
MAOA	-2.38225
TNNT3	0.176666666666667
GYPC	-1.302
C7orf33	0.896
PLIN	1.57616666666667
LOC90826	-0.4245
RNF4	0.0869
F8A1	0.449666666666667
PLEKHG4	-0.7105
GRB2	0.708
HIST1H2AD	0.68475
DUS3L	-0.620666666666667
EIF1	-0.245166666666667
RP5-1077B9.4	-1.17233333333333
FPGT	0.83275
GDF10	-0.957666666666667
COQ9	-0.44475
GCC2	0.511642857142857
RARRES3	2.276
PLXNA1	-0.4083
KIAA0100	0.4022
PMF1	-0.33625
FNDC1	4.42375
HS2ST1	-0.466916666666667
CRELD2	0.2515
C8G	-1.401
CD82	1.0185
LIM2	-1.334
UNQ6490	-0.036
MMP16	0.422
DRD3	0.23275
C5orf26	-0.9465
C11orf73	-0.795125
PTP4A2	-0.0095
OR4M2	0.475
HPCA	-1.59216666666667
SEC14L1	-0.8415
CHFR	-0.045
EMILIN1	1.07025
NDUFS4	-0.077
COL18A1	-0.16775
PDZD3	-0.436888888888889
C9orf16	-0.322666666666667
ERBB2IP	-0.361166666666667
EMX2	3.26225
FUS	-1.3535
TF	-3.9408
CLCN4	-1.26866666666667
CXorf56	0.2595
C11orf72	0.05025
ELAC2	-0.432916666666667
NPR1	-1.202
ASS1	-3.2445
USP42	-0.197125
POLR2J	-0.4625
SEC23IP	0.793833333333333
UQCRC1	0.73325
LOC729603	-0.65875
C1orf71	-0.200375
POLG	-1.139
ADAM23	-3.217
TFR2	-1.3335
RICTOR	-0.7465
MGC39606	0.28025
C19orf55	0.188
SNAPC1	-1.95683333333333
GNA11	0.897875
CCDC52	-0.126166666666667
FSIP1	1.9885
UPF3A	0.31225
IGSF11	-1.60266666666667
LAGE3	-0.79475
CHST6	-2.425
UNC13B	0.725375
TTLL4	-1.061375
ZNF687	-0.69225
SDC2	0.4703
COX7A2	-0.04625
LAMB4	-0.04575
FAM24A	0.072
LRRTM3	-0.817
GPHB5	0.2505
OR4C13	-0.3965
EIF3EIP	0.240071428571429
HABP4	0.344
TMEM125	3.993
CNTN2	-0.649
ASNSD1	-0.13125
FUT4	-0.95975
ACF	-3.36675
LOC158381	0.6785
CDH8	-0.7095
AGPS	-1.915
C4orf18	1.979125
PECI	-0.824916666666667
UNG	0.28825
GSTP1	-2.79775
DCUN1D5	-2.28616666666667
DKFZP564J0863	-1.6355
SLC9A3R1	1.33175
BCDO2	-0.796
CHMP7	-0.695375
REM2	1.0395
DNHD1	-0.46
FKBP4	0.50025
ZNF350	1.071
MGC11102	-0.498375
BST1	0.189
KISS1R	0.862
NCR2	0.1835
DEFB125	0.193
UBE2W	1.315875
KRT15	0.574
C10orf99	0.351
SCN11A	0.110285714285714
GFI1	-3.59725
RDHE2	3.853
FHL1	-1.912
OSGEP	0.123333333333333
GATA1	-3.346
SMC6	-1.055
TTTY14	-1.393
LPIN3	-0.21325
RPL4	-0.1859
RBPMS	-0.1741
PRPF3	-0.447833333333333
EMR1	-1.91
SPATA19	0.36825
XCR1	0.602
IRX3	0.5335
RBM6	-0.79525
KLF4	-0.8742
UNC5CL	-0.242
SEBOX	0.4825
BTK	-0.22375
KRCC1	1.1995
C6orf27	0.453
SYTL5	0.347
PRND	3.338625
LOC653319	-1.324
PIGL	-1.10625
HUS1	-0.525666666666667
SFRS6	-0.776916666666667
C17orf77	0.167
UIMC1	-0.659166666666667
FXYD2	-2.0519
LOC283152	1.182
ZNF667	-1.77575
ZCCHC12	-0.77525
TFEC	2.5896
