Hybridization REF	TCGA-A2-A0T5-01A-21R-A084-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.15875
CREB3L1	1.4765
RPS11	0.935625
PNMA1	-0.71525
MMP2	-0.0263333333333333
C10orf90	-2.10925
ZHX3	-0.361
ERCC5	0.2065
GPR98	0.0225
RXFP3	0.7345
APBB2	0.543
PRO0478	-1.5295
KLHL13	-0.71675
PRSSL1	-0.311666666666667
PDCL3	0.0348333333333333
DECR1	-0.2615
SALL1	-2.84033333333333
CADM4	0.287666666666667
RPS18	1.0105
HNRPD	-0.640833333333333
CFHR5	0.170333333333333
SLC10A7	0.35625
OR2K2	0.775
LMAN1	-0.6985
SUHW1	-3.64825
CHD8	-0.2593
SUMO1	0.2328
GP1BA	0.0667
DDB1	-0.199833333333333
MYO9B	-0.3688
MMP7	5.27075
CRNKL1	0.637875
C9orf45	-1.7495
XAB2	0.26175
RTN1	1.01825
KLHL14	-1.144
TBX10	-0.983
CENPQ	-1.13075
UTY	-1.116
ZBTB12	-0.086
DTNBP1	-0.71225
KBTBD8	-1.65383333333333
ZEB1	-0.340333333333333
ZG16	-1.63625
MIER1	0.2811
ADAM5P	0.466
CHD9	-0.47575
STK16	1.1495
KIAA1486	-0.467
TOB2	1.0135
BANK1	2.6455
OR2V2	-0.13925
GRM2	0.178333333333333
PROSC	0.597875
SPIN2B	-0.67425
PIR	-2.921
IPO9	0.0561
EVC	0.754
CXCL13	8.20166666666667
KIAA1199	-1.1821
SORL1	0.691
NAT10	0.18075
CHD1	-0.45525
SYN3	-0.38125
SLC22A2	-0.49325
SERPINF1	0.658666666666667
WDR34	-0.43825
OR7A17	0.47475
C9orf11	0.2175
RNF216L	-0.8881
LHB	-0.026
STK25	-0.265875
TAOK3	0.569875
LOC152573	-2.996
C3orf39	0.498
C14orf108	0.3084
CDC25B	-1.60745454545455
BMP3	0.313
TMEM180	-0.046
MAP1LC3C	0.1245
CRYGC	-0.614
POU3F1	1.4565
C20orf32	-1.3545
CCDC95	0.222
HIGD1B	4.4525
USP6NL	-0.1675
ABCD4	-0.604333333333333
DIMT1L	-0.713083333333333
TEK	0.9065
SLC25A46	-1.01175
LARP7	-1.6319
CD160	0.237666666666667
MT1JP	-0.618
PHF20	-0.051125
CPNE4	-1.44225
GTPBP1	-0.307571428571429
RAB33B	1.02966666666667
ALDOC	-2.506375
ZNF212	-0.26025
NUDT1	-1.18766666666667
RFPL2	0.38225
ZNF83	-0.314666666666667
GDPD5	-1.328375
PDCD4	2.9272
CEP350	0.5165
OR10A2	0.31
CST7	-0.26875
CIAO1	-0.8855
SELL	0.947375
OR8J3	-0.008
LTBP4	0.1905
SIRT6	-0.15875
CCL19	5.00575
PPIL1	-1.09583333333333
GBP7	0.19
STK17A	-0.3676
ABR	0.63225
OR9G1	-0.075
FOXE1	-0.1215
CNGA3	1.893
GML	0.2605
CD38	-3.87675
ZDHHC6	0.0186666666666667
NEFH	-1.2215
CTDSP2	0.735833333333333
PGBD5	-1.95666666666667
CCNY	0.313214285714286
RMND5B	0.0945833333333333
ZNF257	-1.0705
FLJ22167	0.087625
EXOSC7	-0.587666666666667
ROR2	1.268
MAOA	2.90675
TNNT3	0.471333333333333
GYPC	-1.17625
C7orf33	0.0455
PLIN	0.761333333333333
LOC90826	0.1795
RNF4	-0.129
F8A1	-0.0336666666666667
PLEKHG4	-2.27275
GRB2	-0.35695
HIST1H2AD	0.33525
DUS3L	-0.1895
EIF1	-0.443166666666667
RP5-1077B9.4	-1.1835
FPGT	1.25375
GDF10	0.792166666666667
COQ9	-0.439
GCC2	-0.345571428571429
RARRES3	1.5575
PLXNA1	-0.0791
KIAA0100	-0.4279
PMF1	0.69025
FNDC1	5.356
HS2ST1	0.02275
CRELD2	0.7745
C8G	-1.727
CD82	0.555
LIM2	-1.152
UNQ6490	-0.142
MMP16	0.0305
DRD3	-0.026
C5orf26	-0.185
C11orf73	-0.656875
PTP4A2	0.78675
OR4M2	0.7515
HPCA	-0.9805
SEC14L1	-0.777666666666667
CHFR	-0.526
EMILIN1	1.08925
NDUFS4	-0.4755
COL18A1	0.432375
PDZD3	-0.0409
C9orf16	-0.075
ERBB2IP	0.110666666666667
EMX2	3.233
FUS	-0.9535
TF	-3.4506
CLCN4	-0.154666666666667
CXorf56	-0.07725
C11orf72	0.245
ELAC2	-0.347333333333333
NPR1	-0.7505
ASS1	-0.514
USP42	-0.4005
POLR2J	-0.8205
SEC23IP	0.713666666666667
UQCRC1	-0.30275
LOC729603	-0.585
C1orf71	0.0345
POLG	-1.69
ADAM23	-2.7915
TFR2	-0.41375
RICTOR	-1.1373
MGC39606	0.99975
C19orf55	-0.225375
SNAPC1	-1.236
GNA11	0.835625
CCDC52	0.0256666666666667
FSIP1	4.739
UPF3A	-0.436
IGSF11	-2.33116666666667
LAGE3	0.29825
CHST6	-1.474
UNC13B	0.421125
TTLL4	-0.47125
ZNF687	0.835125
SDC2	0.2871
COX7A2	-0.843
LAMB4	-0.2035
FAM24A	-0.135
LRRTM3	-0.757333333333333
GPHB5	0.6925
OR4C13	0.2755
EIF3EIP	0.880357142857143
HABP4	-0.951
TMEM125	4.15725
CNTN2	0.552375
ASNSD1	-0.4525
FUT4	-0.275875
ACF	-3.649
LOC158381	0.3005
CDH8	1.24175
AGPS	0.204666666666667
C4orf18	2.534375
PECI	-0.323833333333333
UNG	0.162875
GSTP1	-1.458625
DCUN1D5	-1.1225
DKFZP564J0863	-0.864
SLC9A3R1	0.71075
BCDO2	-0.554375
CHMP7	0.432
REM2	0.5495
DNHD1	-0.8685
FKBP4	-0.125875
ZNF350	1.22875
MGC11102	-0.139375
BST1	0.8465
KISS1R	1.2435
NCR2	0.2485
DEFB125	-0.033
UBE2W	0.9715
KRT15	0.039
C10orf99	0.304
SCN11A	-0.08625
GFI1	-3.04025
RDHE2	3.66016666666667
FHL1	-1.53916666666667
OSGEP	-0.129666666666667
GATA1	-3.327
SMC6	-1.02975
TTTY14	-1.272
LPIN3	-0.02375
RPL4	0.6302
RBPMS	0.5315
PRPF3	-0.147666666666667
EMR1	-1.315
SPATA19	-0.0745
XCR1	0.4555
IRX3	2.2581
RBM6	-1.0065
KLF4	-0.1902
UNC5CL	0.485
SEBOX	0.51
BTK	-1.16
KRCC1	1.22425
C6orf27	0.184
SYTL5	-0.5835
PRND	1.390625
LOC653319	-1.311
PIGL	-1.564125
HUS1	-0.0398333333333333
SFRS6	0.65875
C17orf77	0.089
UIMC1	-0.709166666666667
FXYD2	-1.7563
LOC283152	1.36325
ZNF667	0.2415
ZCCHC12	-0.69675
TFEC	1.7357
ATP7B	1.31516666666667
POLD2	-0.8185
RG9MTD1	-0.13375
ACOT2	-0.058
HIST1H4I	-1.16825
PPARGC1A	-1.0413
ETFA	-2.0961
POLRMT	-0.443
ZNF146	0.08975
MIA2	-0.9585
KLHL6	-1.3795
HOXB5	-0.20375
NENF	1.33766666666667
CUGBP1	0.37225
PRSS22	0.902833333333333
CASC4	0.6125
CUL4B	0.1675
CENPJ	-1.5383
PITX1	0.0521666666666667
FLJ31033	-0.0656666666666667
CELSR3	-1.82783333333333
ZNF568	0.94275
ITSN1	-0.473666666666667
EHBP1L1	-1.0175
C19orf2	-0.10575
DCTN1	0.33275
LIN28B	-3.66666666666667
TNKS2	-0.57375
C1QBP	-0.086875
CADPS2	2.4655
SRMS	0.51725
GJA9	-0.114333333333333
MGC24975	0.270666666666667
TRIM45	0.1215
TSP50	0.10475
TCP1	-1.23225
TMED7	0.2034
CMA1	0.192
CENPL	-0.528166666666667
PTCRA	0.0565
FST	-1.499
VWCE	-3.97725
PAWR	-0.23275
ABCC12	0.956666666666667
LDLR	-1.4534
ASTN2	0.654
LOC441212	-1.228625
GPATCH8	-0.20925
TANC2	-0.767333333333333
KIF4A	-1.88625
C18orf18	-2.56075
PGM1	-1.47425
KIAA0258	0.503
CPD	1.664625
SNCAIP	1.35325
DCT	-4.05316666666667
HLA-DOA	2.48495454545455
OR11L1	0.3995
UPK1B	-0.229166666666667
DNAJB4	-0.25875
UGT1A8	-0.5405
HIST1H4L	-1.997
PECR	-1.25133333333333
HSPA2	1.75125
WFIKKN1	-2.1435
SERP1	0.78875
SYDE2	1.44575
TACR2	0.7115
NUP85	-0.80225
CD177	1.8195
LGR5	0.2045
PIGG	-0.0798333333333334
PTHR1	-1.779
RAB5A	-0.0096
FLJ13224	-0.246
USP9Y	-1.33683333333333
C7orf53	-1.3815
LRP1B	0.50775
XAF1	0.1534
ABCG8	-0.751
ANKDD1A	-0.646333333333333
DAND5	-1.3355
SPAG6	-0.0218333333333333
LINCR	0.38375
ZDHHC22	-1.445875
CCDC60	0.9225
THOC7	-0.9915
TCTA	0.5182
OR8K3	0.6655
NY-REN-7	-0.979
B2M	0.347
C6orf141	-0.8935
LPPR4	1.255
SQLE	-0.8925
SEPHS1	-0.69025
BTBD14B	0.431285714285714
PLRG1	-0.18225
SPG7	-0.741625
ZNF614	-0.255666666666667
PARD6G	1.27216666666667
INPP5B	-0.7166
GRPEL2	-0.10925
PPID	-0.5869
TRIM56	-0.7225
UBE2J1	-0.184875
IL20RA	4.4285
LOC387856	0.843
C1orf107	1.61516666666667
UTS2R	0.981
C19orf22	0.0645
SAFB2	-0.254
KIAA0652	-0.069375
KLRG1	-0.625833333333333
MS4A8B	3.06016666666667
FRAG1	0.73675
KIAA1546	-0.10875
E2F4	-1.2737
CLEC4M	0.7155
BTBD14A	-1.22875
KIAA0999	1.7587
GYPA	-3.6355
TAC1	0.3624
TRAIP	-1.30433333333333
KIAA0232	0.7915
ERCC8	-1.085625
GPX4	0.224125
KIAA0368	-0.2055
GPR157	-0.815166666666667
CTAGE4	0.0835
C9orf30	-1.2215
OR52A1	0.3665
HSP90B3P	-0.147
ALG9	-0.2904
BTBD10	0.56075
SDK2	0.23825
BAIAP3	0.69625
RABGGTB	-0.745
ANKRD40	0.103666666666667
KRT74	0.195
CALCOCO2	0.143571428571429
SNCA	-1.84425
TMSL8	-3.6525
C2orf53	-0.008
ESRRB	0.45475
ARHGAP26	0.48175
TDRD9	-2.903
HRAS	-0.1405
KLRC4	-2.0765
JAGN1	-0.0335
BSDC1	0.5045
RNF43	-0.4652
NDUFAF1	0.25025
PHF12	0.27025
OR1L3	0.19975
FOLR2	1.13208333333333
LYZL6	0.652666666666667
tcag7.1260	-2.0385
WSB1	-1.76516666666667
PROS1	-0.3391
OSTN	0.591
PSMB8	0.06075
SOCS4	-0.6265
DDIT4L	0.86575
MAS1	0.066
MGC34796	1.63875
CSHL1	0.383166666666667
TBCCD1	0.397333333333333
ZBTB7C	0.2855
AP2S1	-0.593375
P15RS	0.2425
VAT1	-1.0992
SHANK3	1.01283333333333
TUFM	0.5165
THEG	0.478
KRT34	-1.463
SGSM3	0.06525
TOMM22	-0.21175
SOCS3	0.253333333333333
CPO	0.8515
POP4	-0.01225
BHLHB3	2.5325
MALL	0.57075
OR1B1	0.4065
PARK2	0.447833333333333
GPR124	0.42375
LCE1E	0.067
RUVBL2	-0.2365
CGRRF1	0.0946
ACPL2	0.2775
WNT10B	-1.469125
BAIAP2L2	-1.0505
ISCA1	0.5555
C1orf125	0.332875
RPAP1	-0.40625
RAI16	0.0628333333333334
RPL27	-0.168
NLRP9	0.171
EPN1	0.154
LOC388610	0.19875
SLC35A1	0.8219
GAL	-3.328
SLC14A2	0.33075
RDH11	-0.811333333333333
FAM138F	0.799
AUH	0.31125
FLJ40243	-0.05925
C14orf129	0.443666666666667
MBD2	-0.714333333333333
ABHD14B	0.199875
PIGT	0.063
ALS2CR4	-0.054375
ALAS1	-0.7543
FOXO1	0.862
CRLF3	-0.257125
C20orf107	-0.755
FARS2	1.11625
CCDC28A	1.00325
NPHP3	-0.95875
OR13F1	0.5985
TSEN54	-0.46575
DEFB106B	0.096
OR8B4	0.2645
STH	1.5705
ZC3H14	-0.218625
CBX2	-0.554
TMEM49	-1.603
C6orf21	1.0525
FLJ20920	1.886625
CRTAP	0.0870714285714286
DDX50	0.128
STYXL1	0.09525
BLVRB	-1.055
LOC147650	-0.883166666666667
MMP24	-0.0045
GRID1	1.2535
BANF1	-0.3125
CTAGEP	0.05125
HMBS	-1.6765
SLC25A24	0.330166666666667
C14orf50	2.427
MRO	-0.534
SLC25A15	-0.77775
FAM84B	1.7133
TDP1	-0.2975
C16orf78	0.286
C11orf57	0.04375
RFK	-0.25825
ZFYVE9	0.036125
STCH	-0.9023
WIBG	0.915
LOC283871	-0.458333333333333
GBA2	-0.7368
NDUFB3	-0.7555
HSD17B13	-0.07875
GRIN3A	0.3005
FMNL1	-0.931833333333333
SEPT7	-0.612
GNLY	1.634
GRAMD1C	0.823166666666667
ZNF165	0.609
USP38	0.42675
FAM83A	-2.98266666666667
C14orf24	-0.0280833333333333
ARMCX3	0.888875
ARHGDIB	0.0943333333333333
AK1	-0.390875
KIAA1045	0.332
DNAJB13	-0.142833333333333
NEU2	0.1155
HIST1H4B	-1.5675
FAM20B	0.1348
HES2	1.15571428571429
FAM73B	-0.6497
LOC388381	-0.36275
INTS7	0.873545454545455
AMPH	3.24975
ZNF775	-0.0342499999999999
UCKL1	-0.770833333333333
C10orf97	-0.0275
C1orf161	-0.0195
ALDH1L1	-0.67275
FLJ39378	0.151125
SLC23A1	-1.846
RBM4B	0.3385
THAP4	0.507
OGFRL1	0.4155
KIAA0831	0.029625
PPP1R15A	-0.897666666666667
C1orf96	0.105285714285714
C12orf11	-0.9545
BMF	-0.0635
MAN1A1	-0.239125
KIAA1600	0.529833333333333
NLGN4X	0.0795
ALOX12	-0.980166666666667
RB1CC1	0.0959
NEIL2	1.48
EIF4E	-0.121
ABHD5	0.7515
EXOC4	0.2235
CIP29	-0.00333333333333334
BATF2	0.7115
SLC29A4	-1.03475
HTR4	0.289
EMB	0.0925
TRAF6	0.62325
LMNB1	-1.666
FAM19A5	-0.356875
SHE	1.85175
PIK3C2B	0.89
C15orf15	-0.2361
USP15	-0.4265
TCEAL2	1.812
C5orf39	-1.6395
PTGER2	-1.5345
SLC31A1	-0.68075
IFT172	0.9725
ADAM29	0.25625
GFOD1	0.07625
ST7L	1.0555
C15orf26	-2.35275
PKN3	-1.53375
CNTD1	2.6675
COMMD1	0.0655
NTRK2	3.53416666666667
FOXN3	-0.641375
MFGE8	0.7047
PFKFB2	-0.246
TAS2R4	-0.389
ENTHD1	-0.857833333333333
PRMT5	-0.419625
MGC16384	-1.781
LOC442229	-0.5235
TSKU	-0.59925
KRTCAP3	3.566125
PDLIM1	1.6176
KCNS2	0.143
RNF126	-0.242166666666667
CEP63	-0.106375
CLIC4	-0.491125
hCG_1990170	-0.55625
ACR	0.4226
KLK7	3.19125
ALOX5AP	3.552875
RIPK3	3.487
TAS2R9	0.999
C19orf18	1.3445
BIRC6	0.0491428571428571
ZNF16	1.4275
RFT1	0.10225
SLC8A2	-0.26475
TACC1	-0.875875
ITGAD	0.877
SAMHD1	0.5935
SH3PXD2B	0.9728
EPC2	1.02475
C20orf85	4.10975
ATP13A2	0.268833333333333
KRT4	0.2525
CAPNS1	-0.1365
MDM2	-0.671583333333333
PCDH20	3.761
KCNK9	0.763
OR2C1	-0.1605
KLHDC3	-0.595166666666667
IPPK	0.822
EFHD2	-0.444625
GALR3	1.0185
NBEA	0.3215
ABCA6	1.9657
CLDN3	1.05666666666667
AKT2	-0.755642857142857
EGFR	-0.979
RBM16	0.427625
ZDHHC3	0.3885
SLC25A4	-0.617833333333333
CYB5B	-1.36633333333333
CPXM1	0.51625
NDRG1	-2.24307692307692
FLJ43826	0.4365
OR5L2	0.0858333333333333
FARP2	0.2876
MRPL46	-0.382083333333333
LDHAL6B	-0.112333333333333
MAPKAPK3	0.005
NCAM2	-0.91575
PRKD2	0.160833333333333
ZFP36L1	1.0539
CYSLTR1	0.58175
OR4C3	0.30775
HIST1H2AJ	0.084
CCNB2	-2.66255555555556
ZNF10	-0.1335
TMEM175	0.4585
FAM134A	0.899333333333333
TIGD4	0.0925
PCNP	-0.71
MGC39715	0.1085
LQK1	-2.92425
CREB1	0.1463
TMPRSS3	1.7535
C4orf32	0.61525
LAT	-2.301
KCNA3	0.1305
SKIV2L2	-0.10275
ROPN1B	-1.887
tcag7.23	0.1855
CDT1	-2.878625
ZHX2	1.38875
CD28	-4.20875
ZNF624	1.13025
SEPT2	0.145083333333333
SOHLH2	-0.811375
MCOLN3	-0.539375
UNQ1945	0.8235
MASP2	-0.6485
ZNRF3	-0.2043
GPATCH3	-0.05475
AGL	1.91825
QRICH2	-0.097
PSD4	1.088
CCNB1IP1	-0.83
ENPP7	0.1625
OBFC1	0.457
KCNG3	-2.2935
C14orf79	1.32025
ENPEP	1.562
SCT	0.8015
SKI	0.8355
SEC61G	-1.77725
CAPN11	1.534
ATXN7L3	-0.096
DBNDD1	-0.1345
FAIM	-0.07475
ANKRD36	-1.254
GABRP	1.83083333333333
TACSTD2	1.38766666666667
EIF3J	-0.401
PPP2R2A	0.185
TEKT4	-0.347833333333333
PVALB	-3.74816666666667
F10	-3.04366666666667
FAM134C	0.6946
COMP	4.688
EFCBP1	-1.9590625
SCLT1	-0.2545
TAL1	-1.1803
ACSL1	-0.82175
ABCC5	-0.528166666666667
ABL1	-0.587333333333333
RBBP7	-0.263166666666667
PTPRG	-1.299375
NCOR1	-0.5399
SPINK4	2.0145
TXNRD1	-2.1019
TNRC15	0.96475
C9orf138	0.62875
UBE2H	0.816333333333333
BRDT	0.868666666666667
C8orf31	-0.1805
CCNE2	-1.24236363636364
SLC6A8	-1.353
CALCR	-4.285
PPP1CB	1.34433333333333
ABHD8	-0.338
ARF5	0.031
SLC24A4	0.4355
CCT3	1.04375
ZNF121	0.244625
SLC3A2	-1.3588
OR13A1	0.431
SLC5A10	0.49475
RAD50	0.30625
IER5	1.14225
MTHFD1L	-2.309875
MBTPS2	0.306
MVK	-0.43425
NCL	0.0814
PSMD10	-0.43625
MOBP	0.397375
FLJ32894	-0.5035
HRH1	-0.8695
C5orf30	0.026
NUDT16L1	1.385
RASGRP3	2.91466666666667
PRKRIP1	-0.5689
CCDC75	-0.81875
LOC253970	-0.28325
KIAA1239	-0.1555
MED21	-0.50925
SYT11	0.35025
NTSR2	-0.2155
EGFL11	-2.9215
CXorf59	1.0785
OR2A25	0.239
SPTBN2	-1.5105
LRMP	-2.01516666666667
RNF111	0.023
PTH	-0.302
LOC619208	0.836333333333333
KIAA0895	0.90075
RANBP5	-0.337875
P2RY10	0.2095
NME5	4.58783333333333
DDX21	-0.42275
LRSAM1	0.4455
HDAC11	1.51483333333333
VMO1	1.90525
NOLA2	-0.0378333333333333
ADAR	0.526166666666667
MTO1	-1.14616666666667
SF4	0.198666666666667
P2RX1	-0.326666666666667
HBM	0.24525
EN2	1.1265
C14orf172	0.26575
TM9SF2	0.1585
INHBE	-1.08283333333333
TCTE3	0.204166666666667
TOX2	-2.379
CTAGE3	0.16
HBB	3.5519
MED15	-0.6335
CASR	0.45625
C6orf66	-1.11933333333333
MTPN	-0.874875
UNC50	-0.318
C21orf33	0.3085
IRF2	0.814375
PGR	3.7665
GPR84	1.86475
CROCCL1	-2.627
SRPX	-1.565
BRE	0.474
FGF10	3.1285
SDC3	0.147666666666667
ZRSR1	0.297666666666667
DKFZP434P211	-0.10125
SOX6	0.2065
RPUSD2	0.332
C14orf173	-0.551583333333333
MAPK11	-0.638166666666667
TBC1D22A	0.279
FAM123A	-0.562
COL4A6	-0.257166666666667
TOMM70A	0.012
NAB1	0.048625
MGC16385	-0.489125
TSPAN18	-0.596333333333333
MED31	-0.44275
PLG	-0.17475
CAPSL	4.4585
ZNF532	0.9939
ASB14	-0.10425
CA8	1.70475
NUDT16P	0.5425
SLFN11	-0.8035
LRRIQ2	-0.291875
NOL7	-0.671333333333333
BRMS1L	-0.5225
JARID1A	0.161
PANK2	-1.07625
ICAM3	-0.294
MDS1	-0.366
TAF8	-0.41175
RNF139	1.47875
ZNF594	-0.144833333333333
ADAM8	1.384625
SFTPC	-0.17375
MAN2B2	1.280375
RGS12	0.447125
EIF1AY	-4.7965
LRRIQ1	0.0601666666666667
GPR150	1.125
CCDC21	-1.4615
PRRG3	0.27225
SAA4	-2.56525
RAPGEF5	1.456375
ZCCHC2	-0.124166666666667
MGC39372	0.91
PPP4R2	0.0651666666666667
CDCA2	-1.78966666666667
OR4D5	0.424666666666667
PTGFRN	0.9783
SIGLEC5	1.33716666666667
C19orf61	-0.0573333333333333
NMUR2	0.844
KIAA1586	-0.7465
DAGLA	-0.0896666666666667
CHCHD6	-0.17975
GPR32	0.4115
NEUROD6	0.0463333333333333
SLC2A4RG	0.2361875
CA5B	-0.24725
FBXL3	0.94025
MPHOSPH9	-1.3205
HMG2L1	0.33175
HCN4	0.564666666666667
CEACAM19	0.77375
SH2D4B	0.345166666666667
HFE2	-0.634
TGM4	0.226833333333333
LYPD2	0.16725
TBC1D15	0.0215
MRPS21	0.6763
NONO	-0.6935
CLEC5A	1.721125
ITCH	-0.4334
MGAT3	-1.329
MBP	-0.4535
RPP25	-0.866
SOSTDC1	2.54075
HRC	-1.1665
TRIM48	-0.0755
TMEM133	0.252
ECEL1P2	-1.1715
HOXC11	1.4065
DOK5	-0.66325
HELZ	-0.0523333333333333
LOC348180	-1.43
MGC33894	0.29225
ADRB3	0.503
DMD	0.466833333333333
PTRH2	-0.33125
MPEG1	2.42933333333333
NDUFA12	-0.76
KRTAP2-4	0.1435
STAMBPL1	-1.27883333333333
ADCY2	1.29583333333333
UNQ6125	0.3515
KLHL20	0.215166666666667
SRM	-0.69525
OTC	-0.05475
TMIE	0.840333333333333
SNX8	-0.3865
LIPK	0.158
CHURC1	-0.58625
KLC2	0.227166666666667
HDAC1	-0.345666666666667
FAM128A	0.356166666666667
FNDC3B	-0.3483
MTCP1	-0.6035
WFDC10B	-0.1796
PCDHGB3	0.3515
ATRNL1	-2.2358
CAV2	0.059875
MED26	0.149333333333333
DUS1L	0.31675
CHRM3	-1.61625
NEK9	0.55925
WARS2	0.4145
TBX22	0.0675
TOMM40	-0.84025
RP6-213H19.1	-1.60933333333333
TUBGCP5	-0.7565
IGSF6	4.41525
TPPP	0.0971666666666667
UNQ6190	0.4285
GSTM5	-0.63525
BTD	0.948333333333333
PDCD1LG2	0.179333333333333
SNRPB2	-0.944
ERICH1	-0.2825
APOA4	-1.585125
HOXA11	-1.411
NARG1	-0.11175
MKX	-0.1705
RAB28	-0.139
PKP3	1.45475
SH3GL2	-0.259
CTSO	2.37575
RPN2	-0.1128125
IL28RA	0.156333333333333
SFMBT1	-0.1705
WDR57	0.133375
FER1L3	0.865916666666667
HSF5	-0.153166666666667
TTC9B	0.27075
C4BPA	-2.93916666666667
ALB	-4.30078571428571
SORBS3	0.65975
UPF2	-0.119
JPH1	0.1525
AGBL2	0.29275
DOPEY1	1.401
TERF1	-0.258666666666667
KIF22	-0.0976666666666667
NINJ1	1.075
SEC61A2	-0.955083333333333
HIST1H1D	-1.48866666666667
SFXN4	0.606625
UCP3	0.3679
ZNF703	1.67
MYL6B	-0.15175
TREM1	2.1405
OR52E6	0.119
CKMT2	0.69275
HLA-C	0.725875
SLC13A3	-2.14983333333333
TIMP4	-2.189
SLIT2	2.6245
RSF1	-0.0411111111111111
LONRF1	-0.351928571428571
MON1A	0.180833333333333
CACNG6	-0.9715
DPPA4	-4.93666666666667
ZSWIM3	-0.46525
ZNF804A	-0.0535
CCIN	1.12275
SLC25A31	0.35675
KCNMB4	-0.57925
RABL5	0.62125
GALNS	-0.7554
STX6	1.6115
HIST1H1C	-2.18483333333333
CIDEB	-0.892375
CASP4	0.0566666666666666
PDK3	0.4767
KCNJ11	1.7235
TPR	0.225625
ZSCAN20	-0.8935
MTX2	-0.51175
HIST1H2BH	-0.2975
LOC283767	-0.773
LYRM7	-1.22511111111111
BRD3	0.388833333333333
HIST1H2BO	-0.11625
MAGEB10	0.557
SLC45A1	1.6585
SERPINA3	2.4565
KIAA0143	1.05575
KCNJ16	0.780333333333333
KRT79	0.38875
FABP2	-0.47675
NUT	-0.416
ZNF57	-0.126
FBXL4	0.5845
CLEC9A	2.6275
UGT8	-0.522
BMP2K	-0.3655
MAPK4	-2.5275
SLC25A23	-0.6029
HINT1	-0.9706
KRTAP13-1	-0.124
SFXN5	-0.1628
CHCHD2	-0.233833333333333
FAM3D	0.8405
NDP	-2.185875
RHOBTB1	0.0856666666666667
SLC4A4	-0.902
RPL38	-0.13
HTF9C	-0.3415
AP2A2	0.74075
ZBTB46	-0.01
MAP7D1	-0.20275
AOX1	-1.48316666666667
CYR61	1.14758333333333
DTNA	0.360714285714286
JRKL	-0.70375
TMOD3	-0.509
EEA1	-0.1055
ADCK5	-0.32625
IL1R1	1.068
KLK3	0.200785714285714
HRSP12	0.273
KTN1	-0.345
LOH11CR2A	1.0572
RELL2	-1.87925
MAB21L1	0.90425
C20orf59	-0.886666666666667
PHKB	-0.6085
ADAM2	-1.90583333333333
TBC1D8B	1.2795
FAM13A1	-0.9289375
LAPTM4B	-0.573083333333333
LCN8	0.179
TMEM147	0.4445
SYT4	-0.248833333333333
XPO7	0.1335
C9orf62	1.16525
GPR75	0.2145
TRIM5	0.381875
APOC1	-1.22666666666667
RNASE4	1.16633333333333
PARD6B	-0.976125
ARID1A	0.440833333333333
TPD52L3	-0.0372
RRAGB	0.299
RCN2	-0.875833333333333
